name,url,institutions,countries,country
Luciano Gamberini,https://dl.acm.org/profile/81100210885,['University of Padova'],['Italy'],Italy
Jiajing Zhang,https://dl.acm.org/profile/99659185901,['Zhejiang University'],['China'],China
Ren Peng,https://dl.acm.org/profile/81466642306,"['Zhejiang University', 'School of Computer and Computing Science']","['China', 'China']",China
Jinhui Yu,https://dl.acm.org/profile/81381602769,"['State Key Lab of CAD&CG, Zhejiang University', 'Zhejiang University']","['China', 'China']",China
Denise Junger,https://dl.acm.org/profile/99659194267,['University of Stuttgart'],['Germany'],Germany
Isabel Hagen,https://dl.acm.org/profile/99659194244,['University of Stuttgart'],['Germany'],Germany
Robin Horst,https://dl.acm.org/profile/99659194217,['University of Stuttgart'],['Germany'],Germany
Lukas Brand,https://dl.acm.org/profile/99659194195,"['Landshut University of Applied Sciences', 'University of Erlangen-Nuremberg', 'University of Stuttgart']","['Germany', 'Germany', 'Germany']",Germany
Armin Müller,https://dl.acm.org/profile/99659194159,['University of Stuttgart'],['Germany'],Germany
Benjamin Weinert,https://dl.acm.org/profile/99659194207,"['University of Oldenburg', 'University of Stuttgart']","['Germany', 'Germany']",Germany
Patrick Cheong-Iao Pang,https://dl.acm.org/profile/99658770790,"['School of Computing and Information Systems', 'University of Melbourne']","['Australia', 'Australia']",Australia
Bin Pang,https://dl.acm.org/profile/99659194227,['University of Macau'],['Macao'],Macao
Dominique Tranquille,https://dl.acm.org/profile/99659194112,['University of Brighton'],['U.K.'],U.K.
Gem Stapleton,https://dl.acm.org/profile/81339530296,"['University of Brighton', 'University of Kent']","['U.K.', 'U.K.']",U.K.
Jim Burton,https://dl.acm.org/profile/81384617071,['University of Brighton'],['U.K.'],U.K.
Peter J Rodgers,https://dl.acm.org/profile/81100642599,['University of Kent'],['U.K.'],U.K.
Thomas Gründer,https://dl.acm.org/profile/81502795846,['Technische Universität Dresden'],['Germany'],Germany
Thomas Thom,https://dl.acm.org/profile/99659194141,,,
Martin Kleinsteuber,https://dl.acm.org/profile/81479655070,"['Technical University of Munich', 'Mercateo Deutschland AG', 'Ludwig-Maximilians-University Munich', 'TUM Department of Electrical and Computer Engineering', 'The Australian National University', 'CSIRO Data61', 'Julius-Maximilian University of Würzburg']","['Germany', 'Germany', 'Germany', 'Germany', 'Australia', 'Australia', 'Germany']",Germany
Alexander Maasch,https://dl.acm.org/profile/99659194167,,,
Yuri Sato,https://dl.acm.org/profile/99659194250,['University of Brighton'],['U.K.'],U.K.
Mateja Jamnik,https://dl.acm.org/profile/81100097678,"['University of Cambridge', 'Department of Computer Science and Technology', 'The University of Edinburgh']","['U.K.', 'U.K.', 'U.K.']",U.K.
Zohreh Shams,https://dl.acm.org/profile/99658750308,"['University of Bath', 'University of Cambridge']","['U.K.', 'U.K.']",U.K.
Andrew Blake,https://dl.acm.org/profile/99658638715,['University of Brighton'],['U.K.'],U.K.
Francesco Paduano,https://dl.acm.org/profile/99659010090,['University of Illinois at Chicago'],['United States'],United States
Ronak Etemadpour,https://dl.acm.org/profile/81551311756,"['City University of New York', 'Oklahoma State University - Stillwater', 'Oklahoma State University System', 'Jacobs University Bremen']","['United States', 'United States', 'United States', 'Germany']",United States
Angus Graeme Forbes,https://dl.acm.org/profile/81474644982,"['University of California, Santa Cruz', 'Purdue University', 'University of Illinois at Chicago', 'The University of Arizona']","['United States', 'United States', 'United States', 'United States']",United States
Yun Wang,https://dl.acm.org/profile/99659020506,['Hong Kong University of Science and Technology'],['Hong Kong'],Hong Kong
Dongyu Liu,https://dl.acm.org/profile/99659070996,"['Massachusetts Institute of Technology', 'Hong Kong University of Science and Technology']","['United States', 'Hong Kong']",United States
Huamin Qu,https://dl.acm.org/profile/81100337801,"['Hong Kong University of Science and Technology', 'IEEE']","['Hong Kong', 'United States']",Hong Kong
Qiong Luo,https://dl.acm.org/profile/81339515235,"['Hong Kong University of Science and Technology', 'Tsinghua University']","['Hong Kong', 'China']",Hong Kong
Xiaojuan Ma,https://dl.acm.org/profile/81484654594,"['Hong Kong University of Science and Technology', 'University of Michigan, Ann Arbor']","['Hong Kong', 'United States']",Hong Kong
Yang Shi,https://dl.acm.org/profile/81556666156,"['Tongji University', 'Central South University']","['China', 'China']",China
Yaoxue Zhang,https://dl.acm.org/profile/81339540126,"['Tsinghua University', 'Central South University']","['China', 'China']",China
Guojun Wang,https://dl.acm.org/profile/81408600293,"['Guangzhou University', 'Central South University', 'Temple University', 'The University of Aizu', 'Hong Kong Polytechnic University']","['China', 'China', 'Italy', 'Japan', 'Hong Kong']",China
Ronghua Shi,https://dl.acm.org/profile/81470649905,['Central South University'],['China'],China
Xing Liang,https://dl.acm.org/profile/99658630885,['Arizona State University'],['United States'],United States
Rainer C Splechtna,https://dl.acm.org/profile/81100655096,"['VRVis Research Center', 'University of Maryland, College Park (UMD)']","['Austria', 'United States']",Austria
Alexandra Diehl,https://dl.acm.org/profile/99658770166,"['University of Konstanz', 'University of Buenos Aires', 'University of Maryland, College Park (UMD)']","['Germany', 'Argentina', 'United States']",Germany
Mai H Elshehaly,https://dl.acm.org/profile/81554544456,"['Virginia Polytechnic Institute and State University', 'University of Maryland, College Park (UMD)', 'University of Maryland, Baltimore (UMB)']","['United States', 'United States', 'United States']",United States
Claudio A Delrieux,https://dl.acm.org/profile/81544964956,"['South National University', 'University of Maryland, College Park (UMD)']","['Argentina', 'United States']",Argentina
Denis Gracanin,https://dl.acm.org/profile/81100637283,"['Virginia Polytechnic Institute and State University', 'University of Maryland, College Park (UMD)']","['United States', 'United States']",United States
Krešimir Matković,https://dl.acm.org/profile/81375609028,"['VRVis Research Center', 'University of Maryland, College Park (UMD)', 'IEEE']","['Austria', 'United States', 'United States']",Austria
Kouhei Yasuda,https://dl.acm.org/profile/99659068906,['The University of Tokyo'],['Japan'],Japan
Shigeo Takahashi,https://dl.acm.org/profile/81410594549,"['The University of Aizu', 'The University of Tokyo', 'IEEE']","['Japan', 'Japan', 'United States']",Japan
Hsiangyun Wu,https://dl.acm.org/profile/81440610884,"['Vienna University of Technology', 'Keio University', 'The University of Tokyo']","['Austria', 'Japan', 'Japan']",Austria
Quang Vinh Nguyen,https://dl.acm.org/profile/81100511332,"['The MARCS Institute for Brain, Behaviour and Development', 'Western Sydney University', 'University of Technology Sydney']","['Australia', 'Australia', 'Australia']",Australia
Simeon J Simoff,https://dl.acm.org/profile/81100077710,"['Western Sydney University', 'The MARCS Institute for Brain, Behaviour and Development']","['Australia', 'Australia']",Australia
Yu Qian,https://dl.acm.org/profile/81452599675,"['J. Craig Venter Institute', 'The University of Texas at Dallas']","['United States', 'United States']",United States
Maolin Huang,https://dl.acm.org/profile/81100079792,"['University of Technology Sydney', 'Tianjin University', 'Tianjin University of Technology']","['Australia', 'China', 'China']",Australia
Martin Röhlig,https://dl.acm.org/profile/99658770290,['University of Rostock'],['Germany'],Germany
H. Schumann,https://dl.acm.org/profile/81100094349,['University of Rostock'],['Germany'],Germany
Ruth West,https://dl.acm.org/profile/81320496219,"['University of North Texas', 'University of California, Los Angeles', 'University of California, San Diego']","['United States', 'United States', 'United States']",United States
Meghan Kajihara,https://dl.acm.org/profile/99659067772,['University of North Texas'],['United States'],United States
Max Parola,https://dl.acm.org/profile/99658988047,['University of North Texas'],['United States'],United States
Kathryn Hays,https://dl.acm.org/profile/99659067444,['University of North Texas'],['United States'],United States
Luke Hillard,https://dl.acm.org/profile/99659068485,['University of North Texas'],['United States'],United States
Anne Carlew,https://dl.acm.org/profile/99659067913,['University of North Texas'],['United States'],United States
Jeremey Deutsch,https://dl.acm.org/profile/99659068986,['University of North Texas'],['United States'],United States
Brandon Lane,https://dl.acm.org/profile/99659068083,['University of North Texas'],['United States'],United States
Michelle Holloway,https://dl.acm.org/profile/99658628447,['Washington University in St. Louis'],['United States'],United States
Brendan John,https://dl.acm.org/profile/87658893257,"['University of Florida', 'Rochester Institute of Technology']","['United States', 'United States']",United States
Anahita Sanandaji,https://dl.acm.org/profile/99658988516,['Oregon State University'],['United States'],United States
Cindy Marie Grimm,https://dl.acm.org/profile/81100553787,"['Oregon State University', 'Washington University in St. Louis', 'Texas A&M University', 'University of Central Florida', 'IEEE']","['United States', 'United States', 'United States', 'United States', 'United States']",United States
Zheng Huang,https://dl.acm.org/profile/99659036087,['North Dakota State University'],['United States'],United States
Jed Limke,https://dl.acm.org/profile/99659068000,['North Dakota State University'],['United States'],United States
Jun Kong,https://dl.acm.org/profile/81408600332,"['North Dakota State University', 'The University of Texas at Dallas']","['United States', 'United States']",United States
Muye Yang,https://dl.acm.org/profile/99658765217,['University of Macau'],['Macao'],Macao
Yina Li,https://dl.acm.org/profile/99658766518,['Nankai University'],['China'],China
Dongjin Li,https://dl.acm.org/profile/99658766563,['Nankai University'],['China'],China
Casey Haber,https://dl.acm.org/profile/99659068785,['University of San Francisco'],['United States'],United States
Lyndonong Yiu,https://dl.acm.org/profile/99659068146,['University of San Francisco'],['United States'],United States
Alark Joshi,https://dl.acm.org/profile/81339508109,"['University of San Francisco', 'Yale University', 'University of Maryland, Baltimore County (UMBC)', 'IEEE']","['United States', 'United States', 'United States', 'United States']",United States
Sophie Engle,https://dl.acm.org/profile/81442602782,"['University of San Francisco', 'University of California, Davis']","['United States', 'United States']",United States
Hui Lei,https://dl.acm.org/profile/99659068491,['Changsha University of Science and Technology'],['China'],China
Cong Xie,https://dl.acm.org/profile/99659067824,['Stony Brook University'],['United States'],United States
Pingping Shang,https://dl.acm.org/profile/99659068366,"['State Key Lab of CAD&CG, Zhejiang University']",['China'],China
Fan Zhang,https://dl.acm.org/profile/99659068293,"['Massachusetts Institute of Technology', 'Zhejiang University of Technology']","['United States', 'China']",United States
Weri Chen,https://dl.acm.org/profile/81548161656,"['State Key Lab of CAD&CG, Zhejiang University', 'Zhejiang University']","['China', 'China']",China
Qunsheng Peng,https://dl.acm.org/profile/81451598508,"['State Key Lab of CAD&CG, Zhejiang University', 'Zhejiang University']","['China', 'China']",China
Tobias Ruppert,https://dl.acm.org/profile/81474695617,['Fraunhofer Institute for Computer Graphics Research IGD'],['Germany'],Germany
Andreas Bannach,https://dl.acm.org/profile/99658949790,['Fraunhofer Institute for Computer Graphics Research IGD'],['Germany'],Germany
Jürgen Bernard,https://dl.acm.org/profile/81442607723,"['University of Zurich', 'The University of British Columbia', 'Fraunhofer Institute for Computer Graphics Research IGD']","['Switzerland', 'Canada', 'Germany']",Switzerland
Hendrik Lücke-Tieke,https://dl.acm.org/profile/99658654866,"['Fraunhofer Institute for Computer Graphics Research IGD', 'Athena Research and Innovation Center in Information, Communication and Knowledge Technologies']","['Germany', 'Greece']",Germany
Alex Ulmer,https://dl.acm.org/profile/99658657326,['Fraunhofer Institute for Computer Graphics Research IGD'],['Germany'],Germany
Jörn Kohlhammer,https://dl.acm.org/profile/81332509409,"['Fraunhofer Institute for Computer Graphics Research IGD', 'Technical University of Darmstadt']","['Germany', 'Germany']",Germany
Jiangen He,https://dl.acm.org/profile/99659191638,"['Drexel University', 'University of Maryland, College Park (UMD)']","['United States', 'United States']",United States
Chaomei Chen,https://dl.acm.org/profile/81100119664,"['Drexel University', 'Dalian University of Technology', 'Brunel University London', 'Glasgow Caledonian University']","['United States', 'China', 'U.K.', 'U.K.']",United States
Wenqian Ji,https://dl.acm.org/profile/99659068616,['Hohai University'],['China'],China
Yan Tang,https://dl.acm.org/profile/99659067476,['Hohai University'],['China'],China
Pengju Ma,https://dl.acm.org/profile/99659068606,['Hohai University'],['China'],China
Shijie Tang,https://dl.acm.org/profile/99659068288,['Hohai University'],['China'],China
Zhipeng Fang,https://dl.acm.org/profile/99659068325,['Hohai University'],['China'],China
Xuan Li,https://dl.acm.org/profile/99659068772,"['Baidu, Inc.']",['China'],China
Tianjian Chen,https://dl.acm.org/profile/81548022965,"['Baidu, Inc.']",['China'],China
Lina Zhang,https://dl.acm.org/profile/81490644010,"['State Key Lab of CAD&CG, Zhejiang University']",['China'],China
Kwan-Liu Ma,https://dl.acm.org/profile/81452595774,"['University of California, Davis', 'IEEE', 'NASA Langley Research Center', 'The University of Utah']","['United States', 'United States', 'United States', 'United States']",United States
Jinhui Yu,https://dl.acm.org/profile/99659664633,"['State Key Lab of CAD&CG, Zhejiang University']",['China'],China
Lu Xiong,https://dl.acm.org/profile/99659068053,['Tianjin University'],['China'],China
Kai Sun,https://dl.acm.org/profile/99659067653,['Shanghai University'],['China'],China
Zongchao Guo,https://dl.acm.org/profile/99659067563,['Shanghai University'],['China'],China
Iliesa S Delai,https://dl.acm.org/profile/99659664742,['Brigham Young University Hawaii'],['United States'],United States
Meilan Jin,https://dl.acm.org/profile/99659068939,['Brigham Young University'],['United States'],United States
Geoffrey M Draper,https://dl.acm.org/profile/81430638972,"['Brigham Young University Hawaii', 'The University of Utah']","['United States', 'United States']",United States
Seimei Matsusaki,https://dl.acm.org/profile/99659068113,['University of San Francisco'],['United States'],United States
Xi Han,https://dl.acm.org/profile/99659067967,['University of San Francisco'],['United States'],United States
Xin Kang,https://dl.acm.org/profile/99659068200,"['Ningbo University of Technology', 'Peking University', 'National Taipei University of Technology', 'Beijing University of Technology']","['China', 'China', 'Taiwan', 'China']",China
Yinan Li,https://dl.acm.org/profile/99659068315,['Southeast University'],['China'],China
Jian Wang,https://dl.acm.org/profile/99659068936,['Southeast University'],['China'],China
Daniel Wilches,https://dl.acm.org/profile/99659068554,['University of Wyoming'],['United States'],United States
Amy Banić,https://dl.acm.org/profile/83059087157,['University of Wyoming'],['United States'],United States
Sarah Hong,https://dl.acm.org/profile/99659067636,,,
Yuyi Liu,https://dl.acm.org/profile/99659067860,,,
Zhao Xiao,https://dl.acm.org/profile/99659052542,"['Tianjin University', 'East China Normal University']","['China', 'China']",China
Jie Wu,https://dl.acm.org/profile/99659067654,['Tongji University'],['China'],China
Guangxi Chen,https://dl.acm.org/profile/99659068256,['Tongji University'],['China'],China
Wang Qian,https://dl.acm.org/profile/99659068830,['Shanghai Jiao Tong University'],['China'],China
Xiao Bing,https://dl.acm.org/profile/99659067729,['Shanghai Jiao Tong University'],['China'],China
Vetria Laverne Byrd,https://dl.acm.org/profile/81487640747,"['Purdue University', 'The University of Alabama at Birmingham']","['United States', 'United States']",United States
Joseph A Cottam,https://dl.acm.org/profile/81372593397,"['Pacific Northwest National Laboratory', 'Indiana University Bloomington']","['United States', 'United States']",United States
Koji Kainou,https://dl.acm.org/profile/99658767899,['University of Tsukuba'],['Japan'],Japan
Hotaka Takizawa,https://dl.acm.org/profile/81100070397,"['University of Tsukuba', 'Toyohashi University of Technology']","['Japan', 'Japan']",Japan
Mayumi Aoyagi,https://dl.acm.org/profile/99658769229,['Aichi University of Education'],['Japan'],Japan
Nobuo Ezaki,https://dl.acm.org/profile/81309484223,"['National Institute of Technology, Toba College']",['Japan'],Japan
Shinji Mizuno,https://dl.acm.org/profile/99660176893,"['Aichi Institute of Technology', 'Toyohashi University of Technology']","['Japan', 'Japan']",Japan
Christoph Müller,https://dl.acm.org/profile/81330495342,['University of Stuttgart'],['Germany'],Germany
Guido Reina,https://dl.acm.org/profile/81336492267,['University of Stuttgart'],['Germany'],Germany
Thomas Ertl,https://dl.acm.org/profile/81332497603,['University of Stuttgart'],['Germany'],Germany
Michael Krone,https://dl.acm.org/profile/81444600345,"['University of Tübingen', 'University of Stuttgart']","['Germany', 'Germany']",Germany
Alexandros Panagiotidis,https://dl.acm.org/profile/81482658558,['University of Stuttgart'],['Germany'],Germany
Tilo Pfannkuch,https://dl.acm.org/profile/99658768097,['University of Stuttgart'],['Germany'],Germany
Andrew Kennedy,https://dl.acm.org/profile/99658767810,['The University of Sydney'],['Australia'],Australia
An Nguyen,https://dl.acm.org/profile/99658768973,['The University of Sydney'],['Australia'],Australia
Tingyu Chen,https://dl.acm.org/profile/99658767526,['National Chiao Tung University Taiwan'],['Taiwan'],Taiwan
Sai Keung Wong,https://dl.acm.org/profile/81548026358,['National Chiao Tung University Taiwan'],['Taiwan'],Taiwan
Chica Matsueda,https://dl.acm.org/profile/99658765625,['Ochanomizu University'],['Japan'],Japan
John B McGhee,https://dl.acm.org/profile/81335494516,"['UNSW Sydney', 'University of Dundee']","['Australia', 'U.K.']",Australia
Angelica G Thompson-Butel,https://dl.acm.org/profile/99658767702,"[""St. Vincent's Hospital Sydney""]",['Australia'],Australia
Steven Faux,https://dl.acm.org/profile/99658712892,"[""St. Vincent's Hospital Sydney"", 'UNSW Sydney']","['Australia', 'Australia']",Australia
Pascal Bou-Haidar,https://dl.acm.org/profile/99658767746,"[""St Vincent's Private Hospital""]",['Australia'],Australia
John Bailey,https://dl.acm.org/profile/99658766123,['UNSW Sydney'],['Australia'],Australia
Ajune Wanis Ismail,https://dl.acm.org/profile/81442594829,['Universiti Teknologi Malaysia'],['Malaysia'],Malaysia
Mark Nathan Billinghurst,https://dl.acm.org/profile/81100499261,"['University of South Australia', 'The University of Auckland', 'University of Michigan, Ann Arbor']","['Australia', 'New Zealand', 'United States']",Australia
Mohd Shahrizal Bin Sunar,https://dl.acm.org/profile/81100128492,"['Universiti Teknologi Malaysia', 'Sunway University']","['Malaysia', 'Malaysia']",Malaysia
Marco Angelini,https://dl.acm.org/profile/81537766956,['Sapienza University of Rome'],['Italy'],Italy
Giuseppe Santucci,https://dl.acm.org/profile/81100525081,"['Sapienza University of Rome', 'University of Maryland, College Park (UMD)']","['Italy', 'United States']",Italy
Zhaopeng Meng,https://dl.acm.org/profile/81498648020,['Tianjin University'],['China'],China
Eriko Koike,https://dl.acm.org/profile/99658767864,['Ochanomizu University'],['Japan'],Japan
Aditeya Pandey,https://dl.acm.org/profile/99658684477,['Tata Consultancy Services India'],['India'],India
Kunal Ranjan,https://dl.acm.org/profile/99658767511,['Tata Consultancy Services India'],['India'],India
Geetika Sharma,https://dl.acm.org/profile/81536868856,"['Tata Consultancy Services India', 'Indian Institute of Technology Delhi']","['India', 'India']",India
Lipika Dey,https://dl.acm.org/profile/81100327275,"['Tata Consultancy Services India', 'Indian Institute of Technology Delhi']","['India', 'India']",India
Yan Huang,https://dl.acm.org/profile/99659047793,"['Chinese Academy of Sciences', 'Institute of Automation Chinese Academy of Sciences']","['China', 'China']",China
Cui-Xia Ma,https://dl.acm.org/profile/81384602486,"['Institute of Software Chinese Academy of Sciences', 'Chinese Academy of Sciences']","['China', 'China']",China
Hong'an Wang,https://dl.acm.org/profile/81100220294,"['Institute of Software Chinese Academy of Sciences', 'Alibaba Group Holding Limited']","['China', 'China']",China
Katrin Scharnowski,https://dl.acm.org/profile/81503680067,['University of Stuttgart'],['Germany'],Germany
Yukari Shirota,https://dl.acm.org/profile/81100229818,"['Gakushuin University', 'Ricoh Co., Ltd.', 'The University of Tokyo']","['Japan', 'Japan', 'Japan']",Japan
Yutaka Takahashi,https://dl.acm.org/profile/99658766578,['Senshu University'],['Japan'],Japan
Nobuhide Tanaka,https://dl.acm.org/profile/99658767957,['Gakushuin University'],['Japan'],Japan
Michiya Morita,https://dl.acm.org/profile/99658767496,['Gakushuin University'],['Japan'],Japan
Makiko Harada,https://dl.acm.org/profile/99658764981,['Tokyo Metropolitan University'],['Japan'],Japan
Hidenori Watanave,https://dl.acm.org/profile/81365592172,"['The University of Tokyo', 'Tokyo Metropolitan University']","['Japan', 'Japan']",Japan
Nozomi Tamaki,https://dl.acm.org/profile/99658767417,['Shimane University'],['Japan'],Japan
Masahito Hirakawa,https://dl.acm.org/profile/81100170303,"['Shimane University', 'Hiroshima University']","['Japan', 'Japan']",Japan
Harrison Cook,https://dl.acm.org/profile/99658765656,,,
Antoine Trouvé,https://dl.acm.org/profile/81456607597,['Kyushu University'],['Japan'],Japan
Kazuaki J Murakami,https://dl.acm.org/profile/99659767347,['Kyushu University'],['Japan'],Japan
Sayaka Yagi,https://dl.acm.org/profile/81508696579,['Ochanomizu University'],['Japan'],Japan
Masahiro Takatsuka,https://dl.acm.org/profile/81438595290,['The University of Sydney'],['Australia'],Australia
Hyoji Ha,https://dl.acm.org/profile/99658765559,['Ajou University'],['South Korea'],South Korea
Sungyun Bae,https://dl.acm.org/profile/99658768692,['Ajou University'],['South Korea'],South Korea
Shinya Tachihara,https://dl.acm.org/profile/99658767024,['Tokyo University of Science'],['Japan'],Japan
Takehiko Yamaguchi,https://dl.acm.org/profile/99658768992,"['Tokyo University of Science', ""Universite d'Angers"", 'University of Arkansas - Fayetteville']","['Japan', 'France', 'United States']",Japan
Naoki Ishiura,https://dl.acm.org/profile/99658768164,['Tokyo University of Science'],['Japan'],Japan
Mickaël Dinomais,https://dl.acm.org/profile/99658765383,"[""Universite d'Angers""]",['France'],France
Paul Richard,https://dl.acm.org/profile/81452605387,"[""Universite d'Angers""]",['France'],France
Sylvie Nguyen,https://dl.acm.org/profile/99658768472,,,
Tetsuji Takada,https://dl.acm.org/profile/81100211722,['The University of Electro-Communications'],['Japan'],Japan
Katsuhiro Amako,https://dl.acm.org/profile/99658765798,['The University of Electro-Communications'],['Japan'],Japan
Jiann Der Lee,https://dl.acm.org/profile/81384604143,"['Chang Gung University', 'National Taiwan University of Science and Technology']","['Taiwan', 'Taiwan']",Taiwan
Haoche Lee,https://dl.acm.org/profile/99658768773,['Chang Gung University'],['Taiwan'],Taiwan
Chunghung Hsieh,https://dl.acm.org/profile/99658768076,['Chang Gung University'],['Taiwan'],Taiwan
Chiehtsai Wu,https://dl.acm.org/profile/99658768982,['Chang Gung Memorial Hospital'],['Taiwan'],Taiwan
Shintseng Lee,https://dl.acm.org/profile/81322499106,"['Chang Gung Memorial Hospital', 'Chang Gung University']","['Taiwan', 'Taiwan']",Taiwan
Norio Katayama,https://dl.acm.org/profile/81100019210,['Research Organization of Information and Systems National Institute of Informatics'],['Japan'],Japan
Hiroshi Mo,https://dl.acm.org/profile/81100494174,['Research Organization of Information and Systems National Institute of Informatics'],['Japan'],Japan
Shin'ichi Satoh,https://dl.acm.org/profile/81100094722,['The University of Tokyo'],['Japan'],Japan
Mengjia Zhang,https://dl.acm.org/profile/99658765750,['Tianjin University'],['China'],China
Anatoly Yelizarov,https://dl.acm.org/profile/99658638712,['Lomonosov Moscow State University'],['Russia'],Russia
Dennis Yu Gamayunov,https://dl.acm.org/profile/81336489058,['Lomonosov Moscow State University'],['Russia'],Russia
Brady Cannon,https://dl.acm.org/profile/99658638266,['Micron Technology Incorporated'],['United States'],United States
Minoti Hiremath,https://dl.acm.org/profile/99658638173,['Boise State University'],['United States'],United States
Cheryl Jorcyk,https://dl.acm.org/profile/81481649504,['Boise State University'],['United States'],United States
Tze Haw Huang,https://dl.acm.org/profile/81430601375,['University of Technology Sydney'],['Australia'],Australia
Laiping Zhao,https://dl.acm.org/profile/81444602443,"['Tianjin University', 'Kyushu University']","['China', 'Japan']",China
Gao Yi,https://dl.acm.org/profile/99658640147,['The University of Tokyo'],['Japan'],Japan
Kazuyo Mizuno,https://dl.acm.org/profile/87958942257,['The University of Tokyo'],['Japan'],Japan
Hong Zhou,https://dl.acm.org/profile/81453634205,"['Shenzhen University', 'Hong Kong University of Science and Technology']","['China', 'Hong Kong']",China
Panpan Xu,https://dl.acm.org/profile/81487645560,"['Bosch Research and Technology Center', 'Hong Kong University of Science and Technology']","['United States', 'Hong Kong']",United States
Zhong Ming,https://dl.acm.org/profile/81100136462,"['Shenzhen University', 'Henan University']","['China', 'China']",China
Haile Vu,https://dl.acm.org/profile/81323497372,"['Monash University', 'Swinburne University of Technology']","['Australia', 'Australia']",Australia
Jan Wolter,https://dl.acm.org/profile/99658640625,['University of Paderborn'],['Germany'],Germany
Uwe Kastens,https://dl.acm.org/profile/81100449926,"['University of Paderborn', 'Karlsruhe Institute of Technology, Campus South']","['Germany', 'Germany']",Germany
Kaimin Chen,https://dl.acm.org/profile/99658641338,['National Chiao Tung University Taiwan'],['Taiwan'],Taiwan
Loredana Caruccio,https://dl.acm.org/profile/99658631520,['University of Salerno'],['Italy'],Italy
Vincenzo Deufemia,https://dl.acm.org/profile/81100475245,['University of Salerno'],['Italy'],Italy
Christopher D'Souza,https://dl.acm.org/profile/82459248057,"['Australian Catholic University', 'Western Sydney University']","['Australia', 'Australia']",Australia
Athula Ginige,https://dl.acm.org/profile/81100317930,"['The University of Sydney', 'Western Sydney University', 'Link Campus University']","['Australia', 'Australia', 'Italy']",Australia
Giuseppe Polese,https://dl.acm.org/profile/81100439669,"['University of Salerno', 'University of Pittsburgh']","['Italy', 'United States']",Italy
Andrew S Brunker,https://dl.acm.org/profile/99658641837,['Western Sydney University'],['Australia'],Australia
Anthony J Maeder,https://dl.acm.org/profile/81100346001,"['Flinders University', 'Western Sydney University', 'CSIRO Ict Centre', 'Queensland University of Technology']","['Australia', 'Australia', 'Australia', 'Australia']",Australia
Rhys Tague,https://dl.acm.org/profile/81479660336,['Western Sydney University'],['Australia'],Australia
Gregory S Kolt,https://dl.acm.org/profile/99658642575,['Western Sydney University'],['Australia'],Australia
Trevor N Savage,https://dl.acm.org/profile/99658640354,['Western Sydney University'],['Australia'],Australia
Corneel Vandelanotte,https://dl.acm.org/profile/99658640097,,,
Mitch J Duncan,https://dl.acm.org/profile/99658642637,,,
Cristina M Caperchione,https://dl.acm.org/profile/99658641098,['The University of British Columbia'],['Canada'],Canada
Richard R Rosenkranz,https://dl.acm.org/profile/99658640509,['Kansas State University'],['United States'],United States
Anetta Van Itallie,https://dl.acm.org/profile/99658641075,,,
W Kerry Mummery,https://dl.acm.org/profile/99658639143,['University of Alberta'],['Canada'],Canada
Isha Singh Jassi,https://dl.acm.org/profile/99658638828,['National Institute of Technology Karnataka'],['India'],India
S Ruchika,https://dl.acm.org/profile/99658638866,['National Institute of Technology Karnataka'],['India'],India
Susmitha Pulakhandam,https://dl.acm.org/profile/99658638735,['National Institute of Technology Karnataka'],['India'],India
Subhayan Mukherjee,https://dl.acm.org/profile/99658639930,['National Institute of Technology Karnataka'],['India'],India
T S Ashwin,https://dl.acm.org/profile/99658639596,['National Institute of Technology Karnataka'],['India'],India
Geereddy Ram Mohana Reddy,https://dl.acm.org/profile/81481646797,['National Institute of Technology Karnataka'],['India'],India
Mengyao Chen,https://dl.acm.org/profile/99658640683,['Tianjin University'],['China'],China
Cong Chen,https://dl.acm.org/profile/81549576556,['The University of Texas at Dallas'],['United States'],United States
Shuqing Liu,https://dl.acm.org/profile/81549254156,"['Tianjin University', 'Tsinghua University']","['China', 'China']",China
Xiaofei Guo,https://dl.acm.org/profile/84460111757,['Tsinghua University'],['China'],China
Juanzi Li,https://dl.acm.org/profile/81350597955,['Tsinghua University'],['China'],China
Ruibing Yang,https://dl.acm.org/profile/99658642128,['Tsinghua University'],['China'],China
Xiaoli Ma,https://dl.acm.org/profile/99658640108,['Tsinghua University'],['China'],China
Priyamvada Tiwari,https://dl.acm.org/profile/99658641267,['Indian Institute of Technology Guwahati'],['India'],India
Keyur Sorathia,https://dl.acm.org/profile/87958883657,['Indian Institute of Technology Guwahati'],['India'],India
Joris Suppers,https://dl.acm.org/profile/99658635275,['University of Waikato'],['New Zealand'],New Zealand
Mark D Apperley,https://dl.acm.org/profile/81100385323,"['University of Waikato', 'Massey University']","['New Zealand', 'New Zealand']",New Zealand
John Howse,https://dl.acm.org/profile/81548004966,['University of Brighton'],['U.K.'],U.K.
Weidong Huang,https://dl.acm.org/profile/81100080630,"['University of Technology Sydney', 'Swinburne University of Technology', 'University of Tasmania']","['Australia', 'Australia', 'Australia']",Australia
Jennifer Seevinck,https://dl.acm.org/profile/81100515420,"['Queensland University of Technology', 'University of Technology Sydney', 'Old Dominion University']","['Australia', 'Australia', 'United States']",Australia
Phillip Gough,https://dl.acm.org/profile/87958859657,"['The University of Sydney', 'Queensland University of Technology']","['Australia', 'Australia']",Australia
Xavier Ho,https://dl.acm.org/profile/99658638983,['The University of Sydney'],['Australia'],Australia
