type,title,url,year,authors,afilitions,countries,regions,conference,id
research-article,Empirical studies of pen tilting performance in pen-based user interfaces,https://doi.org/10.1145/2016656.2016664,2011,"['Feng Tian', 'Xiang Cao', 'Fei Lyu', 'Guozhong Dai', 'Xiaolong(Luke) Zhang', ""Hong'an Wang""]","['Chinese Academy of Sciences', 'Microsoft Research Asia', 'Chinese Academy of Sciences', 'Chinese Academy of Sciences', 'Pennsylvania State University', 'Chinese Academy of Sciences']","['china', 'china', 'china', 'china', 'united states', 'china']","['asia', 'asia', 'asia', 'asia', 'north america', 'asia']","The 2011 Visual Information Communication - International Symposium, VINCI '11, Hong Kong, China - August 04 - 05, 2011.",10.1145/2016656.2016664
research-article,Controlled dataflow visual programming languages,https://doi.org/10.1145/2016656.2016665,2011,"['Philip Trevor Cox', 'Simon Gauvin']","['dalhousie university halifax', 'dalhousie university halifax']","['canada', 'canada']","['north america', 'north america']","The 2011 Visual Information Communication - International Symposium, VINCI '11, Hong Kong, China - August 04 - 05, 2011.",10.1145/2016656.2016665
research-article,Visualizing inference process of a rule engine,https://doi.org/10.1145/2016656.2016666,2011,"['Jian Shi', 'Ying Qiao', ""Hong'an Wang""]","['Chinese Academy of Sciences', 'Chinese Academy of Sciences', 'Chinese Academy of Sciences']","['china', 'china', 'china']","['asia', 'asia', 'asia']","The 2011 Visual Information Communication - International Symposium, VINCI '11, Hong Kong, China - August 04 - 05, 2011.",10.1145/2016656.2016666
research-article,Coaxial interactive viewer: a multi-dimensional data visualization with spatial distortional views,https://doi.org/10.1145/2016656.2016667,2011,"['Jiawan Zhang', 'Yi Zhang', 'Lei Fu', 'Qinghui Guo', 'Maolin Huang']","['tianjin university', 'tianjin university', 'tianjin university', 'tianjin university', 'university of technology sydney']","['china', 'china', 'china', 'china', 'australia']","['asia', 'asia', 'asia', 'asia', 'oceania']","The 2011 Visual Information Communication - International Symposium, VINCI '11, Hong Kong, China - August 04 - 05, 2011.",10.1145/2016656.2016667
research-article,InfoShape: high-level views of multidimensional information,https://doi.org/10.1145/2016656.2016668,2011,"['Jie Hao', 'K. Zhang']","['university of texas', 'university of texas']","['united states', 'united states']","['north america', 'north america']","The 2011 Visual Information Communication - International Symposium, VINCI '11, Hong Kong, China - August 04 - 05, 2011.",10.1145/2016656.2016668
research-article,Visual analysis of people's mobility pattern from mobile phone data,https://doi.org/10.1145/2016656.2016669,2011,"['Jiansu Pu', 'Panpan Xu', 'Huamin Qu', 'Weiwei Cui', 'Siyuan Liu', 'Lionel Ming Shuan Ni']","['hong kong university of science and technology', 'hong kong university of science and technology', 'hong kong university of science and technology', 'hong kong university of science and technology', 'hong kong university of science and technology', 'hong kong university of science and technology']","['hong kong', 'hong kong', 'hong kong', 'hong kong', 'hong kong', 'hong kong']","['asia', 'asia', 'asia', 'asia', 'asia', 'asia']","The 2011 Visual Information Communication - International Symposium, VINCI '11, Hong Kong, China - August 04 - 05, 2011.",10.1145/2016656.2016669
research-article,A graph-based fuzzy linguistic metadata schema for describing spatial relationships,https://doi.org/10.1145/2016656.2016670,2011,"['Yu Su', 'Margaret H Dunham']","['southern methodist university', 'southern methodist university']","['united states', 'united states']","['north america', 'north america']","The 2011 Visual Information Communication - International Symposium, VINCI '11, Hong Kong, China - August 04 - 05, 2011.",10.1145/2016656.2016670
research-article,SFViz: interest-based friends exploration and recommendation in social networks,https://doi.org/10.1145/2016656.2016671,2011,"['Liang Gou', 'Fang You', 'Jun Guo', 'Luqi Wu', 'Xiaolong(Luke) Zhang']","['the penn state university', 'sun yatsen university', 'sun yatsen university', 'sun yatsen university', 'the penn state university']","['united states', 'china', 'china', 'china', 'united states']","['north america', 'asia', 'asia', 'asia', 'north america']","The 2011 Visual Information Communication - International Symposium, VINCI '11, Hong Kong, China - August 04 - 05, 2011.",10.1145/2016656.2016671
research-article,Visual signatures for financial time series,https://doi.org/10.1145/2016656.2016672,2011,"['SuTe Lei', 'K. Zhang']","['university of texas', 'university of texas']","['united states', 'united states']","['north america', 'north america']","The 2011 Visual Information Communication - International Symposium, VINCI '11, Hong Kong, China - August 04 - 05, 2011.",10.1145/2016656.2016672
keynote,Beyond the interface: a distributed cognition perspective,https://doi.org/10.1145/1865841.1865843,2010,['James D Hollan'],['university of california'],['united states'],['north america'],"2010 International Symposium on Visual Information Communication, VINCI '10, China - September 28 - 29, 2010.",10.1145/1865841.1865843
keynote,The promise of zoomable user interfaces,https://doi.org/10.1145/1865841.1865844,2010,['Ben Bederson'],['university of maryland'],[''],[''],"2010 International Symposium on Visual Information Communication, VINCI '10, China - September 28 - 29, 2010.",10.1145/1865841.1865844
keynote,Browsing a highly connected information space: can natural language processing help?,https://doi.org/10.1145/1865841.1865845,2010,['CÉcile Laurance Paris'],['CSIRO ICT Centre'],['australia'],['oceania'],"2010 International Symposium on Visual Information Communication, VINCI '10, China - September 28 - 29, 2010.",10.1145/1865841.1865845
keynote,"2D and 3D conceptual design sketching: interface, modelling and progress",https://doi.org/10.1145/1865841.1865846,2010,['Shengfeng Qin'],['brunel university'],['united kingdom'],['europe'],"2010 International Symposium on Visual Information Communication, VINCI '10, China - September 28 - 29, 2010.",10.1145/1865841.1865846
research-article,Difference of inflow and outflow based 3D streamline placement,https://doi.org/10.1145/1865841.1865848,2010,"['Shaorong Wang', 'Yisong Chen', 'Sheng Li', 'Guoping Wang']","['peking university', 'peking university', 'peking university', 'peking university']","['china', 'china', 'china', 'china']","['asia', 'asia', 'asia', 'asia']","2010 International Symposium on Visual Information Communication, VINCI '10, China - September 28 - 29, 2010.",10.1145/1865841.1865848
research-article,The research of the regional pollutant concentration visualization based on the particles,https://doi.org/10.1145/1865841.1865849,2010,"['Zhifang Jiang', 'Miaomiao Li', 'Xiangxu Meng', 'Yan Huang', 'Shenfang Li']","['shandong university', 'shandong university', 'shandong university', 'shandong university', 'shandong university']","['china', 'china', 'china', 'china', 'china']","['asia', 'asia', 'asia', 'asia', 'asia']","2010 International Symposium on Visual Information Communication, VINCI '10, China - September 28 - 29, 2010.",10.1145/1865841.1865849
research-article,Simulating self-organizing behaviors of fish school,https://doi.org/10.1145/1865841.1865850,2010,"['Ye Yuan', 'Zhongke Wu']","['beijing normal university', 'beijing normal university']","['china', 'china']","['asia', 'asia']","2010 International Symposium on Visual Information Communication, VINCI '10, China - September 28 - 29, 2010.",10.1145/1865841.1865850
research-article,Visualization of BP neural network using parallel coordinates,https://doi.org/10.1145/1865841.1865852,2010,['Jing Zhao'],"[""Women's Academy at Shandong""]",['china'],['asia'],"2010 International Symposium on Visual Information Communication, VINCI '10, China - September 28 - 29, 2010.",10.1145/1865841.1865852
research-article,Column-based cluster and bar axis density in parallel coordinates,https://doi.org/10.1145/1865841.1865853,2010,"['Lei Tang', 'Xueqing Li', 'Wenjing Qi', 'Zhifang Jiang']","['shandong university', 'shandong university', 'shandong university', 'shandong university']","['china', 'china', 'china', 'china']","['asia', 'asia', 'asia', 'asia']","2010 International Symposium on Visual Information Communication, VINCI '10, China - September 28 - 29, 2010.",10.1145/1865841.1865853
research-article,Exploring the relative importance of crossing number and crossing angle,https://doi.org/10.1145/1865841.1865854,2010,"['Weidong Huang', 'Maolin Huang']","['CSIRO ICT Centre', 'university of technology']","['australia', 'australia']","['oceania', 'oceania']","2010 International Symposium on Visual Information Communication, VINCI '10, China - September 28 - 29, 2010.",10.1145/1865841.1865854
research-article,Semantic comparison of structured visual dataflow programs,https://doi.org/10.1145/1865841.1865856,2010,"['Philip Trevor Cox', 'Anh Dang']","['dalhousie university', 'dalhousie university']","['canada', 'canada']","['north america', 'north america']","2010 International Symposium on Visual Information Communication, VINCI '10, China - September 28 - 29, 2010.",10.1145/1865841.1865856
research-article,A model driven visualization platform for workflow,https://doi.org/10.1145/1865841.1865857,2010,"['Jiayao Chen', 'Xueqing Li', 'Jingzhao Yang']","['shandong university', 'shandong university', 'shandong university']","['china', 'china', 'china']","['asia', 'asia', 'asia']","2010 International Symposium on Visual Information Communication, VINCI '10, China - September 28 - 29, 2010.",10.1145/1865841.1865857
research-article,Process visualization to solve the travelling salesman problem,https://doi.org/10.1145/1865841.1865858,2010,"['J Joshua Thomas', 'Choychee Ken']","['KDU College Penang Campus', 'KDU College Penang Campus']","['malaysia', 'malaysia']","['asia', 'asia']","2010 International Symposium on Visual Information Communication, VINCI '10, China - September 28 - 29, 2010.",10.1145/1865841.1865858
research-article,A developing framework for interactive temporal data visualization,https://doi.org/10.1145/1865841.1865860,2010,"['Xiongfei Luo', 'Dongxing Teng', 'Wei Liu', 'Feng Tian', 'Guozhong Dai', ""Hong'an Wang""]","['Chinese Academy of Sciences', 'Chinese Academy of Sciences', 'Chinese Academy of Sciences', 'Chinese Academy of Sciences', 'Chinese Academy of Sciences', 'Chinese Academy of Sciences']","['china', 'china', 'china', 'china', 'china', 'china']","['asia', 'asia', 'asia', 'asia', 'asia', 'asia']","2010 International Symposium on Visual Information Communication, VINCI '10, China - September 28 - 29, 2010.",10.1145/1865841.1865860
research-article,Cooperative concept map based on cognitive model for visual analysis,https://doi.org/10.1145/1865841.1865861,2010,"['Yi Du', 'Cui-Xia Ma', 'Dongxing Teng', 'Guozhong Dai']","['Chinese Academy of Sciences', 'Chinese Academy of Sciences', 'Chinese Academy of Sciences', 'Chinese Academy of Sciences']","['china', 'china', 'china', 'china']","['asia', 'asia', 'asia', 'asia']","2010 International Symposium on Visual Information Communication, VINCI '10, China - September 28 - 29, 2010.",10.1145/1865841.1865861
research-article,Interactive visualization with user perspective: a new concept,https://doi.org/10.1145/1865841.1865862,2010,"['Quang Vinh Nguyen', 'Simeon J Simoff', 'Maolin Huang']","['western sydney university', 'western sydney university', 'university of technology']","['australia', 'australia', 'australia']","['oceania', 'oceania', 'oceania']","2010 International Symposium on Visual Information Communication, VINCI '10, China - September 28 - 29, 2010.",10.1145/1865841.1865862
research-article,Harvesting discourse strategies for rapid prototyping of tailored information delivery systems,https://doi.org/10.1145/1865841.1865864,2010,"['Shijian Lu', 'CÉcile Laurance Paris']","['CSIRO -- ICT Centre', 'CSIRO -- ICT Centre']","['australia', 'australia']","['oceania', 'oceania']","2010 International Symposium on Visual Information Communication, VINCI '10, China - September 28 - 29, 2010.",10.1145/1865841.1865864
research-article,TagNetLens: multiscale visualization of knowledge structures in social tags,https://doi.org/10.1145/1865841.1865865,2010,"['Liang Gou', 'Shaoke Zhang', 'Jing Wang', 'Xiaolong(Luke) Zhang']","['the penn state university park', 'the penn state university park', 'the penn state university park', 'the penn state university park']","['united states', 'united states', 'united states', 'united states']","['north america', 'north america', 'north america', 'north america']","2010 International Symposium on Visual Information Communication, VINCI '10, China - September 28 - 29, 2010.",10.1145/1865841.1865865
research-article,Visually searching the web for structural content,https://doi.org/10.1145/1865841.1865866,2010,"['Hirofumi Miyamoto', 'Masahito Hirakawa']","['shimane university', 'shimane university']","['japan', 'japan']","['asia', 'asia']","2010 International Symposium on Visual Information Communication, VINCI '10, China - September 28 - 29, 2010.",10.1145/1865841.1865866
research-article,A visual analytics system for financial time-series data,https://doi.org/10.1145/1865841.1865868,2010,"['SuTe Lei', 'K. Zhang']","['university of texas', 'university of texas']","['united states', 'united states']","['north america', 'north america']","2010 International Symposium on Visual Information Communication, VINCI '10, China - September 28 - 29, 2010.",10.1145/1865841.1865868
research-article,Event-based approach to money laundering data analysis and visualization,https://doi.org/10.1145/1865841.1865869,2010,"['Tatman Cheong', 'Yain Whar Si']","['University of Macau', 'University of Macau']","['china', 'china']","['asia', 'asia']","2010 International Symposium on Visual Information Communication, VINCI '10, China - September 28 - 29, 2010.",10.1145/1865841.1865869
research-article,An interactive sensemaking framework for mobile visual analytics,https://doi.org/10.1145/1865841.1865870,2010,"['Anna Wu', 'Xiaolong(Luke) Zhang', 'Guoray Cai']","['pennsylvania state university', 'pennsylvania state university', 'pennsylvania state university']","['united states', 'united states', 'united states']","['north america', 'north america', 'north america']","2010 International Symposium on Visual Information Communication, VINCI '10, China - September 28 - 29, 2010.",10.1145/1865841.1865870
research-article,How Students Design Visual Interfaces for Information Visualization Tools,https://doi.org/10.1145/3554944.3554948,2022,['Michael Burch'],['university of applied sciences of the grisons'],['switzerland'],['europe'],,10.1145/3554944.3554948
research-article,Abstract and Concrete Materials: What to use for Visualization Onboarding for a Treemap Visualization?,https://doi.org/10.1145/3554944.3554949,2022,"['Christina Stoiber', 'Florian Grassinger', 'Wolfgang Aigner']","['pölten university of applied sciences', 'pölten university of applied sciences', 'pölten university of applied sciences']","['austria', 'austria', 'austria']","['europe', 'europe', 'europe']",,10.1145/3554944.3554949
research-article,Content-Driven Layout for Visualization Design,https://doi.org/10.1145/3554944.3554950,2022,"['Yngve S Kristiansen', 'Laura A Garrison', 'Stefan Bruckner']","['university of bergen', 'university of bergen', 'university of bergen']","['norway', 'norway', 'norway']","['europe', 'europe', 'europe']",,10.1145/3554944.3554950
research-article,"A Comparative Study of Color Between Abstract Paintings, Oil Paintings and Chinese Ink Paintings",https://doi.org/10.1145/3554944.3554951,2022,"['Zhenbao Fan', 'Yixuan Zhu', 'Christine Yan', 'Yufan Li', 'Kang Zhang']","['university of texas', 'university of mining and technology', 'university of pennsylvania', 'hong kong university of science and technology', 'hong kong university of science and technology']","['united states', 'china', 'united states', 'hong kong', 'hong kong']","['north america', 'asia', 'north america', 'asia', 'asia']",,10.1145/3554944.3554951
research-article,Gaze-Guided Class Activation Mapping: Leverage Human Visual Attention for Network Attention in Chest X-rays Classification,https://doi.org/10.1145/3554944.3554952,2022,"['Hongzhi Zhu', 'Septimiu Edmund Salcudean', 'Robert N Rohling']","['university of british columbia', 'university of british columbia', 'university of british columbia']","['canada', 'canada', 'canada']","['north america', 'north america', 'north america']",,10.1145/3554944.3554952
short-paper,Conditions of Preserving Mental Images by Contour Deformation,https://doi.org/10.1145/3554944.3554953,2022,['Kazuo Misue'],['university of tsukuba'],['japan'],['asia'],,10.1145/3554944.3554953
research-article,Group Diagrams for Simplified Representation of Scanpaths,https://doi.org/10.1145/3554944.3554971,2022,"['Peter Schaefer', 'Nils Rodrigues', 'Daniel Weiskopf', 'Sabine Storandt']","['university of konstanz', 'university of stuttgart', 'university of stuttgart', 'university of konstanz']","['germany', 'germany', 'germany', 'germany']","['europe', 'europe', 'europe', 'europe']",,10.1145/3554944.3554971
research-article,Accelerating GPU Rendering of 2D Visualizations Using Resolution Scaling and Temporal Reconstruction,https://doi.org/10.1145/3554944.3554947,2022,"['Michael Becher', 'Moritz Heinemann', 'Thomas Marmann', 'Guido Reina', 'Daniel Weiskopf', 'Thomas Ertl']","['university of stuttgart', 'university of stuttgart', 'university of stuttgart', 'university of stuttgart', 'university of stuttgart', 'university of stuttgart']","['germany', 'germany', 'germany', 'germany', 'germany', 'germany']","['europe', 'europe', 'europe', 'europe', 'europe', 'europe']",,10.1145/3554944.3554947
research-article,Animated Transitions for Small-Scale Visualizations,https://doi.org/10.1145/3554944.3554945,2022,"['Franziska Huth', 'Tanja Blascheck', 'Steffen Koch', 'Thomas Ertl']","['university of stuttgart', 'university of stuttgart', 'university of stuttgart', 'university of stuttgart']","['germany', 'germany', 'germany', 'germany']","['europe', 'europe', 'europe', 'europe']",,10.1145/3554944.3554945
research-article,LegisLatio: A visualization Tool for Legislative Roll-call Vote Data,https://doi.org/10.1145/3554944.3554957,2022,"['Gonzalo Gabriel Méndez', 'Oscar Moreno', 'Patricio Mendoza']","['Escuela Superior Politécnica del Litoral', 'Escuela Superior Politécnica del Litoral', 'Escuela Superior Politécnica del Litoral']","['ecuador', 'ecuador', 'ecuador']","['south america', 'south america', 'south america']",,10.1145/3554944.3554957
short-paper,ICEVis: Interactive Clustering Exploration for tumor sub-region analysis in multiparametric cancer imaging,https://doi.org/10.1145/3554944.3554958,2022,"['Eric Mörth', 'Tanja Eichner', 'Ingfrid S Haldorsen', 'Stefan Bruckner', 'Noeska N Smit']","['university of bergen', 'haukeland university hospital', 'haukeland university hospital', 'haukeland university hospital', 'haukeland university hospital']","['norway', 'norway', 'norway', 'norway', 'norway']","['europe', 'europe', 'europe', 'europe', 'europe']",,10.1145/3554944.3554958
short-paper,Visual Analysis of Spatio-Temporal Earthquake Events,https://doi.org/10.1145/3554944.3554959,2022,"['Michael Burch', 'Indre Tauroseviciute', 'Guillermo Mateos Guridi']","['university of applied sciences of the grisons', 'eindhoven university of technology', 'eindhoven university of technology']","['switzerland', 'netherlands', 'netherlands']","['europe', 'europe', 'europe']",,10.1145/3554944.3554959
research-article,Investigation of Two Complexity Sources for Statistical Graphs,https://doi.org/10.1145/3554944.3554954,2022,"['Mark Alan Livingston', 'Derek P Brock']","['Naval Research Laboratory', 'Naval Research Laboratory']","['united states', 'united states']","['north america', 'north america']",,10.1145/3554944.3554954
short-paper,Toward In-Situ Authoring of Situated Visualization with Chorded Keyboards,https://doi.org/10.1145/3554944.3554970,2022,"['Sarah Dosdall', 'Katrin Angerbauer', 'Leonel Merino', 'Michael Sedlmair', 'Daniel Weiskopf']","['university of stuttgart', 'university of stuttgart', 'Escuela de Diseno', 'university of stuttgart', 'university of stuttgart']","['germany', 'germany', 'chile', 'germany', 'germany']","['europe', 'europe', 'south america', 'europe', 'europe']",,10.1145/3554944.3554970
short-paper,MolecuSense: Using Force-Feedback Gloves for Creating and Interacting with Ball-and-Stick Molecules in VR,https://doi.org/10.1145/3554944.3554956,2022,"['Patrick Gebhardt', 'Xingyao Yu', 'Andreas Köhn', 'Michael Sedlmair']","['university of stuttgart', 'university of stuttgart', 'university of stuttgart', 'university of stuttgart']","['germany', 'germany', 'germany', 'germany']","['europe', 'europe', 'europe', 'europe']",,10.1145/3554944.3554956
poster,Visual Similarity Analysis of Geospatial Properties for Swiss Municipalities,https://doi.org/10.1145/3554944.3554960,2022,"['Yves Staudt', 'Michael Burch', 'Alexander van Schie', 'Heiko Rölke']","['university of applied sciences of the grisons', 'university of applied sciences of the grisons', 'university of applied sciences of the grisons', 'university of applied sciences of the grisons']","['switzerland', 'switzerland', 'switzerland', 'switzerland']","['europe', 'europe', 'europe', 'europe']",,10.1145/3554944.3554960
poster,A Benchmark for the Use of Topic Models for Text Visualization Tasks,https://doi.org/10.1145/3554944.3554961,2022,"['Daniel Atzberger', 'Tim Cech', 'Willy Scheibel', 'Daniel Limberger', 'Matthias Trapp', 'Jürgen Döllner']","['university of potsdam', 'university of potsdam', 'university of potsdam', 'university of potsdam', 'university of potsdam', 'university of potsdam']","['germany', 'germany', 'germany', 'germany', 'germany', 'germany']","['europe', 'europe', 'europe', 'europe', 'europe', 'europe']",,10.1145/3554944.3554961
poster,Pi-Experience – Making 62.8 Trillion Digits Come Alive,https://doi.org/10.1145/3554944.3554962,2022,"['Bruno Frey', 'Alexander van Schie', 'Giada Zacheo']","['university of applied sciences of the grisons', 'university of applied sciences of the grisons', 'university of applied sciences of the grisons']","['switzerland', 'switzerland', 'switzerland']","['europe', 'europe', 'europe']",,10.1145/3554944.3554962
poster,An Inertial Representation of Search Results,https://doi.org/10.1145/3554944.3554963,2022,"['Yannis Panagis', 'Robert Spence']","['Behaviour Lab Ltd', 'Imperial College London']","['united kingdom', 'united kingdom']","['europe', 'europe']",,10.1145/3554944.3554963
poster,Investigating Color-Object Associations With Eye Tracking,https://doi.org/10.1145/3554944.3554964,2022,"['Sabrina Zahner', 'Edina Misini', 'Keshina Karunananthan', 'Gabriel Lüchinger', 'Sabrina Lindau', 'Michael Burch']","['university of applied sciences of the grisons', '', 'university of applied sciences of the grisons', 'university of applied sciences of the grisons', 'university of applied sciences of the grisons', 'university of applied sciences of the grisons']","['switzerland', '', 'switzerland', 'switzerland', 'switzerland', 'switzerland']","['europe', '', 'europe', 'europe', 'europe', 'europe']",,10.1145/3554944.3554964
poster,Improving data monitoring systems in biosphere reserves,https://doi.org/10.1145/3554944.3554965,2022,"['Nadine Christen', 'Michael Schlotter', 'Juliane Streitberg']","['university of applied sciences of the grisons', 'university of applied sciences of the grisons', 'university of applied sciences of the grisons']","['switzerland', 'switzerland', 'switzerland']","['europe', 'europe', 'europe']",,10.1145/3554944.3554965
poster,Explorative Data Analysis of the Number Pi,https://doi.org/10.1145/3554944.3554966,2022,"['Yves Staudt', 'Thomas Keller', 'Heiko Rölke', 'Michael Burch']","['university of applied sciences of the grisons', 'university of applied sciences of the grisons', 'university of applied sciences of the grisons', 'university of applied sciences of the grisons']","['switzerland', 'switzerland', 'switzerland', 'switzerland']","['europe', 'europe', 'europe', 'europe']",,10.1145/3554944.3554966
short-paper,Machine learning interpretability through contribution-value plots,https://doi.org/10.1145/3430036.3430067,2020,"['Dennis Collaris', 'Jarke J van Wijk']","['Eindhoven University of Technology', 'Eindhoven University of Technology']","['netherlands', 'netherlands']","['europe', 'europe']",,10.1145/3430036.3430067
research-article,Cluster-clean-label: an interactive machine learning approach for labeling high-dimensional data,https://doi.org/10.1145/3430036.3430060,2020,"['David Beil', 'Andreas Theissler']","['aalen university of applied sciences', 'aalen university of applied sciences']","['germany', 'germany']","['europe', 'europe']",,10.1145/3430036.3430060
research-article,The machine learning model as a guide: pointing users to interesting instances for labeling through visual cues,https://doi.org/10.1145/3430036.3430058,2020,"['Benedikt Grimmeisen', 'Andreas Theissler']","['aalen university of applied sciences', 'aalen university of applied sciences']","['germany', 'germany']","['europe', 'europe']",,10.1145/3430036.3430058
research-article,Visualizing dynamic graphs with heat triangles,https://doi.org/10.1145/3430036.3430053,2020,"['Yating Hu', 'Michael Burch', 'Huub M M van de Wetering']","['Technische Universiteit Eindhoven', 'Technische Universiteit Eindhoven', 'Technische Universiteit Eindhoven']","['netherlands', 'netherlands', 'netherlands']","['europe', 'europe', 'europe']",,10.1145/3430036.3430053
research-article,A visualization of family relations inspired by the London metro map,https://doi.org/10.1145/3430036.3430065,2020,"['Jan H M Korst', 'Verus Pronk', 'Jarke J van Wijk']","['Philips Research Eindhoven', 'Philips Research Eindhoven', 'eindhoven university of technology']","['netherlands', 'netherlands', 'netherlands']","['europe', 'europe', 'europe']",,10.1145/3430036.3430065
research-article,eDBLP: visualizing scientific publications,https://doi.org/10.1145/3430036.3430052,2020,"['Michael Burch', 'Abdullah Saeed', 'Alina Vorobiova', 'Armin Memar Zahedani', 'Linus Hafkemeyer', 'Marco Palazzo']","['eindhoven university of technology', 'eindhoven university of technology', 'eindhoven university of technology', 'eindhoven university of technology', 'eindhoven university of technology', 'eindhoven university of technology']","['netherlands', 'netherlands', 'netherlands', 'netherlands', 'netherlands', 'netherlands']","['europe', 'europe', 'europe', 'europe', 'europe', 'europe']",,10.1145/3430036.3430052
research-article,Visualization of nonlinear programming for robot motion planning,https://doi.org/10.1145/3430036.3430050,2020,"['David Hägele', 'Moataz Abdelaal', 'Ozgur S Oguz', 'Marc Toussaint', 'Daniel Weiskopf']","['university of stuttgart', 'university of stuttgart', 'university of stuttgart', 'Technische Universität Berlin', 'university of stuttgart']","['germany', 'germany', 'germany', 'germany', 'germany']","['europe', 'europe', 'europe', 'europe', 'europe']",,10.1145/3430036.3430050
research-article,Comparative visual gaze analysis for virtual board games,https://doi.org/10.1145/3430036.3430038,2020,"['Tanja Munz', 'Noel Schäfer', 'Tanja Blascheck', 'Kuno Kurzhals', 'Eugene Zhang', 'Daniel Weiskopf']","['university of stuttgart', 'university of stuttgart', 'university of stuttgart', 'ETH Zurich', 'oregon state university', 'university of stuttgart']","['germany', 'germany', 'germany', 'switzerland', 'united states', 'germany']","['europe', 'europe', 'europe', 'europe', 'north america', 'europe']",,10.1145/3430036.3430038
research-article,Context-aware placement of items with gaze-based interaction,https://doi.org/10.1145/3430036.3430059,2020,"['Shigeo Takahashi', 'Akane Uchita', 'Kazuho Watanabe', 'Masatoshi Arikawa']","['university of aizu', 'university of aizu', 'toyohashi university of technology', 'akita university']","['japan', 'japan', 'japan', 'japan']","['asia', 'asia', 'asia', 'asia']",,10.1145/3430036.3430059
research-article,PasVis: enhancing public transport maps with interactive passenger data visualizations,https://doi.org/10.1145/3430036.3430061,2020,"['Michael Burch', 'Yves Staudt', 'Sina Frommer', 'Janis Uttenweiler', 'Peter Grupp', 'Steffen Hähnle', 'Josia Scheytt', 'Uwe Kloos']","['university of applied sciences', 'university of applied sciences', 'Hochschule Reutlingen', 'Hochschule Reutlingen', 'Hochschule Reutlingen', 'Hochschule Reutlingen', 'Hochschule Reutlingen', 'Hochschule Reutlingen']","['switzerland', 'switzerland', 'germany', 'germany', 'germany', 'germany', 'germany', 'germany']","['europe', 'europe', 'europe', 'europe', 'europe', 'europe', 'europe', 'europe']",,10.1145/3430036.3430061
research-article,Exploring vibrotactile cues for interactive guidance in data visualization,https://doi.org/10.1145/3430036.3430042,2020,"['Wenkai Han', 'Hans-Jörg Schulz']","['aarhus university', 'aarhus university']","['denmark', 'denmark']","['europe', 'europe']",,10.1145/3430036.3430042
short-paper,XplainableClusterExplorer: a novel approach for interactive feature selection for clustering,https://doi.org/10.1145/3430036.3430066,2020,"['Eric Fezer', 'Dominik Raab', 'Andreas Theissler']","['aalen university of applied sciences', 'aalen university of applied sciences', 'aalen university of applied sciences']","['germany', 'germany', 'germany']","['europe', 'europe', 'europe']",,10.1145/3430036.3430066
research-article,Voronoier: from images to Voronoi diagrams,https://doi.org/10.1145/3430036.3430043,2020,"['Michael Burch', 'John van Lith', 'Nick van de Waterlaat', 'Jurrien van Winden']","['eindhoven university of technology', 'eindhoven university of technology', 'eindhoven university of technology', 'eindhoven university of technology']","['netherlands', 'netherlands', 'netherlands', 'netherlands']","['europe', 'europe', 'europe', 'europe']",,10.1145/3430036.3430043
short-paper,Tools for developing color ramps for representing quantitative data,https://doi.org/10.1145/3430036.3430056,2020,['Kazuo Misue'],['university of tsukuba'],['japan'],['asia'],,10.1145/3430036.3430056
short-paper,Comparing dimensionality reductions for eye movement data,https://doi.org/10.1145/3430036.3430049,2020,"['Michael Burch', 'Tos Kuipers', 'Chen Qian', 'Fangqin Zhou']","['eindhoven university of technology', 'eindhoven university of technology', 'eindhoven university of technology', 'eindhoven university of technology']","['netherlands', 'netherlands', 'netherlands', 'netherlands']","['europe', 'europe', 'europe', 'europe']",,10.1145/3430036.3430049
short-paper,Revisiting common pitfalls in graphical representations utilizing a case-based learning approach,https://doi.org/10.1145/3430036.3430071,2020,"['Nguyen, Vinh The', 'Kwanghee Jung', 'Tommy Dang']","['Texas Tech University', 'Texas Tech University', 'Texas Tech University']","['united states', 'united states', 'united states']","['north america', 'north america', 'north america']",,10.1145/3430036.3430071
short-paper,Inner-process visualization of hidden states in recurrent neural networks,https://doi.org/10.1145/3430036.3430047,2020,"['Rafael Garcia', 'Daniel Weiskopf']","['university of stuttgart', 'university of stuttgart']","['germany', 'germany']","['europe', 'europe']",,10.1145/3430036.3430047
research-article,2.5D dust & magnet visualization for large multivariate data,https://doi.org/10.1145/3430036.3430045,2020,"['Jan Ole Vollmer', 'Jürgen Döllner']","['university of potsdam', 'university of potsdam']","['germany', 'germany']","['europe', 'europe']",,10.1145/3430036.3430045
short-paper,Visual analysis of video recorded dinghy sailing sessions,https://doi.org/10.1145/3430036.3430070,2020,"['Gijs M Reichert', 'Marcos Pieras', 'Ricardo Guerra Marroquim', 'Anna Vilanova']","['TU Delft', 'TU Delft', 'TU Delft', 'tu delft and eindhoven university of technology']","['netherlands', 'netherlands', 'netherlands', 'netherlands']","['europe', 'europe', 'europe', 'europe']",,10.1145/3430036.3430070
