type,title,url,year,authors,afilitions,countries,regions,conference,id
research-article,Towards a Cognitive Approach to User-Centered Visualization Design and Evaluation,https://doi.org/10.1145/2636240.2636848,2014,"['Weidong Huang', 'Tomasz P Bednarz']","['university of tasmania', 'CSIRO']","['australia', 'australia']","['oceania', 'oceania']",,10.1145/2636240.2636848
research-article,Emergence and Artistic Visualization,https://doi.org/10.1145/2636240.2636851,2014,['Jennifer Seevinck'],['queensland university of technology'],['australia'],['oceania'],,10.1145/2636240.2636851
research-article,Art and Chartjunk: a Guide for NEUVis,https://doi.org/10.1145/2636240.2636852,2014,"['Phillip Gough', 'Xavier Ho', 'Kate Dunn', 'Tomasz P Bednarz']","['the university of sydney', 'the university of sydney', 'the university of sydney', 'CSIRO Computational Informatics']","['australia', 'australia', 'australia', 'australia']","['oceania', 'oceania', 'oceania', 'oceania']",,10.1145/2636240.2636852
research-article,Web-based Multiuser 3D Room Layout System Using Interactive Evolutionary Computation with Conjoint Analysis,https://doi.org/10.1145/2636240.2636849,2014,"['Ryuya Akase', 'Yoshihiro Okada']","['kyushu university', 'kyushu university']","['japan', 'japan']","['asia', 'asia']",,10.1145/2636240.2636849
research-article,Hyperbolic Tree + Time Disc: Visualizing Hierarchical Time-series Data,https://doi.org/10.1145/2636240.2636862,2014,"['Ning Li', 'Zhifang Jiang', 'Zixiang Liu', 'Haoxin Sun']","['shandong university jinan', 'shandong university jinan', 'shandong university jinan', 'shandong university jinan']","['china', 'china', 'china', 'china']","['asia', 'asia', 'asia', 'asia']",,10.1145/2636240.2636862
research-article,Design Implications from the Preliminary Results of a Telemedicine Patient-Technology Interaction Study,https://doi.org/10.1145/2636240.2636860,2014,"['Sakib Jalil', 'Trina S Myers', 'Ian M Atkinson']","['james cook university', 'james cook university', 'james cook university']","['australia', 'australia', 'australia']","['oceania', 'oceania', 'oceania']",,10.1145/2636240.2636860
research-article,Radial vs. Cartesian Revisited: A Comparison of Space-Filling Visualizations,https://doi.org/10.1145/2636240.2636871,2014,"['Minwook Kim', 'Geoffrey M Draper']","['brigham young university', 'brigham young university']","['united states', 'united states']","['north america', 'north america']",,10.1145/2636240.2636871
research-article,Vision Based Laser Controlled Keyboard System for the Disabled,https://doi.org/10.1145/2636240.2636863,2014,"['Hiba Ahsan', 'Aarti Prabhu', 'S D Deeksha', 'Shridhar G Domanal', 'T S Ashwin', 'Geereddy Ram Mohana Reddy']","['National Institute of Technology Karnataka', 'National Institute of Technology Karnataka', 'National Institute of Technology Karnataka', 'National Institute of Technology Karnataka', 'National Institute of Technology Karnataka', 'National Institute of Technology Karnataka']","['india', 'india', 'india', 'india', 'india', 'india']","['asia', 'asia', 'asia', 'asia', 'asia', 'asia']",,10.1145/2636240.2636863
research-article,"Large Scale, Collaborative, Invasive Species Planning and Visualisation Tool",https://doi.org/10.1145/2636240.2636865,2014,"['Dylan Mathiesen', 'Trina S Myers', 'Ian M Atkinson']","['james cook university', 'james cook university', 'james cook university']","['australia', 'australia', 'australia']","['oceania', 'oceania', 'oceania']",,10.1145/2636240.2636865
research-article,Using Your Fingers to Think: Interactive Exploration of Subjective Constraints,https://doi.org/10.1145/2636240.2636868,2014,"['Andrew Bennett', 'Christopher Lueg']","['university of tasmania', 'university of tasmania']","['australia', 'australia']","['oceania', 'oceania']",,10.1145/2636240.2636868
research-article,Metaphors in Interactive Visual Analytics,https://doi.org/10.1145/2636240.2636866,2014,"['Jacob L Cybulski', 'Susan Keller', 'Dilal Saundage']","['deakin university', 'deakin university', 'deakin university']","['australia', 'australia', 'australia']","['oceania', 'oceania', 'oceania']",,10.1145/2636240.2636866
research-article,Photomosaic Generation for Photograph Collection Browsing,https://doi.org/10.1145/2636240.2636861,2014,"['Kiho Sakamoto', 'Takayuki Itoh']","['ochanomizu university', 'ochanomizu university']","['japan', 'japan']","['asia', 'asia']",,10.1145/2636240.2636861
research-article,Super Resolution to Identify License Plate Numbers in Low Resolution Videos,https://doi.org/10.1145/2636240.2636867,2014,"['Lakkhana Mallikarachchi', 'Anuja T Dharmaratne']","['university of colombo', 'monash university']","['sri lanka', 'malaysia']","['asia', 'asia']",,10.1145/2636240.2636867
research-article,Monocular Human Motion Tracking in Latent Space based on Sequential Immune Genetic Algorithm,https://doi.org/10.1145/2636240.2636870,2014,"['Yi Li', 'Zhenfeng Wu', 'Ting Sun']","['The 28th Research Institute of China Electronics Technology Group Corporation', 'The 28th Research Institute of China Electronics Technology Group Corporation', 'The 28th Research Institute of China Electronics Technology Group Corporation']","['china', 'china', 'china']","['asia', 'asia', 'asia']",,10.1145/2636240.2636870
research-article,Data Visualisation Trends in Mobile Augmented Reality Applications,https://doi.org/10.1145/2636240.2636864,2014,"['Callum Parker', 'Martin Tomitsch']","['the university of sydney', 'the university of sydney']","['australia', 'australia']","['oceania', 'oceania']",,10.1145/2636240.2636864
research-article,Design of a Tangible Data Visualization,https://doi.org/10.1145/2636240.2636869,2014,"['Alireza Rezaeian', 'Jared Donovan']","['queensland university of technology', 'queensland university of technology']","['australia', 'australia']","['oceania', 'oceania']",,10.1145/2636240.2636869
research-article,Facial Expression Generation in 3D Space,https://doi.org/10.1145/2636240.2636876,2014,"['P K S Udana', 'Anuja T Dharmaratne']","['university of colombo', 'monash university malaysia']","['sri lanka', 'malaysia']","['asia', 'asia']",,10.1145/2636240.2636876
research-article,Comparative impression analysis between real and virtual human skins,https://doi.org/10.1145/2636240.2636877,2014,"['Fumie Banba', 'Takayuki Itoh', 'Naruhito Toyoda', 'Hitomi Otaka']","['ochanomizu university', 'ochanomizu university', 'Shiseido Research Center', 'Shiseido Research Center']","['japan', 'japan', 'japan', 'japan']","['asia', 'asia', 'asia', 'asia']",,10.1145/2636240.2636877
research-article,An Android GPS-Based Navigation Application For Blind,https://doi.org/10.1145/2636240.2636878,2014,"['K K Nisha', 'H R Pruthvi', 'Shwetha N Hadimani', 'Geereddy Ram Mohana Reddy', 'T S Ashwin', 'Shridhar G Domanal']","['Department of IT', 'Department of IT', 'Department of IT', 'Department of IT', 'Department of IT', 'Department of IT']","['india', 'india', 'india', 'india', 'india', 'india']","['asia', 'asia', 'asia', 'asia', 'asia', 'asia']",,10.1145/2636240.2636878
research-article,A Feature Point Based Approach for Pose Variant Face Recognition,https://doi.org/10.1145/2636240.2636875,2014,"['Madhawa Gunasekara', 'Anuja T Dharmaratne', 'Damitha Sandaruwan']","['university of colombo', 'monash university', 'university of colombo']","['sri lanka', 'malaysia', 'sri lanka']","['asia', 'asia', 'asia']",,10.1145/2636240.2636875
research-article,Semantic Human Activity Detection in Videos,https://doi.org/10.1145/2636240.2636874,2014,"['Hirantha Weerarathna', 'Anuja T Dharmaratne']","['university of colombo', 'monash university']","['sri lanka', 'malaysia']","['asia', 'asia']",,10.1145/2636240.2636874
research-article,Study on influence of the visibility in store lighting,https://doi.org/10.1145/2636240.2636872,2014,"['Hiroki Fujita', 'Yoshio Nakashima', 'Mamoru Takamatsu']","['university of toyama', 'university of toyama', 'university of toyama']","['japan', 'japan', 'japan']","['asia', 'asia', 'asia']",,10.1145/2636240.2636872
research-article,Participatory Data Analytics: Collaborative Interfaces for Data Composition and Visualisation,https://doi.org/10.1145/2636240.2636873,2014,"['Daniel Filonik', 'Markus Rittenbruch', 'Professor Marcus Foth']","['queensland university of technology', 'queensland university of technology', 'queensland university of technology']","['australia', 'australia', 'australia']","['oceania', 'oceania', 'oceania']",,10.1145/2636240.2636873
research-article,Constructing collaborative services through augmented documents and objects,https://doi.org/10.1145/2493102.2493103,2013,"['Paolo Bottoni', 'Kamen D Kanev', 'Nikolay N Mirenkov']","['sapienza university of rome', 'shizuoka university', 'Kinjito Co']","['italy', 'japan', 'japan']","['europe', 'asia', 'asia']","The 6th International Symposium on Visual Information Communication and Interaction (VINCI), VINCI '13, Tianjin, China - August 17 - 18, 2013.",10.1145/2493102.2493103
research-article,Multilevel interaction model for hierarchical tasks in information visualization,https://doi.org/10.1145/2493102.2493104,2013,"['Lei Ren', 'Jin Cui', 'Yi Du', 'Guozhong Dai']","['beihang university', 'beihang university', 'Chinese Academy of Sciences', 'Chinese Academy of Sciences']","['china', 'china', 'china', 'china']","['asia', 'asia', 'asia', 'asia']","The 6th International Symposium on Visual Information Communication and Interaction (VINCI), VINCI '13, Tianjin, China - August 17 - 18, 2013.",10.1145/2493102.2493104
research-article,Visually modelling data intensive web applications to assist end-user development,https://doi.org/10.1145/2493102.2493105,2013,"['Vincenzo Deufemia', ""Christopher D'Souza"", 'Athula Ginige']","['university of salerno', 'australia and australian catholic university', 'western sydney university']","['italy', 'australia', 'australia']","['europe', 'oceania', 'oceania']","The 6th International Symposium on Visual Information Communication and Interaction (VINCI), VINCI '13, Tianjin, China - August 17 - 18, 2013.",10.1145/2493102.2493105
research-article,A microstructure evolution visualization method based on neutrosophic set theory and cellular automaton technique,https://doi.org/10.1145/2493102.2493106,2013,"['Haifeng Li', 'Dayi Yang', 'Yangyang Fu', 'Hujie Huang', 'Hongyuan Fang']","['Harbin Institute of Technology', 'Harbin Institute of Technology', 'Harbin Institute of Technology', 'Harbin Institute of Technology', 'Harbin Institute of Technology']","['china', 'china', 'china', 'china', 'china']","['asia', 'asia', 'asia', 'asia', 'asia']","The 6th International Symposium on Visual Information Communication and Interaction (VINCI), VINCI '13, Tianjin, China - August 17 - 18, 2013.",10.1145/2493102.2493106
research-article,Intent-driven model synthesis,https://doi.org/10.1145/2493102.2493107,2013,"['Mofei Song', 'Feiqian Zhang', 'Zhengxing Sun', 'Yan Zhang']","['nanjing university', 'nanjing university', 'nanjing university', 'nanjing university']","['china', 'china', 'china', 'china']","['asia', 'asia', 'asia', 'asia']","The 6th International Symposium on Visual Information Communication and Interaction (VINCI), VINCI '13, Tianjin, China - August 17 - 18, 2013.",10.1145/2493102.2493107
research-article,Visual analysis of retweeting propagation network in a microblogging platform,https://doi.org/10.1145/2493102.2493108,2013,"['Quan Li', 'Huamin Qu', 'Li Chen', 'Robert Wang', 'Jun-Hai Yong', 'Detan Si']","['Tsinghua University', 'hong kong university of science and technology', 'Tsinghua University', 'Information System Sina Technology', 'Tsinghua University', 'Information System Sina Technology']","['china', 'hong kong', 'china', 'china', 'china', 'china']","['asia', 'asia', 'asia', 'asia', 'asia', 'asia']","The 6th International Symposium on Visual Information Communication and Interaction (VINCI), VINCI '13, Tianjin, China - August 17 - 18, 2013.",10.1145/2493102.2493108
research-article,ERELT: a faster alternative to the list-based interfaces for tree exploration and searching in mobile devices,https://doi.org/10.1145/2493102.2493109,2013,"['Abhishek P Chhetri', 'K. Zhang', 'Eakta Jain']","['university of texas', 'tianjin university', 'university of texas']","['united states', 'china', 'united states']","['north america', 'asia', 'north america']","The 6th International Symposium on Visual Information Communication and Interaction (VINCI), VINCI '13, Tianjin, China - August 17 - 18, 2013.",10.1145/2493102.2493109
research-article,Time-space varying visual analysis of micro-blog sentiment,https://doi.org/10.1145/2493102.2493110,2013,"['Chenghai Zhang', 'Yuhua Liu', 'Changbo Wang']","['east china normal university', 'east china normal university', 'east china normal university']","['china', 'china', 'china']","['asia', 'asia', 'asia']","The 6th International Symposium on Visual Information Communication and Interaction (VINCI), VINCI '13, Tianjin, China - August 17 - 18, 2013.",10.1145/2493102.2493110
research-article,Culture influence on aesthetic perception of Chinese and western paintings: evidence from eye movement patterns,https://doi.org/10.1145/2493102.2493111,2013,"['Zaijia Liu', 'Xianjunsam Zheng', 'Mingyang Wu', 'Rui Dong', 'Kaiping Peng']","['tsinghua university', 'tsinghua university', 'tsinghua university', 'tsinghua university', 'tsinghua university']","['china', 'china', 'china', 'china', 'china']","['asia', 'asia', 'asia', 'asia', 'asia']","The 6th International Symposium on Visual Information Communication and Interaction (VINCI), VINCI '13, Tianjin, China - August 17 - 18, 2013.",10.1145/2493102.2493111
research-article,Visualizing large trees with divide & conquer partition,https://doi.org/10.1145/2493102.2493112,2013,"['Jie Liang', 'Simeon J Simoff', 'Quang Vinh Nguyen', 'Maolin Huang']","['university of technology', 'Western Sydney University', 'Western Sydney University', 'university of technology']","['australia', 'australia', 'australia', 'australia']","['oceania', 'oceania', 'oceania', 'oceania']","The 6th International Symposium on Visual Information Communication and Interaction (VINCI), VINCI '13, Tianjin, China - August 17 - 18, 2013.",10.1145/2493102.2493112
research-article,3DRC: a novel technique in evaluating stakeholders project views,https://doi.org/10.1145/2493102.2493113,2013,"['Rossella Aiello', 'Giancarlo Nota', 'Gennaro Costagliola', 'Fabrizio Torre']","['university of salerno', 'university of salerno', 'university of salerno', 'university of salerno']","['italy', 'italy', 'italy', 'italy']","['europe', 'europe', 'europe', 'europe']","The 6th International Symposium on Visual Information Communication and Interaction (VINCI), VINCI '13, Tianjin, China - August 17 - 18, 2013.",10.1145/2493102.2493113
research-article,A novel map-based visualization method based on liquid modelling,https://doi.org/10.1145/2493102.2493114,2013,"['Robert P. Biuk-Aghai', 'Waihou Ao']","['university of macau', 'university of macau']","['china', 'china']","['asia', 'asia']","The 6th International Symposium on Visual Information Communication and Interaction (VINCI), VINCI '13, Tianjin, China - August 17 - 18, 2013.",10.1145/2493102.2493114
research-article,Euler diagram codes: interpretation and generation,https://doi.org/10.1145/2493102.2493116,2013,"['Paolo Bottoni', 'Gennaro Costagliola', 'Mattia de Rosa', 'Andrew Fish', 'Vittorio Fuccella']","['university of rome', 'university of salerno', 'university of salerno', 'university of brighton', 'university of salerno']","['italy', 'italy', 'italy', 'united kingdom', 'italy']","['europe', 'europe', 'europe', 'europe', 'europe']","The 6th International Symposium on Visual Information Communication and Interaction (VINCI), VINCI '13, Tianjin, China - August 17 - 18, 2013.",10.1145/2493102.2493116
research-article,Best view selection of 3D models based on unsupervised feature learning and discrimination ability,https://doi.org/10.1145/2493102.2493118,2013,"['Chenxi Li', 'Zhengxing Sun', 'Mofei Song', 'Yejia Zhang']","['nanjing university', 'nanjing university', 'nanjing university', 'nanjing university']","['china', 'china', 'china', 'china']","['asia', 'asia', 'asia', 'asia']","The 6th International Symposium on Visual Information Communication and Interaction (VINCI), VINCI '13, Tianjin, China - August 17 - 18, 2013.",10.1145/2493102.2493118
research-article,Visual and interactive analysis of a large collection of open data with the relative neighborhood graph,https://doi.org/10.1145/2493102.2493119,2013,"['Tianyang Liu', 'Fatma Bouali', 'Gilles Venturini']","['university françois rabelais of tours', 'university of lille', 'university françois rabelais of tours']","['france', 'france', 'france']","['europe', 'europe', 'europe']","The 6th International Symposium on Visual Information Communication and Interaction (VINCI), VINCI '13, Tianjin, China - August 17 - 18, 2013.",10.1145/2493102.2493119
research-article,Exploring mapping-based visualisations of large remote image databases,https://doi.org/10.1145/2493102.2493120,2013,"['William Plant', 'Gerald Schaefer']","['aston university', 'loughborough university']","['united kingdom', 'united kingdom']","['europe', 'europe']","The 6th International Symposium on Visual Information Communication and Interaction (VINCI), VINCI '13, Tianjin, China - August 17 - 18, 2013.",10.1145/2493102.2493120
research-article,A method of hierarchical time-series data visualization,https://doi.org/10.1145/2493102.2493121,2013,"['Ning Li', 'Zhifang Jiang', 'Zixiang Liu', 'Xiangxu Meng']","['shandong university', 'shandong university', 'shandong university', 'shandong university']","['china', 'china', 'china', 'china']","['asia', 'asia', 'asia', 'asia']","The 6th International Symposium on Visual Information Communication and Interaction (VINCI), VINCI '13, Tianjin, China - August 17 - 18, 2013.",10.1145/2493102.2493121
research-article,Air pollution data visualization based on the shape of a tree,https://doi.org/10.1145/2493102.2493122,2013,"['Xiaoting Bi', 'Zhifang Jiang', 'Shenghui Cheng', 'Xiangxu Meng']","['shandong university', 'shandong university', 'shandong university', 'shandong university']","['china', 'china', 'china', 'china']","['asia', 'asia', 'asia', 'asia']","The 6th International Symposium on Visual Information Communication and Interaction (VINCI), VINCI '13, Tianjin, China - August 17 - 18, 2013.",10.1145/2493102.2493122
research-article,Demonstrating data using storyboard visualization tool,https://doi.org/10.1145/2493102.2493115,2013,"['Gerry Derksen', 'Stan Ruecker', 'Tim Causer', 'Melissa M Terras']","['winthrop university', 'Institute of Design', 'university college london', 'university college london']","['united states', 'united states', 'united kingdom', 'united kingdom']","['north america', 'north america', 'europe', 'europe']","The 6th International Symposium on Visual Information Communication and Interaction (VINCI), VINCI '13, Tianjin, China - August 17 - 18, 2013.",10.1145/2493102.2493115
research-article,Interaction and evaluation techniques for information visualization: future directions,https://doi.org/10.1145/2493102.2499784,2013,['Andreas Kerren'],['linnaeus university'],['sweden'],['europe'],"The 6th International Symposium on Visual Information Communication and Interaction (VINCI), VINCI '13, Tianjin, China - August 17 - 18, 2013.",10.1145/2493102.2499784
research-article,Interdisciplinary studies on information art & design,https://doi.org/10.1145/2493102.2499785,2013,['Yingqing Xu'],['tsinghua university'],['china'],['asia'],"The 6th International Symposium on Visual Information Communication and Interaction (VINCI), VINCI '13, Tianjin, China - August 17 - 18, 2013.",10.1145/2493102.2499785
research-article,"""Big picture"": mixed-initiative visual analytics of big data",https://doi.org/10.1145/2493102.2499786,2013,['Michelle Xue Zhou'],['IBM Research'],['united states'],['north america'],"The 6th International Symposium on Visual Information Communication and Interaction (VINCI), VINCI '13, Tianjin, China - August 17 - 18, 2013.",10.1145/2493102.2499786
research-article,Visualisation of large image collections,https://doi.org/10.1145/2493102.2499787,2013,['Gerald Schaefer'],['loughborough university'],['united kingdom'],['europe'],"The 6th International Symposium on Visual Information Communication and Interaction (VINCI), VINCI '13, Tianjin, China - August 17 - 18, 2013.",10.1145/2493102.2499787
research-article,A fast texture-by-numbers synthesis method based on texture optimization,https://doi.org/10.1145/2397696.2397697,2012,"['Jing Fan', 'Xiaoying Shi', 'Zhan Zhou', 'Ying Tang']","['zhejiang university of technology', 'zhejiang university of technology', 'zhejiang university of technology', 'zhejiang university of technology']","['china', 'china', 'china', 'china']","['asia', 'asia', 'asia', 'asia']","The International Symposium on Visual Information Communication and Interaction, VINCI '12, Hangzhou, China - September 27 - 28, 2012.",10.1145/2397696.2397697
research-article,A real-time visualization framework for IDS alerts,https://doi.org/10.1145/2397696.2397698,2012,"['Ying Zhao', 'Fangfang Zhou', 'Xiaoping Fan']","['central south university', 'central south university', 'central south university']","['china', 'china', 'china']","['asia', 'asia', 'asia']","The International Symposium on Visual Information Communication and Interaction, VINCI '12, Hangzhou, China - September 27 - 28, 2012.",10.1145/2397696.2397698
research-article,The shape coordinates system in visualization space,https://doi.org/10.1145/2397696.2397699,2012,"['Zhifang Jiang', 'Shenghui Cheng', 'Ruobo Xin', 'Xiangxu Meng']","['shandong university jinan', 'shandong university jinan', 'shandong university jinan', 'shandong university jinan']","['china', 'china', 'china', 'china']","['asia', 'asia', 'asia', 'asia']","The International Symposium on Visual Information Communication and Interaction, VINCI '12, Hangzhou, China - September 27 - 28, 2012.",10.1145/2397696.2397699
research-article,VISA: a visual sentiment analysis system,https://doi.org/10.1145/2397696.2397700,2012,"['Dongxu Duan', 'Weihong Qian', 'Shimei Pan', 'Lei Shi', 'Chuang Lin']","['IBM Research -- China', 'IBM Research -- China', 'IBM T', 'Chinese Academy of Sciences', 'tsinghua university beijing']","['china', 'china', 'united states', 'china', 'china']","['asia', 'asia', 'north america', 'asia', 'asia']","The International Symposium on Visual Information Communication and Interaction, VINCI '12, Hangzhou, China - September 27 - 28, 2012.",10.1145/2397696.2397700
research-article,Visualizing disease incidence in the context of socioeconomic factors,https://doi.org/10.1145/2397696.2397701,2012,"['Jared Shenson', 'Alark Joshi']","['vanderbilt university', 'boise state university']","['united states', 'united states']","['north america', 'north america']","The International Symposium on Visual Information Communication and Interaction, VINCI '12, Hangzhou, China - September 27 - 28, 2012.",10.1145/2397696.2397701
research-article,NewsVAT: an interactive visual analytics tool for news exploration,https://doi.org/10.1145/2397696.2397702,2012,"['Xiaojuan Liu', 'Xia Lin']","['Beijing Normal University', 'Drexel University']","['china', 'united states']","['asia', 'north america']","The International Symposium on Visual Information Communication and Interaction, VINCI '12, Hangzhou, China - September 27 - 28, 2012.",10.1145/2397696.2397702
research-article,Timeseer: detecting interesting distributions in multiple time series data,https://doi.org/10.1145/2397696.2397703,2012,"['Tuannhon Dang', 'Leland K Wilkinson']","['university of illinois', 'university of illinois']","['united states', 'united states']","['north america', 'north america']","The International Symposium on Visual Information Communication and Interaction, VINCI '12, Hangzhou, China - September 27 - 28, 2012.",10.1145/2397696.2397703
research-article,Generating time lines with virtual words for time-varying data visualization,https://doi.org/10.1145/2397696.2397704,2012,"['Li Yu', 'Aidong Lu', 'Weri Chen']","['UNC Charlotte Charlotte', 'UNC Charlotte Charlotte', 'zhejiang university']","['united states', 'united states', 'china']","['north america', 'north america', 'asia']","The International Symposium on Visual Information Communication and Interaction, VINCI '12, Hangzhou, China - September 27 - 28, 2012.",10.1145/2397696.2397704
research-article,TabuVis: a light weight visual analytics system for multidimensional data,https://doi.org/10.1145/2397696.2397705,2012,"['Quang Vinh Nguyen', 'Yu Qian', 'Maolin Huang', 'Jiawan Zhang']","['university of western', 'UT Southwestern Medical Center at Dallas', 'university of technology', 'tianjin university']","['australia', 'united states', 'australia', 'china']","['oceania', 'north america', 'oceania', 'asia']","The International Symposium on Visual Information Communication and Interaction, VINCI '12, Hangzhou, China - September 27 - 28, 2012.",10.1145/2397696.2397705
research-article,ExtractVis: dynamic visualization of extracting multidimensional data,https://doi.org/10.1145/2397696.2397706,2012,"['Zhao Xiao', 'Changbo Wang', 'Changbo Wang', 'Changbo Wang', 'Peng Ye', 'Yuhua Liu', 'Chenming Pang']","['east china normal university', 'east china normal university', 'east china normal university', 'east china normal university', 'soochow university suzhou', 'east china normal university', 'east china normal university']","['china', 'china', 'china', 'china', 'china', 'china', 'china']","['asia', 'asia', 'asia', 'asia', 'asia', 'asia', 'asia']","The International Symposium on Visual Information Communication and Interaction, VINCI '12, Hangzhou, China - September 27 - 28, 2012.",10.1145/2397696.2397706
research-article,Continuous awareness: a visual mobile approach,https://doi.org/10.1145/2397696.2397707,2012,"['Cong Chen', 'K. Zhang']","['university of texas', 'tianjin university']","['united states', 'china']","['north america', 'asia']","The International Symposium on Visual Information Communication and Interaction, VINCI '12, Hangzhou, China - September 27 - 28, 2012.",10.1145/2397696.2397707
research-article,Feeling the pulse of a wiki: visualization of recent changes in Wikipedia,https://doi.org/10.1145/2397696.2397708,2012,"['Robert P. Biuk-Aghai', 'Roy Chi Kit Chan']","['university of macau', 'university of macau']","['china', 'china']","['asia', 'asia']","The International Symposium on Visual Information Communication and Interaction, VINCI '12, Hangzhou, China - September 27 - 28, 2012.",10.1145/2397696.2397708
research-article,Image-based irregular needling embroidery rendering,https://doi.org/10.1145/2397696.2397709,2012,"['Kewei Yang', 'Jie Zhou', 'Zhengxing Sun', 'Yi Li']","['nanjing university', 'nanjing university', 'nanjing university', 'nanjing university']","['china', 'china', 'china', 'china']","['asia', 'asia', 'asia', 'asia']","The International Symposium on Visual Information Communication and Interaction, VINCI '12, Hangzhou, China - September 27 - 28, 2012.",10.1145/2397696.2397709
research-article,Evaluation of co-located and distributed collaborative visualization,https://doi.org/10.1145/2397696.2397710,2012,"['Xianlin Hu', 'Lane T Harrison', 'Aidong Lu', 'Li Yu', 'Huaguang Song', 'Jinzhu Gao']","['UNC Charlotte', 'UNC Charlotte', 'UNC Charlotte', 'UNC Charlotte', 'university of the pacific', 'university of the pacific']","['united states', 'united states', 'united states', 'united states', 'united states', 'united states']","['north america', 'north america', 'north america', 'north america', 'north america', 'north america']","The International Symposium on Visual Information Communication and Interaction, VINCI '12, Hangzhou, China - September 27 - 28, 2012.",10.1145/2397696.2397710
research-article,Assessing user experience of interactive products: a Chinese questionnaire,https://doi.org/10.1145/2397696.2397711,2012,"['Shuqing Liu', 'Jiang Jian', 'Xianjunsam Zheng', 'Zaijia Liu', 'Guanmin Liu', 'Kaiping Peng']","['tsinghua university', 'tsinghua university', 'tsinghua university', 'tsinghua university', 'tsinghua university', 'tsinghua university']","['china', 'china', 'china', 'china', 'china', 'china']","['asia', 'asia', 'asia', 'asia', 'asia', 'asia']","The International Symposium on Visual Information Communication and Interaction, VINCI '12, Hangzhou, China - September 27 - 28, 2012.",10.1145/2397696.2397711
research-article,An aggregation-based approach to quality evaluation of graph drawings,https://doi.org/10.1145/2397696.2397712,2012,"['Weidong Huang', 'Chuncheng Lin', 'Maolin Huang']","['australia university of technology', 'national chiao tung university', 'university of technology sydney']","['australia', 'china', 'australia']","['oceania', 'asia', 'oceania']","The International Symposium on Visual Information Communication and Interaction, VINCI '12, Hangzhou, China - September 27 - 28, 2012.",10.1145/2397696.2397712
research-article,Designing visual analytics systems for organizational environments,https://doi.org/10.1145/2016656.2016657,2011,"['Xiaoyu Wang', 'Eric A. Bier', 'Thomas James Butkiewicz', 'William Ribarsky', 'Wenwen Dou']","['charlotte visualization center', 'Palo Alto Research Center', 'university of new hampshire', 'charlotte visualization center', 'charlotte visualization center']","['', 'united states', 'united states', '', '']","['', 'north america', 'north america', '', '']","The 2011 Visual Information Communication - International Symposium, VINCI '11, Hong Kong, China - August 04 - 05, 2011.",10.1145/2016656.2016657
research-article,Visualization of large category hierarchies,https://doi.org/10.1145/2016656.2016658,2011,"['Robert P. Biuk-Aghai', 'Cheongiao Pang', 'Felix Hon Hou Cheang']","['university of macau', 'university of macau', 'university of macau']","['china', 'china', 'china']","['asia', 'asia', 'asia']","The 2011 Visual Information Communication - International Symposium, VINCI '11, Hong Kong, China - August 04 - 05, 2011.",10.1145/2016656.2016658
research-article,A visual analysis tool that smoothly switches between tabular forms and parallel coordinates,https://doi.org/10.1145/2016656.2016659,2011,"['Kazuo Misue', 'Takashi Yuki']","['University of Tsukuba', 'University of Tsukuba']","['japan', 'japan']","['asia', 'asia']","The 2011 Visual Information Communication - International Symposium, VINCI '11, Hong Kong, China - August 04 - 05, 2011.",10.1145/2016656.2016659
research-article,A hyperbolic tree based interface for exploring massive files,https://doi.org/10.1145/2016656.2016660,2011,"['Zhirong Zeng', 'Kun Wang', 'Dongxing Teng', ""Hong'an Wang"", 'Guozhong Dai']","['Chinese Academy of Sciences', 'beijing jiaotong university', 'Chinese Academy of Sciences', 'Chinese Academy of Sciences', 'Chinese Academy of Sciences Beijing']","['china', 'china', 'china', 'china', 'china']","['asia', 'asia', 'asia', 'asia', 'asia']","The 2011 Visual Information Communication - International Symposium, VINCI '11, Hong Kong, China - August 04 - 05, 2011.",10.1145/2016656.2016660
research-article,MusiCube: a visual music recommendation system featuring interactive evolutionary computing,https://doi.org/10.1145/2016656.2016661,2011,"['Yuri Saito', 'Takayuki Itoh']","['ochanomizu university', 'ochanomizu university']","['japan', 'japan']","['asia', 'asia']","The 2011 Visual Information Communication - International Symposium, VINCI '11, Hong Kong, China - August 04 - 05, 2011.",10.1145/2016656.2016661
research-article,Support of self-management for chronic kidney failure patients,https://doi.org/10.1145/2016656.2016662,2011,"['Yasuhiko Sota', 'Keisuke Yamamoto', 'Masahito Hirakawa', 'Souichiro Doi', 'Yasuhisa Yamamoto']","['shimane university', 'shimane university', 'shimane university', 'Yamamoto Clinic', 'Yamamoto Clinic']","['japan', 'japan', 'japan', 'japan', 'japan']","['asia', 'asia', 'asia', 'asia', 'asia']","The 2011 Visual Information Communication - International Symposium, VINCI '11, Hong Kong, China - August 04 - 05, 2011.",10.1145/2016656.2016662
research-article,Geo-tagged mobile photo sharing in collaborative emergency management,https://doi.org/10.1145/2016656.2016663,2011,"['Anna Wu', 'Xin Yan', 'Xiaolong(Luke) Zhang']","['pennsylvania state university', 'pennsylvania state university', 'pennsylvania state university']","['united states', 'united states', 'united states']","['north america', 'north america', 'north america']","The 2011 Visual Information Communication - International Symposium, VINCI '11, Hong Kong, China - August 04 - 05, 2011.",10.1145/2016656.2016663
