id,name,institutions,url
99658949790,Andreas Bannach,['Fraunhofer Institute for Computer Graphics Research IGD'],https://dl.acm.org/profile/99658949790
81442607723,Jürgen Bernard,"['University of Zurich', 'The University of British Columbia', 'Fraunhofer Institute for Computer Graphics Research IGD', '+ 1']",https://dl.acm.org/profile/81442607723
99658654866,Hendrik Lücke-Tieke,"['Fraunhofer Institute for Computer Graphics Research IGD', 'Athena Research and Innovation Center in Information, Communication and Knowledge Technologies']",https://dl.acm.org/profile/99658654866
99658657326,Alex Ulmer,['Fraunhofer Institute for Computer Graphics Research IGD'],https://dl.acm.org/profile/99658657326
81332509409,Jörn Kohlhammer,"['Fraunhofer Institute for Computer Graphics Research IGD', 'Technical University of Darmstadt']",https://dl.acm.org/profile/81332509409
99659191638,Jiangen He,"['Drexel University', 'University of Maryland, College Park (UMD)']",https://dl.acm.org/profile/99659191638
81100119664,Chaomei Chen,"['Drexel University', 'Dalian University of Technology', 'Brunel University London', 'Glasgow Caledonian University', '+ 1']",https://dl.acm.org/profile/81100119664
99659068616,Wenqian Ji,['Hohai University'],https://dl.acm.org/profile/99659068616
99659067476,Yan Tang,['Hohai University'],https://dl.acm.org/profile/99659067476
99659068606,Pengju Ma,['Hohai University'],https://dl.acm.org/profile/99659068606
99659068288,Shijie Tang,['Hohai University'],https://dl.acm.org/profile/99659068288
99659068325,Zhipeng Fang,['Hohai University'],https://dl.acm.org/profile/99659068325
99659068772,Xuan Li,"['Baidu, Inc.']",https://dl.acm.org/profile/99659068772
81548022965,Tianjian Chen,"['Baidu, Inc.']",https://dl.acm.org/profile/81548022965
81490644010,Lina Zhang,"['State Key Lab of CAD&CG, Zhejiang University']",https://dl.acm.org/profile/81490644010
81452595774,Kwan-Liu Ma,"['University of California, Davis', 'IEEE', 'NASA Langley Research Center', 'The University of Utah']",https://dl.acm.org/profile/81452595774
99659664633,Jinhui Yu,"['State Key Lab of CAD&CG, Zhejiang University']",https://dl.acm.org/profile/99659664633
99659068053,Lu Xiong,['Tianjin University'],https://dl.acm.org/profile/99659068053
99659067653,Kai Sun,['Shanghai University'],https://dl.acm.org/profile/99659067653
99659067563,Zongchao Guo,['Shanghai University'],https://dl.acm.org/profile/99659067563
99659664742,Iliesa S Delai,['Brigham Young University Hawaii'],https://dl.acm.org/profile/99659664742
99659068939,Meilan Jin,['Brigham Young University'],https://dl.acm.org/profile/99659068939
81430638972,Geoffrey M Draper,"['Brigham Young University Hawaii', 'The University of Utah']",https://dl.acm.org/profile/81430638972
99659068113,Seimei Matsusaki,['University of San Francisco'],https://dl.acm.org/profile/99659068113
99659067967,Xi Han,['University of San Francisco'],https://dl.acm.org/profile/99659067967
99659068200,Xin Kang,"['Ningbo University of Technology', 'Peking University', 'National Taipei University of Technology', 'Beijing University of Technology']",https://dl.acm.org/profile/99659068200
99659068315,Yinan Li,['Southeast University'],https://dl.acm.org/profile/99659068315
99659068936,Jian Wang,['Southeast University'],https://dl.acm.org/profile/99659068936
99659068554,Daniel Wilches,['University of Wyoming'],https://dl.acm.org/profile/99659068554
83059087157,Amy Banić,['University of Wyoming'],https://dl.acm.org/profile/83059087157
99659067636,Sarah Hong,[],https://dl.acm.org/profile/99659067636
99659067860,Yuyi Liu,[],https://dl.acm.org/profile/99659067860
99659052542,Zhao Xiao,"['Tianjin University', 'East China Normal University']",https://dl.acm.org/profile/99659052542
99659067654,Jie Wu,['Tongji University'],https://dl.acm.org/profile/99659067654
99659068256,Guangxi Chen,['Tongji University'],https://dl.acm.org/profile/99659068256
99659068830,Wang Qian,['Shanghai Jiao Tong University'],https://dl.acm.org/profile/99659068830
99659067729,Xiao Bing,['Shanghai Jiao Tong University'],https://dl.acm.org/profile/99659067729
81487640747,Vetria Laverne Byrd,"['Purdue University', 'The University of Alabama at Birmingham']",https://dl.acm.org/profile/81487640747
81372593397,Joseph A Cottam,"['Pacific Northwest National Laboratory', 'Indiana University Bloomington']",https://dl.acm.org/profile/81372593397
99658767899,Koji Kainou,['University of Tsukuba'],https://dl.acm.org/profile/99658767899
81100070397,Hotaka Takizawa,"['University of Tsukuba', 'Toyohashi University of Technology']",https://dl.acm.org/profile/81100070397
99658769229,Mayumi Aoyagi,['Aichi University of Education'],https://dl.acm.org/profile/99658769229
81309484223,Nobuo Ezaki,"['National Institute of Technology, Toba College']",https://dl.acm.org/profile/81309484223
99660176893,Shinji Mizuno,"['Aichi Institute of Technology', 'Toyohashi University of Technology']",https://dl.acm.org/profile/99660176893
81330495342,Christoph Müller,['University of Stuttgart'],https://dl.acm.org/profile/81330495342
81336492267,Guido Reina,['University of Stuttgart'],https://dl.acm.org/profile/81336492267
81332497603,Thomas Ertl,"['University of Stuttgart', '+ 3']",https://dl.acm.org/profile/81332497603
81444600345,Michael Krone,"['University of Tübingen', 'University of Stuttgart']",https://dl.acm.org/profile/81444600345
81482658558,Alexandros Panagiotidis,['University of Stuttgart'],https://dl.acm.org/profile/81482658558
99658768097,Tilo Pfannkuch,['University of Stuttgart'],https://dl.acm.org/profile/99658768097
99658767810,Andrew Kennedy,['The University of Sydney'],https://dl.acm.org/profile/99658767810
99658768973,An Nguyen,['The University of Sydney'],https://dl.acm.org/profile/99658768973
99658767526,Tingyu Chen,['National Chiao Tung University Taiwan'],https://dl.acm.org/profile/99658767526
81548026358,Sai Keung Wong,['National Chiao Tung University Taiwan'],https://dl.acm.org/profile/81548026358
99658765625,Chica Matsueda,['Ochanomizu University'],https://dl.acm.org/profile/99658765625
81335494516,John B McGhee,"['UNSW Sydney', 'University of Dundee']",https://dl.acm.org/profile/81335494516
99658767702,Angelica G Thompson-Butel,"[""St. Vincent's Hospital Sydney""]",https://dl.acm.org/profile/99658767702
99658712892,Steven Faux,"[""St. Vincent's Hospital Sydney"", 'UNSW Sydney']",https://dl.acm.org/profile/99658712892
99658767746,Pascal Bou-Haidar,"[""St Vincent's Private Hospital""]",https://dl.acm.org/profile/99658767746
99658766123,John Bailey,['UNSW Sydney'],https://dl.acm.org/profile/99658766123
81442594829,Ajune Wanis Ismail,['Universiti Teknologi Malaysia'],https://dl.acm.org/profile/81442594829
81100499261,Mark Nathan Billinghurst,"['University of South Australia', 'The University of Auckland', 'University of Michigan, Ann Arbor', '+ 7']",https://dl.acm.org/profile/81100499261
81100128492,Mohd Shahrizal Bin Sunar,"['Universiti Teknologi Malaysia', 'Sunway University']",https://dl.acm.org/profile/81100128492
81537766956,Marco Angelini,['Sapienza University of Rome'],https://dl.acm.org/profile/81537766956
81100525081,Giuseppe Santucci,"['Sapienza University of Rome', 'University of Maryland, College Park (UMD)']",https://dl.acm.org/profile/81100525081
81498648020,Zhaopeng Meng,['Tianjin University'],https://dl.acm.org/profile/81498648020
99658767864,Eriko Koike,['Ochanomizu University'],https://dl.acm.org/profile/99658767864
99658684477,Aditeya Pandey,['Tata Consultancy Services India'],https://dl.acm.org/profile/99658684477
99658767511,Kunal Ranjan,['Tata Consultancy Services India'],https://dl.acm.org/profile/99658767511
81536868856,Geetika Sharma,"['Tata Consultancy Services India', 'Indian Institute of Technology Delhi']",https://dl.acm.org/profile/81536868856
81100327275,Lipika Dey,"['Tata Consultancy Services India', 'Indian Institute of Technology Delhi']",https://dl.acm.org/profile/81100327275
99659047793,Yan Huang,"['Chinese Academy of Sciences', 'Institute of Automation Chinese Academy of Sciences', '+ 1']",https://dl.acm.org/profile/99659047793
81384602486,Cui-Xia Ma,"['Institute of Software Chinese Academy of Sciences', 'Chinese Academy of Sciences']",https://dl.acm.org/profile/81384602486
81100220294,Hong'an Wang,"['Institute of Software Chinese Academy of Sciences', 'Alibaba Group Holding Limited', '+ 4']",https://dl.acm.org/profile/81100220294
81503680067,Katrin Scharnowski,['University of Stuttgart'],https://dl.acm.org/profile/81503680067
81100229818,Yukari Shirota,"['Gakushuin University', 'Ricoh Co., Ltd.', 'The University of Tokyo']",https://dl.acm.org/profile/81100229818
99658766578,Yutaka Takahashi,['Senshu University'],https://dl.acm.org/profile/99658766578
99658767957,Nobuhide Tanaka,['Gakushuin University'],https://dl.acm.org/profile/99658767957
99658767496,Michiya Morita,['Gakushuin University'],https://dl.acm.org/profile/99658767496
99658764981,Makiko Harada,['Tokyo Metropolitan University'],https://dl.acm.org/profile/99658764981
81365592172,Hidenori Watanave,"['The University of Tokyo', 'Tokyo Metropolitan University']",https://dl.acm.org/profile/81365592172
99658767417,Nozomi Tamaki,['Shimane University'],https://dl.acm.org/profile/99658767417
81100170303,Masahito Hirakawa,"['Shimane University', 'Hiroshima University']",https://dl.acm.org/profile/81100170303
99658765656,Harrison Cook,[],https://dl.acm.org/profile/99658765656
81456607597,Antoine Trouvé,['Kyushu University'],https://dl.acm.org/profile/81456607597
99659767347,Kazuaki J Murakami,['Kyushu University'],https://dl.acm.org/profile/99659767347
81508696579,Sayaka Yagi,['Ochanomizu University'],https://dl.acm.org/profile/81508696579
81438595290,Masahiro Takatsuka,['The University of Sydney'],https://dl.acm.org/profile/81438595290
99658765559,Hyoji Ha,['Ajou University'],https://dl.acm.org/profile/99658765559
99658768692,Sungyun Bae,['Ajou University'],https://dl.acm.org/profile/99658768692
99658767024,Shinya Tachihara,['Tokyo University of Science'],https://dl.acm.org/profile/99658767024
99658768992,Takehiko Yamaguchi,"['Tokyo University of Science', ""Universite d'Angers"", 'University of Arkansas - Fayetteville']",https://dl.acm.org/profile/99658768992
99658768164,Naoki Ishiura,['Tokyo University of Science'],https://dl.acm.org/profile/99658768164
99658765383,Mickaël Dinomais,"[""Universite d'Angers""]",https://dl.acm.org/profile/99658765383
81452605387,Paul Richard,"[""Universite d'Angers""]",https://dl.acm.org/profile/81452605387
99658768472,Sylvie Nguyen,[],https://dl.acm.org/profile/99658768472
81100211722,Tetsuji Takada,['The University of Electro-Communications'],https://dl.acm.org/profile/81100211722
99658765798,Katsuhiro Amako,['The University of Electro-Communications'],https://dl.acm.org/profile/99658765798
81384604143,Jiann Der Lee,"['Chang Gung University', 'National Taiwan University of Science and Technology']",https://dl.acm.org/profile/81384604143
99658768773,Haoche Lee,['Chang Gung University'],https://dl.acm.org/profile/99658768773
99658768076,Chunghung Hsieh,['Chang Gung University'],https://dl.acm.org/profile/99658768076
99658768982,Chiehtsai Wu,['Chang Gung Memorial Hospital'],https://dl.acm.org/profile/99658768982
81322499106,Shintseng Lee,"['Chang Gung Memorial Hospital', 'Chang Gung University']",https://dl.acm.org/profile/81322499106
81100019210,Norio Katayama,['Research Organization of Information and Systems National Institute of Informatics'],https://dl.acm.org/profile/81100019210
81100494174,Hiroshi Mo,['Research Organization of Information and Systems National Institute of Informatics'],https://dl.acm.org/profile/81100494174
81100094722,Shin'ichi Satoh,"['The University of Tokyo', '+ 5']",https://dl.acm.org/profile/81100094722
99658765750,Mengjia Zhang,['Tianjin University'],https://dl.acm.org/profile/99658765750
99658638712,Anatoly Yelizarov,['Lomonosov Moscow State University'],https://dl.acm.org/profile/99658638712
81336489058,Dennis Yu Gamayunov,['Lomonosov Moscow State University'],https://dl.acm.org/profile/81336489058
99658638266,Brady Cannon,['Micron Technology Incorporated'],https://dl.acm.org/profile/99658638266
99658638173,Minoti Hiremath,['Boise State University'],https://dl.acm.org/profile/99658638173
81481649504,Cheryl Jorcyk,['Boise State University'],https://dl.acm.org/profile/81481649504
81430601375,Tze Haw Huang,['University of Technology Sydney'],https://dl.acm.org/profile/81430601375
81444602443,Laiping Zhao,"['Tianjin University', 'Kyushu University']",https://dl.acm.org/profile/81444602443
99658640147,Gao Yi,['The University of Tokyo'],https://dl.acm.org/profile/99658640147
87958942257,Kazuyo Mizuno,['The University of Tokyo'],https://dl.acm.org/profile/87958942257
81453634205,Hong Zhou,"['Shenzhen University', 'Hong Kong University of Science and Technology']",https://dl.acm.org/profile/81453634205
81487645560,Panpan Xu,"['Bosch Research and Technology Center', 'Hong Kong University of Science and Technology']",https://dl.acm.org/profile/81487645560
81100136462,Zhong Ming,"['Shenzhen University', 'Henan University']",https://dl.acm.org/profile/81100136462
81323497372,Haile Vu,"['Monash University', 'Swinburne University of Technology']",https://dl.acm.org/profile/81323497372
99658640625,Jan Wolter,['University of Paderborn'],https://dl.acm.org/profile/99658640625
81100449926,Uwe Kastens,"['University of Paderborn', 'Karlsruhe Institute of Technology, Campus South']",https://dl.acm.org/profile/81100449926
99658641338,Kaimin Chen,['National Chiao Tung University Taiwan'],https://dl.acm.org/profile/99658641338
99658631520,Loredana Caruccio,['University of Salerno'],https://dl.acm.org/profile/99658631520
81100475245,Vincenzo Deufemia,['University of Salerno'],https://dl.acm.org/profile/81100475245
82459248057,Christopher D'Souza,"['Australian Catholic University', 'Western Sydney University']",https://dl.acm.org/profile/82459248057
81100317930,Athula Ginige,"['The University of Sydney', 'Western Sydney University', 'Link Campus University']",https://dl.acm.org/profile/81100317930
81100439669,Giuseppe Polese,"['University of Salerno', 'University of Pittsburgh']",https://dl.acm.org/profile/81100439669
99658641837,Andrew S Brunker,['Western Sydney University'],https://dl.acm.org/profile/99658641837
81100346001,Anthony J Maeder,"['Flinders University', 'Western Sydney University', 'CSIRO Ict Centre', 'Queensland University of Technology']",https://dl.acm.org/profile/81100346001
81479660336,Rhys Tague,['Western Sydney University'],https://dl.acm.org/profile/81479660336
99658642575,Gregory S Kolt,['Western Sydney University'],https://dl.acm.org/profile/99658642575
99658640354,Trevor N Savage,['Western Sydney University'],https://dl.acm.org/profile/99658640354
99658640097,Corneel Vandelanotte,[],https://dl.acm.org/profile/99658640097
99658642637,Mitch J Duncan,[],https://dl.acm.org/profile/99658642637
99658641098,Cristina M Caperchione,['The University of British Columbia'],https://dl.acm.org/profile/99658641098
99658640509,Richard R Rosenkranz,['Kansas State University'],https://dl.acm.org/profile/99658640509
99658641075,Anetta Van Itallie,[],https://dl.acm.org/profile/99658641075
99658639143,W Kerry Mummery,['University of Alberta'],https://dl.acm.org/profile/99658639143
99658638828,Isha Singh Jassi,['National Institute of Technology Karnataka'],https://dl.acm.org/profile/99658638828
99658638866,S Ruchika,['National Institute of Technology Karnataka'],https://dl.acm.org/profile/99658638866
99658638735,Susmitha Pulakhandam,['National Institute of Technology Karnataka'],https://dl.acm.org/profile/99658638735
99658639930,Subhayan Mukherjee,['National Institute of Technology Karnataka'],https://dl.acm.org/profile/99658639930
99658639596,T S Ashwin,['National Institute of Technology Karnataka'],https://dl.acm.org/profile/99658639596
81481646797,Geereddy Ram Mohana Reddy,['National Institute of Technology Karnataka'],https://dl.acm.org/profile/81481646797
99658640683,Mengyao Chen,['Tianjin University'],https://dl.acm.org/profile/99658640683
81549576556,Cong Chen,['The University of Texas at Dallas'],https://dl.acm.org/profile/81549576556
81549254156,Shuqing Liu,"['Tianjin University', 'Tsinghua University']",https://dl.acm.org/profile/81549254156
84460111757,Xiaofei Guo,['Tsinghua University'],https://dl.acm.org/profile/84460111757
81350597955,Juanzi Li,['Tsinghua University'],https://dl.acm.org/profile/81350597955
99658642128,Ruibing Yang,['Tsinghua University'],https://dl.acm.org/profile/99658642128
99658640108,Xiaoli Ma,['Tsinghua University'],https://dl.acm.org/profile/99658640108
99658641267,Priyamvada Tiwari,['Indian Institute of Technology Guwahati'],https://dl.acm.org/profile/99658641267
87958883657,Keyur Sorathia,['Indian Institute of Technology Guwahati'],https://dl.acm.org/profile/87958883657
99658635275,Joris Suppers,['University of Waikato'],https://dl.acm.org/profile/99658635275
81100385323,Mark D Apperley,"['University of Waikato', 'Massey University']",https://dl.acm.org/profile/81100385323
81548004966,John Howse,['University of Brighton'],https://dl.acm.org/profile/81548004966
81100080630,Weidong Huang,"['University of Technology Sydney', 'Swinburne University of Technology', 'University of Tasmania', '+ 3']",https://dl.acm.org/profile/81100080630
81100515420,Jennifer Seevinck,"['Queensland University of Technology', 'University of Technology Sydney', 'Old Dominion University']",https://dl.acm.org/profile/81100515420
87958859657,Phillip Gough,"['The University of Sydney', 'Queensland University of Technology']",https://dl.acm.org/profile/87958859657
99658638983,Xavier Ho,['The University of Sydney'],https://dl.acm.org/profile/99658638983
99658638791,Kate Dunn,['The University of Sydney'],https://dl.acm.org/profile/99658638791
81508706255,Ryuya Akase,['Kyushu University'],https://dl.acm.org/profile/81508706255
81100385632,Yoshihiro Okada,"['Kyushu University', 'Ryukoku University']",https://dl.acm.org/profile/81100385632
81550168756,Ning Li,['Shandong University'],https://dl.acm.org/profile/81550168756
81548917056,Zhifang Jiang,['Shandong University'],https://dl.acm.org/profile/81548917056
82458926857,Zixiang Liu,['Shandong University'],https://dl.acm.org/profile/82458926857
99658638818,Haoxin Sun,['Shandong University'],https://dl.acm.org/profile/99658638818
99658641472,Sakib Jalil,['James Cook University'],https://dl.acm.org/profile/99658641472
81333490090,Trina S Myers,['James Cook University'],https://dl.acm.org/profile/81333490090
81100309773,Ian M Atkinson,['James Cook University'],https://dl.acm.org/profile/81100309773
99658637818,Minwook Kim,['Brigham Young University Hawaii'],https://dl.acm.org/profile/99658637818
99658637904,Hiba Ahsan,['National Institute of Technology Karnataka'],https://dl.acm.org/profile/99658637904
99658639837,Aarti Prabhu,['National Institute of Technology Karnataka'],https://dl.acm.org/profile/99658639837
99658642946,S D Deeksha,['National Institute of Technology Karnataka'],https://dl.acm.org/profile/99658642946
99658641888,Shridhar G Domanal,['National Institute of Technology Karnataka'],https://dl.acm.org/profile/99658641888
81550383556,Dylan Mathiesen,['James Cook University'],https://dl.acm.org/profile/81550383556
99658639470,Andrew Bennett,['University of Tasmania'],https://dl.acm.org/profile/99658639470
81100508565,Christopher Lueg,"['Berner Fachhochschule', 'University of Tasmania', 'Charles Darwin University', 'University of Technology Sydney', '+ 1']",https://dl.acm.org/profile/81100508565
81100333166,Jacob L Cybulski,"['Deakin University', 'University of Melbourne']",https://dl.acm.org/profile/81100333166
99658640486,Susan Keller,['Deakin University'],https://dl.acm.org/profile/99658640486
99658641791,Dilal Saundage,['Deakin University'],https://dl.acm.org/profile/99658641791
99658637874,Kiho Sakamoto,['Ochanomizu University'],https://dl.acm.org/profile/99658637874
99658637926,Lakkhana Mallikarachchi,['University of Colombo'],https://dl.acm.org/profile/99658637926
81100553482,Anuja T Dharmaratne,"['Monash University Malaysia', 'Hiroshima University']",https://dl.acm.org/profile/81100553482
81549490456,Yi Li,['Nanjing University'],https://dl.acm.org/profile/81549490456
99658639117,Zhenfeng Wu,[],https://dl.acm.org/profile/99658639117
99658639236,Ting Sun,[],https://dl.acm.org/profile/99658639236
99658641366,Callum Parker,"['The University of Sydney', 'University of Tasmania']",https://dl.acm.org/profile/99658641366
81100138830,Martin Tomitsch,"['The University of Sydney', 'Vienna University of Technology']",https://dl.acm.org/profile/81100138830
99658641418,Alireza Rezaeian,['Queensland University of Technology'],https://dl.acm.org/profile/99658641418
81100611794,Jared Donovan,"['Queensland University of Technology', 'University of Southern Denmark, Sønderborg', '+ 1']",https://dl.acm.org/profile/81100611794
99658642936,P K S Udana,['University of Colombo'],https://dl.acm.org/profile/99658642936
99658639255,Fumie Banba,['Ochanomizu University'],https://dl.acm.org/profile/99658639255
81492654998,Naruhito Toyoda,['Shiseido Company Ltd.'],https://dl.acm.org/profile/81492654998
99658641213,Hitomi Otaka,['Shiseido Company Ltd.'],https://dl.acm.org/profile/99658641213
99659429762,K K Nisha,['National Institute of Technology Karnataka'],https://dl.acm.org/profile/99659429762
99658641805,H R Pruthvi,['National Institute of Technology Karnataka'],https://dl.acm.org/profile/99658641805
99658639725,Shwetha N Hadimani,['National Institute of Technology Karnataka'],https://dl.acm.org/profile/99658639725
