el1,el2,paper_doi,date
university of the pacific,university of the pacific,10.1145/2397696.2397710,2012
tsinghua university,tsinghua university,10.1145/2397696.2397711,2012
australia university of technology,national chiao tung university,10.1145/2397696.2397712,2012
australia university of technology,university of technology sydney,10.1145/2397696.2397712,2012
national chiao tung university,university of technology sydney,10.1145/2397696.2397712,2012
charlotte visualization center,Palo Alto Research Center,10.1145/2016656.2016657,2011
charlotte visualization center,university of new hampshire,10.1145/2016656.2016657,2011
charlotte visualization center,charlotte visualization center,10.1145/2016656.2016657,2011
Palo Alto Research Center,university of new hampshire,10.1145/2016656.2016657,2011
university of macau,university of macau,10.1145/2016656.2016658,2011
University of Tsukuba,University of Tsukuba,10.1145/2016656.2016659,2011
Chinese Academy of Sciences,beijing jiaotong university,10.1145/2016656.2016660,2011
Chinese Academy of Sciences,Chinese Academy of Sciences,10.1145/2016656.2016660,2011
Chinese Academy of Sciences,Chinese Academy of Sciences Beijing,10.1145/2016656.2016660,2011
beijing jiaotong university,Chinese Academy of Sciences Beijing,10.1145/2016656.2016660,2011
ochanomizu university,ochanomizu university,10.1145/2016656.2016661,2011
shimane university,shimane university,10.1145/2016656.2016662,2011
shimane university,Yamamoto Clinic,10.1145/2016656.2016662,2011
Yamamoto Clinic,Yamamoto Clinic,10.1145/2016656.2016662,2011
pennsylvania state university,pennsylvania state university,10.1145/2016656.2016663,2011
Chinese Academy of Sciences,Microsoft Research Asia,10.1145/2016656.2016664,2011
Chinese Academy of Sciences,Chinese Academy of Sciences,10.1145/2016656.2016664,2011
Chinese Academy of Sciences,Pennsylvania State University,10.1145/2016656.2016664,2011
Microsoft Research Asia,Pennsylvania State University,10.1145/2016656.2016664,2011
dalhousie university halifax,dalhousie university halifax,10.1145/2016656.2016665,2011
Chinese Academy of Sciences,Chinese Academy of Sciences,10.1145/2016656.2016666,2011
tianjin university,tianjin university,10.1145/2016656.2016667,2011
tianjin university,university of technology sydney,10.1145/2016656.2016667,2011
university of texas,university of texas,10.1145/2016656.2016668,2011
hong kong university of science and technology,hong kong university of science and technology,10.1145/2016656.2016669,2011
southern methodist university,southern methodist university,10.1145/2016656.2016670,2011
the penn state university,sun yatsen university,10.1145/2016656.2016671,2011
the penn state university,the penn state university,10.1145/2016656.2016671,2011
sun yatsen university,sun yatsen university,10.1145/2016656.2016671,2011
university of texas,university of texas,10.1145/2016656.2016672,2011
peking university,peking university,10.1145/1865841.1865848,2010
shandong university,shandong university,10.1145/1865841.1865849,2010
beijing normal university,beijing normal university,10.1145/1865841.1865850,2010
shandong university,shandong university,10.1145/1865841.1865853,2010
CSIRO ICT Centre,university of technology,10.1145/1865841.1865854,2010
dalhousie university,dalhousie university,10.1145/1865841.1865856,2010
shandong university,shandong university,10.1145/1865841.1865857,2010
KDU College Penang Campus,KDU College Penang Campus,10.1145/1865841.1865858,2010
Chinese Academy of Sciences,Chinese Academy of Sciences,10.1145/1865841.1865860,2010
Chinese Academy of Sciences,Chinese Academy of Sciences,10.1145/1865841.1865861,2010
western sydney university,western sydney university,10.1145/1865841.1865862,2010
western sydney university,university of technology,10.1145/1865841.1865862,2010
CSIRO -- ICT Centre,CSIRO -- ICT Centre,10.1145/1865841.1865864,2010
the penn state university park,the penn state university park,10.1145/1865841.1865865,2010
shimane university,shimane university,10.1145/1865841.1865866,2010
university of texas,university of texas,10.1145/1865841.1865868,2010
University of Macau,University of Macau,10.1145/1865841.1865869,2010
pennsylvania state university,pennsylvania state university,10.1145/1865841.1865870,2010
pölten university of applied sciences,pölten university of applied sciences,10.1145/3554944.3554949,2022
university of bergen,university of bergen,10.1145/3554944.3554950,2022
university of texas,university of mining and technology,10.1145/3554944.3554951,2022
university of texas,university of pennsylvania,10.1145/3554944.3554951,2022
university of texas,hong kong university of science and technology,10.1145/3554944.3554951,2022
university of mining and technology,university of pennsylvania,10.1145/3554944.3554951,2022
university of mining and technology,hong kong university of science and technology,10.1145/3554944.3554951,2022
university of pennsylvania,hong kong university of science and technology,10.1145/3554944.3554951,2022
hong kong university of science and technology,hong kong university of science and technology,10.1145/3554944.3554951,2022
university of british columbia,university of british columbia,10.1145/3554944.3554952,2022
university of konstanz,university of stuttgart,10.1145/3554944.3554971,2022
university of konstanz,university of konstanz,10.1145/3554944.3554971,2022
university of stuttgart,university of stuttgart,10.1145/3554944.3554971,2022
university of stuttgart,university of stuttgart,10.1145/3554944.3554947,2022
university of stuttgart,university of stuttgart,10.1145/3554944.3554945,2022
Escuela Superior Politécnica del Litoral,Escuela Superior Politécnica del Litoral,10.1145/3554944.3554957,2022
university of bergen,haukeland university hospital,10.1145/3554944.3554958,2022
haukeland university hospital,haukeland university hospital,10.1145/3554944.3554958,2022
university of applied sciences of the grisons,eindhoven university of technology,10.1145/3554944.3554959,2022
eindhoven university of technology,eindhoven university of technology,10.1145/3554944.3554959,2022
Naval Research Laboratory,Naval Research Laboratory,10.1145/3554944.3554954,2022
university of stuttgart,university of stuttgart,10.1145/3554944.3554970,2022
university of stuttgart,Escuela de Diseno,10.1145/3554944.3554970,2022
university of stuttgart,university of stuttgart,10.1145/3554944.3554956,2022
university of applied sciences of the grisons,university of applied sciences of the grisons,10.1145/3554944.3554960,2022
university of potsdam,university of potsdam,10.1145/3554944.3554961,2022
university of applied sciences of the grisons,university of applied sciences of the grisons,10.1145/3554944.3554962,2022
Behaviour Lab Ltd,Imperial College London,10.1145/3554944.3554963,2022
university of applied sciences of the grisons,,10.1145/3554944.3554964,2022
university of applied sciences of the grisons,university of applied sciences of the grisons,10.1145/3554944.3554964,2022
university of applied sciences of the grisons,university of applied sciences of the grisons,10.1145/3554944.3554965,2022
university of applied sciences of the grisons,university of applied sciences of the grisons,10.1145/3554944.3554966,2022
Eindhoven University of Technology,Eindhoven University of Technology,10.1145/3430036.3430067,2020
aalen university of applied sciences,aalen university of applied sciences,10.1145/3430036.3430060,2020
aalen university of applied sciences,aalen university of applied sciences,10.1145/3430036.3430058,2020
Technische Universiteit Eindhoven,Technische Universiteit Eindhoven,10.1145/3430036.3430053,2020
Philips Research Eindhoven,Philips Research Eindhoven,10.1145/3430036.3430065,2020
Philips Research Eindhoven,eindhoven university of technology,10.1145/3430036.3430065,2020
eindhoven university of technology,eindhoven university of technology,10.1145/3430036.3430052,2020
university of stuttgart,university of stuttgart,10.1145/3430036.3430050,2020
university of stuttgart,Technische Universität Berlin,10.1145/3430036.3430050,2020
university of stuttgart,university of stuttgart,10.1145/3430036.3430038,2020
university of stuttgart,ETH Zurich,10.1145/3430036.3430038,2020
university of stuttgart,oregon state university,10.1145/3430036.3430038,2020
ETH Zurich,oregon state university,10.1145/3430036.3430038,2020
university of aizu,university of aizu,10.1145/3430036.3430059,2020
university of aizu,toyohashi university of technology,10.1145/3430036.3430059,2020
university of aizu,akita university,10.1145/3430036.3430059,2020
toyohashi university of technology,akita university,10.1145/3430036.3430059,2020
university of applied sciences,university of applied sciences,10.1145/3430036.3430061,2020
university of applied sciences,Hochschule Reutlingen,10.1145/3430036.3430061,2020
Hochschule Reutlingen,Hochschule Reutlingen,10.1145/3430036.3430061,2020
aarhus university,aarhus university,10.1145/3430036.3430042,2020
aalen university of applied sciences,aalen university of applied sciences,10.1145/3430036.3430066,2020
eindhoven university of technology,eindhoven university of technology,10.1145/3430036.3430043,2020
eindhoven university of technology,eindhoven university of technology,10.1145/3430036.3430049,2020
Texas Tech University,Texas Tech University,10.1145/3430036.3430071,2020
university of stuttgart,university of stuttgart,10.1145/3430036.3430047,2020
university of potsdam,university of potsdam,10.1145/3430036.3430045,2020
TU Delft,TU Delft,10.1145/3430036.3430070,2020
TU Delft,tu delft and eindhoven university of technology,10.1145/3430036.3430070,2020
eindhoven university of technology,eindhoven university of technology,10.1145/3430036.3430044,2020
Tokyo Institute of Technology,university of tokyo,10.1145/3430036.3430069,2020
Tokyo Institute of Technology,Tokyo Institute of Technology,10.1145/3430036.3430069,2020
eindhoven university of technology,eindhoven university of technology,10.1145/3430036.3430064,2020
central south university,central south university,10.1145/3430036.3430068,2020
Eindhoven University of Technology,Eindhoven University of Technology,10.1145/3430036.3430063,2020
university of potsdam,university of potsdam,10.1145/3430036.3432753,2020
Texas Tech University,Texas Tech University,10.1145/3430036.3430072,2020
Texas Tech University,Dell Inc,10.1145/3430036.3430072,2020
Royal Danish Academy,Royal Danish Academy,10.1145/3430036.3430073,2020
School of Computer Science and Technology,Microsoft Research Asia,10.1145/3356422.3356446,2019
School of Computer Science and Technology,School of Computer Science and Technology,10.1145/3356422.3356446,2019
vienna university of technology,vienna university of technology,10.1145/3356422.3356426,2019
information engineering university,information engineering university,10.1145/3356422.3356431,2019
university of potsdam,university of potsdam,10.1145/3356422.3356425,2019
university of potsdam,Targomo GmbH,10.1145/3356422.3356425,2019
Targomo GmbH,Targomo GmbH,10.1145/3356422.3356425,2019
eindhoven university of technology,eindhoven university of technology,10.1145/3356422.3356423,2019
University of Konstanz,University of Konstanz,10.1145/3356422.3356450,2019
University of Konstanz,Royal College of Arts,10.1145/3356422.3356450,2019
Shanghai Hanjie Science and Technology Development Co,Shanghai Hanjie Science and Technology Development Co,10.1145/3356422.3356424,2019
university of potsdam,university of potsdam,10.1145/3356422.3356444,2019
chinese academy of sciences and university of chinese academy of sciencess,Chinese Academy of Sciences,10.1145/3356422.3356430,2019
Chinese Academy of Sciences,Chinese Academy of Sciences,10.1145/3356422.3356430,2019
tianjin university,tianjin university,10.1145/3356422.3356449,2019
tianjin university,technology and business university,10.1145/3356422.3356449,2019
tianjin university,university of texas,10.1145/3356422.3356449,2019
tianjin university,university of science and technology of china,10.1145/3356422.3356449,2019
technology and business university,university of texas,10.1145/3356422.3356449,2019
technology and business university,university of science and technology of china,10.1145/3356422.3356449,2019
university of texas,university of science and technology of china,10.1145/3356422.3356449,2019
hunan university,hunan university,10.1145/3356422.3356441,2019
east china normal university,university of techonlogy sydney,10.1145/3356422.3356429,2019
east china normal university,east china normal university,10.1145/3356422.3356429,2019
east china normal university,Shanghai Chinafortune Co,10.1145/3356422.3356429,2019
east china normal university,ChengShu Information Technology,10.1145/3356422.3356429,2019
university of techonlogy sydney,Shanghai Chinafortune Co,10.1145/3356422.3356429,2019
university of techonlogy sydney,ChengShu Information Technology,10.1145/3356422.3356429,2019
Shanghai Chinafortune Co,ChengShu Information Technology,10.1145/3356422.3356429,2019
University of Konstanz,University of Konstanz,10.1145/3356422.3356435,2019
University of Konstanz,Department Evolutionary Ecology,10.1145/3356422.3356435,2019
Department Evolutionary Ecology,Department Evolutionary Ecology,10.1145/3356422.3356435,2019
eindhoven university of technology,eindhoven university of technology,10.1145/3356422.3356447,2019
zhejiang university,zhejiang university,10.1145/3356422.3356427,2019
engineering rwth aachen university,university of wuppertal,10.1145/3356422.3356434,2019
university of louisville,university of louisville,10.1145/3356422.3356438,2019
university of potsdam,university of potsdam,10.1145/3356422.3356445,2019
national university of defense technology,national university of defense technology,10.1145/3356422.3356442,2019
qufu normal university,qufu normal university,10.1145/3356422.3356428,2019
information engineering university,information engineering university,10.1145/3356422.3356432,2019
beijing normal university,beijing normal university,10.1145/3356422.3356436,2019
chalmers university of technology,LMU Munich,10.1145/3356422.3356437,2019
chalmers university of technology,Karlsruhe Institut für Technologie,10.1145/3356422.3356437,2019
chalmers university of technology,university of eastern finland,10.1145/3356422.3356437,2019
chalmers university of technology,chalmers university of technology,10.1145/3356422.3356437,2019
chalmers university of technology,chalmers university of technology gothenburg,10.1145/3356422.3356437,2019
LMU Munich,Karlsruhe Institut für Technologie,10.1145/3356422.3356437,2019
LMU Munich,university of eastern finland,10.1145/3356422.3356437,2019
LMU Munich,chalmers university of technology gothenburg,10.1145/3356422.3356437,2019
Karlsruhe Institut für Technologie,university of eastern finland,10.1145/3356422.3356437,2019
Karlsruhe Institut für Technologie,chalmers university of technology gothenburg,10.1145/3356422.3356437,2019
university of eastern finland,chalmers university of technology gothenburg,10.1145/3356422.3356437,2019
hohai university,hohai university,10.1145/3356422.3356443,2019
shanghai jiao tong university,shanghai jiao tong university,10.1145/3356422.3356448,2019
communication university of china,communication university of china,10.1145/3356422.3356451,2019
tongji university,tongji university,10.1145/3356422.3356452,2019
tianjin university,tianjin university,10.1145/3356422.3356453,2019
tianjin university,university of texas,10.1145/3356422.3356453,2019
tongji university,tongji university,10.1145/3356422.3356455,2019
tongji university,tongji university,10.1145/3356422.3356456,2019
tongji university,tongji university shanghai,10.1145/3356422.3356456,2019
east china university of science and technology,east china university of science and technology,10.1145/3356422.3356457,2019
east china university of science and technology,east china university of science and technology,10.1145/3356422.3356458,2019
east china university of science and technology,east china university of science and technology,10.1145/3356422.3356459,2019
east china university of science and technology,east china university of science and technology,10.1145/3356422.3356460,2019
east china university of science and technology,east china university of science and technology,10.1145/3356422.3356461,2019
