el1,el2,paper_doi,date
Quan Wen,Jie Li,10.1145/3105971.3108442,2017
Wenjun Guo,Seungwook Kim,10.1145/3105971.3108445,2017
Wenjun Guo,Sangjoon Son,10.1145/3105971.3108445,2017
Wenjun Guo,Changhyung Hong,10.1145/3105971.3108445,2017
Wenjun Guo,Hyunjung (Helen) Shin,10.1145/3105971.3108445,2017
Wenjun Guo,Kyungwon Lee,10.1145/3105971.3108445,2017
Seungwook Kim,Sangjoon Son,10.1145/3105971.3108445,2017
Seungwook Kim,Changhyung Hong,10.1145/3105971.3108445,2017
Seungwook Kim,Hyunjung (Helen) Shin,10.1145/3105971.3108445,2017
Seungwook Kim,Kyungwon Lee,10.1145/3105971.3108445,2017
Sangjoon Son,Changhyung Hong,10.1145/3105971.3108445,2017
Sangjoon Son,Hyunjung (Helen) Shin,10.1145/3105971.3108445,2017
Sangjoon Son,Kyungwon Lee,10.1145/3105971.3108445,2017
Changhyung Hong,Hyunjung (Helen) Shin,10.1145/3105971.3108445,2017
Changhyung Hong,Kyungwon Lee,10.1145/3105971.3108445,2017
Hyunjung (Helen) Shin,Kyungwon Lee,10.1145/3105971.3108445,2017
Thanyathorn Thanapattheerakul,Jaturong Kongmanee,10.1145/3105971.3108446,2017
Thanyathorn Thanapattheerakul,Jonathan Hoyin Chan,10.1145/3105971.3108446,2017
Jaturong Kongmanee,Jonathan Hoyin Chan,10.1145/3105971.3108446,2017
Saila Shama,Philip Lu,10.1145/3105971.3108448,2017
Saila Shama,Narumol Doungpan,10.1145/3105971.3108448,2017
Saila Shama,Asawin Meechai,10.1145/3105971.3108448,2017
Saila Shama,Jonathan Hoyin Chan,10.1145/3105971.3108448,2017
Philip Lu,Narumol Doungpan,10.1145/3105971.3108448,2017
Philip Lu,Asawin Meechai,10.1145/3105971.3108448,2017
Philip Lu,Jonathan Hoyin Chan,10.1145/3105971.3108448,2017
Narumol Doungpan,Asawin Meechai,10.1145/3105971.3108448,2017
Narumol Doungpan,Jonathan Hoyin Chan,10.1145/3105971.3108448,2017
Asawin Meechai,Jonathan Hoyin Chan,10.1145/3105971.3108448,2017
Jiafan Li,Changbo Wang,10.1145/3105971.3105992,2017
Jiafan Li,Yuhua Liu,10.1145/3105971.3105992,2017
Jiafan Li,Zhijie Qiao,10.1145/3105971.3105992,2017
Jiafan Li,Junjie Wang,10.1145/3105971.3105992,2017
Changbo Wang,Yuhua Liu,10.1145/3105971.3105992,2017
Changbo Wang,Zhijie Qiao,10.1145/3105971.3105992,2017
Changbo Wang,Junjie Wang,10.1145/3105971.3105992,2017
Yuhua Liu,Zhijie Qiao,10.1145/3105971.3105992,2017
Yuhua Liu,Junjie Wang,10.1145/3105971.3105992,2017
Zhijie Qiao,Junjie Wang,10.1145/3105971.3105992,2017
Wutthipong Kongburan,Praisan Padungweang,10.1145/3105971.3108449,2017
Wutthipong Kongburan,Worarat Krathu,10.1145/3105971.3108449,2017
Wutthipong Kongburan,Jonathan Hoyin Chan,10.1145/3105971.3108449,2017
Praisan Padungweang,Worarat Krathu,10.1145/3105971.3108449,2017
Praisan Padungweang,Jonathan Hoyin Chan,10.1145/3105971.3108449,2017
Worarat Krathu,Jonathan Hoyin Chan,10.1145/3105971.3108449,2017
Barış Serim,Luca Chech,10.1145/3105971.3105977,2017
Barış Serim,Marta Vasilieva,10.1145/3105971.3105977,2017
Barış Serim,Lorenzo Papa,10.1145/3105971.3105977,2017
Barış Serim,Luciano Gamberini,10.1145/3105971.3105977,2017
Barış Serim,Giulio Iacucci,10.1145/3105971.3105977,2017
Luca Chech,Marta Vasilieva,10.1145/3105971.3105977,2017
Luca Chech,Lorenzo Papa,10.1145/3105971.3105977,2017
Luca Chech,Luciano Gamberini,10.1145/3105971.3105977,2017
Luca Chech,Giulio Iacucci,10.1145/3105971.3105977,2017
Marta Vasilieva,Lorenzo Papa,10.1145/3105971.3105977,2017
Marta Vasilieva,Luciano Gamberini,10.1145/3105971.3105977,2017
Marta Vasilieva,Giulio Iacucci,10.1145/3105971.3105977,2017
Lorenzo Papa,Luciano Gamberini,10.1145/3105971.3105977,2017
Lorenzo Papa,Giulio Iacucci,10.1145/3105971.3105977,2017
Luciano Gamberini,Giulio Iacucci,10.1145/3105971.3105977,2017
Jiajing Zhang,K. Zhang,10.1145/3105971.3105974,2017
Jiajing Zhang,Ren Peng,10.1145/3105971.3105974,2017
Jiajing Zhang,Jinhui Yu,10.1145/3105971.3105974,2017
K. Zhang,Ren Peng,10.1145/3105971.3105974,2017
K. Zhang,Jinhui Yu,10.1145/3105971.3105974,2017
Ren Peng,Jinhui Yu,10.1145/3105971.3105974,2017
Michael Burch,Uwe Kloos,10.1145/3105971.3105989,2017
Michael Burch,Denise Junger,10.1145/3105971.3105989,2017
Michael Burch,Isabel Hagen,10.1145/3105971.3105989,2017
Michael Burch,Robin Horst,10.1145/3105971.3105989,2017
Michael Burch,Lukas Brand,10.1145/3105971.3105989,2017
Michael Burch,Armin Müller,10.1145/3105971.3105989,2017
Michael Burch,Benjamin Weinert,10.1145/3105971.3105989,2017
Uwe Kloos,Denise Junger,10.1145/3105971.3105989,2017
Uwe Kloos,Isabel Hagen,10.1145/3105971.3105989,2017
Uwe Kloos,Robin Horst,10.1145/3105971.3105989,2017
Uwe Kloos,Lukas Brand,10.1145/3105971.3105989,2017
Uwe Kloos,Armin Müller,10.1145/3105971.3105989,2017
Uwe Kloos,Benjamin Weinert,10.1145/3105971.3105989,2017
Denise Junger,Isabel Hagen,10.1145/3105971.3105989,2017
Denise Junger,Robin Horst,10.1145/3105971.3105989,2017
Denise Junger,Lukas Brand,10.1145/3105971.3105989,2017
Denise Junger,Armin Müller,10.1145/3105971.3105989,2017
Denise Junger,Benjamin Weinert,10.1145/3105971.3105989,2017
Isabel Hagen,Robin Horst,10.1145/3105971.3105989,2017
Isabel Hagen,Lukas Brand,10.1145/3105971.3105989,2017
Isabel Hagen,Armin Müller,10.1145/3105971.3105989,2017
Isabel Hagen,Benjamin Weinert,10.1145/3105971.3105989,2017
Robin Horst,Lukas Brand,10.1145/3105971.3105989,2017
Robin Horst,Armin Müller,10.1145/3105971.3105989,2017
Robin Horst,Benjamin Weinert,10.1145/3105971.3105989,2017
Lukas Brand,Armin Müller,10.1145/3105971.3105989,2017
Lukas Brand,Benjamin Weinert,10.1145/3105971.3105989,2017
Armin Müller,Benjamin Weinert,10.1145/3105971.3105989,2017
Robert P. Biuk-Aghai,Patrick Cheong-Iao Pang,10.1145/3105971.3105976,2017
Robert P. Biuk-Aghai,Bin Pang,10.1145/3105971.3105976,2017
Patrick Cheong-Iao Pang,Bin Pang,10.1145/3105971.3105976,2017
Dominique Tranquille,Gem Stapleton,10.1145/3105971.3105978,2017
Dominique Tranquille,Jim Burton,10.1145/3105971.3105978,2017
Dominique Tranquille,Peter J Rodgers,10.1145/3105971.3105978,2017
Gem Stapleton,Jim Burton,10.1145/3105971.3105978,2017
Gem Stapleton,Peter J Rodgers,10.1145/3105971.3105978,2017
Jim Burton,Peter J Rodgers,10.1145/3105971.3105978,2017
Mandy Keck,Dietrich Kammer,10.1145/3105971.3105979,2017
Mandy Keck,Thomas Gründer,10.1145/3105971.3105979,2017
Mandy Keck,Thomas Thom,10.1145/3105971.3105979,2017
Mandy Keck,Martin Kleinsteuber,10.1145/3105971.3105979,2017
Mandy Keck,Alexander Maasch,10.1145/3105971.3105979,2017
Mandy Keck,Rainer Groh,10.1145/3105971.3105979,2017
Dietrich Kammer,Thomas Gründer,10.1145/3105971.3105979,2017
Dietrich Kammer,Thomas Thom,10.1145/3105971.3105979,2017
Dietrich Kammer,Martin Kleinsteuber,10.1145/3105971.3105979,2017
Dietrich Kammer,Alexander Maasch,10.1145/3105971.3105979,2017
Dietrich Kammer,Rainer Groh,10.1145/3105971.3105979,2017
Thomas Gründer,Thomas Thom,10.1145/3105971.3105979,2017
Thomas Gründer,Martin Kleinsteuber,10.1145/3105971.3105979,2017
Thomas Gründer,Alexander Maasch,10.1145/3105971.3105979,2017
Thomas Gründer,Rainer Groh,10.1145/3105971.3105979,2017
Thomas Thom,Martin Kleinsteuber,10.1145/3105971.3105979,2017
Thomas Thom,Alexander Maasch,10.1145/3105971.3105979,2017
Thomas Thom,Rainer Groh,10.1145/3105971.3105979,2017
Martin Kleinsteuber,Alexander Maasch,10.1145/3105971.3105979,2017
Martin Kleinsteuber,Rainer Groh,10.1145/3105971.3105979,2017
Alexander Maasch,Rainer Groh,10.1145/3105971.3105979,2017
Yuri Sato,Gem Stapleton,10.1145/3105971.3105988,2017
Yuri Sato,Mateja Jamnik,10.1145/3105971.3105988,2017
Yuri Sato,Zohreh Shams,10.1145/3105971.3105988,2017
Yuri Sato,Andrew Blake,10.1145/3105971.3105988,2017
Gem Stapleton,Mateja Jamnik,10.1145/3105971.3105988,2017
Gem Stapleton,Zohreh Shams,10.1145/3105971.3105988,2017
Gem Stapleton,Andrew Blake,10.1145/3105971.3105988,2017
Mateja Jamnik,Zohreh Shams,10.1145/3105971.3105988,2017
Mateja Jamnik,Andrew Blake,10.1145/3105971.3105988,2017
Zohreh Shams,Andrew Blake,10.1145/3105971.3105988,2017
Francesco Paduano,Ronak Etemadpour,10.1145/2968220.2968229,2016
Francesco Paduano,Angus Graeme Forbes,10.1145/2968220.2968229,2016
Ronak Etemadpour,Angus Graeme Forbes,10.1145/2968220.2968229,2016
Yun Wang,Dongyu Liu,10.1145/2968220.2968242,2016
Yun Wang,Huamin Qu,10.1145/2968220.2968242,2016
Yun Wang,Qiong Luo,10.1145/2968220.2968242,2016
Yun Wang,Xiaojuan Ma,10.1145/2968220.2968242,2016
Dongyu Liu,Huamin Qu,10.1145/2968220.2968242,2016
Dongyu Liu,Qiong Luo,10.1145/2968220.2968242,2016
Dongyu Liu,Xiaojuan Ma,10.1145/2968220.2968242,2016
Huamin Qu,Qiong Luo,10.1145/2968220.2968242,2016
Huamin Qu,Xiaojuan Ma,10.1145/2968220.2968242,2016
Qiong Luo,Xiaojuan Ma,10.1145/2968220.2968242,2016
Yang Shi,Yaoxue Zhang,10.1145/2968220.2968221,2016
Yang Shi,Fangfang Zhou,10.1145/2968220.2968221,2016
Yang Shi,Ying Zhao,10.1145/2968220.2968221,2016
Yang Shi,Guojun Wang,10.1145/2968220.2968221,2016
Yang Shi,Ronghua Shi,10.1145/2968220.2968221,2016
Yang Shi,Xing Liang,10.1145/2968220.2968221,2016
Yaoxue Zhang,Fangfang Zhou,10.1145/2968220.2968221,2016
Yaoxue Zhang,Ying Zhao,10.1145/2968220.2968221,2016
Yaoxue Zhang,Guojun Wang,10.1145/2968220.2968221,2016
Yaoxue Zhang,Ronghua Shi,10.1145/2968220.2968221,2016
Yaoxue Zhang,Xing Liang,10.1145/2968220.2968221,2016
Fangfang Zhou,Ying Zhao,10.1145/2968220.2968221,2016
Fangfang Zhou,Guojun Wang,10.1145/2968220.2968221,2016
Fangfang Zhou,Ronghua Shi,10.1145/2968220.2968221,2016
Fangfang Zhou,Xing Liang,10.1145/2968220.2968221,2016
Ying Zhao,Guojun Wang,10.1145/2968220.2968221,2016
Ying Zhao,Ronghua Shi,10.1145/2968220.2968221,2016
Ying Zhao,Xing Liang,10.1145/2968220.2968221,2016
Guojun Wang,Ronghua Shi,10.1145/2968220.2968221,2016
Guojun Wang,Xing Liang,10.1145/2968220.2968221,2016
Ronghua Shi,Xing Liang,10.1145/2968220.2968221,2016
Rainer C Splechtna,Alexandra Diehl,10.1145/2968220.2968238,2016
Rainer C Splechtna,Mai H Elshehaly,10.1145/2968220.2968238,2016
Rainer C Splechtna,Claudio A Delrieux,10.1145/2968220.2968238,2016
Rainer C Splechtna,Denis Gracanin,10.1145/2968220.2968238,2016
Rainer C Splechtna,Krešimir Matković,10.1145/2968220.2968238,2016
Alexandra Diehl,Mai H Elshehaly,10.1145/2968220.2968238,2016
Alexandra Diehl,Claudio A Delrieux,10.1145/2968220.2968238,2016
Alexandra Diehl,Denis Gracanin,10.1145/2968220.2968238,2016
Alexandra Diehl,Krešimir Matković,10.1145/2968220.2968238,2016
Mai H Elshehaly,Claudio A Delrieux,10.1145/2968220.2968238,2016
Mai H Elshehaly,Denis Gracanin,10.1145/2968220.2968238,2016
Mai H Elshehaly,Krešimir Matković,10.1145/2968220.2968238,2016
Claudio A Delrieux,Denis Gracanin,10.1145/2968220.2968238,2016
Claudio A Delrieux,Krešimir Matković,10.1145/2968220.2968238,2016
Denis Gracanin,Krešimir Matković,10.1145/2968220.2968238,2016
Kouhei Yasuda,Shigeo Takahashi,10.1145/2968220.2968224,2016
Kouhei Yasuda,Hsiangyun Wu,10.1145/2968220.2968224,2016
Shigeo Takahashi,Hsiangyun Wu,10.1145/2968220.2968224,2016
Quang Vinh Nguyen,Simeon J Simoff,10.1145/2968220.2968248,2016
Quang Vinh Nguyen,Yu Qian,10.1145/2968220.2968248,2016
Quang Vinh Nguyen,Maolin Huang,10.1145/2968220.2968248,2016
Simeon J Simoff,Yu Qian,10.1145/2968220.2968248,2016
Simeon J Simoff,Maolin Huang,10.1145/2968220.2968248,2016
Yu Qian,Maolin Huang,10.1145/2968220.2968248,2016
Martin Röhlig,H. Schumann,10.1145/2968220.2968230,2016
Ruth West,Meghan Kajihara,10.1145/2968220.2968235,2016
Ruth West,Max Parola,10.1145/2968220.2968235,2016
Ruth West,Kathryn Hays,10.1145/2968220.2968235,2016
Ruth West,Luke Hillard,10.1145/2968220.2968235,2016
Ruth West,Anne Carlew,10.1145/2968220.2968235,2016
Ruth West,Jeremey Deutsch,10.1145/2968220.2968235,2016
Ruth West,Brandon Lane,10.1145/2968220.2968235,2016
Ruth West,Michelle Holloway,10.1145/2968220.2968235,2016
Ruth West,Brendan John,10.1145/2968220.2968235,2016
Ruth West,Anahita Sanandaji,10.1145/2968220.2968235,2016
Ruth West,Cindy Marie Grimm,10.1145/2968220.2968235,2016
Meghan Kajihara,Max Parola,10.1145/2968220.2968235,2016
Meghan Kajihara,Kathryn Hays,10.1145/2968220.2968235,2016
Meghan Kajihara,Luke Hillard,10.1145/2968220.2968235,2016
Meghan Kajihara,Anne Carlew,10.1145/2968220.2968235,2016
Meghan Kajihara,Jeremey Deutsch,10.1145/2968220.2968235,2016
Meghan Kajihara,Brandon Lane,10.1145/2968220.2968235,2016
Meghan Kajihara,Michelle Holloway,10.1145/2968220.2968235,2016
Meghan Kajihara,Brendan John,10.1145/2968220.2968235,2016
Meghan Kajihara,Anahita Sanandaji,10.1145/2968220.2968235,2016
Meghan Kajihara,Cindy Marie Grimm,10.1145/2968220.2968235,2016
Max Parola,Kathryn Hays,10.1145/2968220.2968235,2016
Max Parola,Luke Hillard,10.1145/2968220.2968235,2016
Max Parola,Anne Carlew,10.1145/2968220.2968235,2016
Max Parola,Jeremey Deutsch,10.1145/2968220.2968235,2016
Max Parola,Brandon Lane,10.1145/2968220.2968235,2016
Max Parola,Michelle Holloway,10.1145/2968220.2968235,2016
Max Parola,Brendan John,10.1145/2968220.2968235,2016
Max Parola,Anahita Sanandaji,10.1145/2968220.2968235,2016
Max Parola,Cindy Marie Grimm,10.1145/2968220.2968235,2016
Kathryn Hays,Luke Hillard,10.1145/2968220.2968235,2016
Kathryn Hays,Anne Carlew,10.1145/2968220.2968235,2016
Kathryn Hays,Jeremey Deutsch,10.1145/2968220.2968235,2016
Kathryn Hays,Brandon Lane,10.1145/2968220.2968235,2016
Kathryn Hays,Michelle Holloway,10.1145/2968220.2968235,2016
Kathryn Hays,Brendan John,10.1145/2968220.2968235,2016
Kathryn Hays,Anahita Sanandaji,10.1145/2968220.2968235,2016
Kathryn Hays,Cindy Marie Grimm,10.1145/2968220.2968235,2016
Luke Hillard,Anne Carlew,10.1145/2968220.2968235,2016
Luke Hillard,Jeremey Deutsch,10.1145/2968220.2968235,2016
Luke Hillard,Brandon Lane,10.1145/2968220.2968235,2016
Luke Hillard,Michelle Holloway,10.1145/2968220.2968235,2016
Luke Hillard,Brendan John,10.1145/2968220.2968235,2016
Luke Hillard,Anahita Sanandaji,10.1145/2968220.2968235,2016
Luke Hillard,Cindy Marie Grimm,10.1145/2968220.2968235,2016
Anne Carlew,Jeremey Deutsch,10.1145/2968220.2968235,2016
Anne Carlew,Brandon Lane,10.1145/2968220.2968235,2016
Anne Carlew,Michelle Holloway,10.1145/2968220.2968235,2016
Anne Carlew,Brendan John,10.1145/2968220.2968235,2016
Anne Carlew,Anahita Sanandaji,10.1145/2968220.2968235,2016
Anne Carlew,Cindy Marie Grimm,10.1145/2968220.2968235,2016
Jeremey Deutsch,Brandon Lane,10.1145/2968220.2968235,2016
Jeremey Deutsch,Michelle Holloway,10.1145/2968220.2968235,2016
Jeremey Deutsch,Brendan John,10.1145/2968220.2968235,2016
Jeremey Deutsch,Anahita Sanandaji,10.1145/2968220.2968235,2016
Jeremey Deutsch,Cindy Marie Grimm,10.1145/2968220.2968235,2016
Brandon Lane,Michelle Holloway,10.1145/2968220.2968235,2016
Brandon Lane,Brendan John,10.1145/2968220.2968235,2016
Brandon Lane,Anahita Sanandaji,10.1145/2968220.2968235,2016
Brandon Lane,Cindy Marie Grimm,10.1145/2968220.2968235,2016
Michelle Holloway,Brendan John,10.1145/2968220.2968235,2016
Michelle Holloway,Anahita Sanandaji,10.1145/2968220.2968235,2016
Michelle Holloway,Cindy Marie Grimm,10.1145/2968220.2968235,2016
Brendan John,Anahita Sanandaji,10.1145/2968220.2968235,2016
Brendan John,Cindy Marie Grimm,10.1145/2968220.2968235,2016
Anahita Sanandaji,Cindy Marie Grimm,10.1145/2968220.2968235,2016
Zheng Huang,Jed Limke,10.1145/2968220.2968236,2016
Zheng Huang,Jun Kong,10.1145/2968220.2968236,2016
Jed Limke,Jun Kong,10.1145/2968220.2968236,2016
Patrick Cheong-Iao Pang,Robert P. Biuk-Aghai,10.1145/2968220.2968239,2016
Patrick Cheong-Iao Pang,Muye Yang,10.1145/2968220.2968239,2016
Robert P. Biuk-Aghai,Muye Yang,10.1145/2968220.2968239,2016
Yina Li,Dongjin Li,10.1145/2968220.2968240,2016
Casey Haber,Lyndonong Yiu,10.1145/2968220.2968241,2016
Casey Haber,Alark Joshi,10.1145/2968220.2968241,2016
Casey Haber,Sophie Engle,10.1145/2968220.2968241,2016
Lyndonong Yiu,Alark Joshi,10.1145/2968220.2968241,2016
Lyndonong Yiu,Sophie Engle,10.1145/2968220.2968241,2016
Alark Joshi,Sophie Engle,10.1145/2968220.2968241,2016
Hui Lei,Cong Xie,10.1145/2968220.2968222,2016
Hui Lei,Pingping Shang,10.1145/2968220.2968222,2016
Hui Lei,Fan Zhang,10.1145/2968220.2968222,2016
Hui Lei,Weri Chen,10.1145/2968220.2968222,2016
Hui Lei,Qunsheng Peng,10.1145/2968220.2968222,2016
Cong Xie,Pingping Shang,10.1145/2968220.2968222,2016
Cong Xie,Fan Zhang,10.1145/2968220.2968222,2016
Cong Xie,Weri Chen,10.1145/2968220.2968222,2016
Cong Xie,Qunsheng Peng,10.1145/2968220.2968222,2016
Pingping Shang,Fan Zhang,10.1145/2968220.2968222,2016
Pingping Shang,Weri Chen,10.1145/2968220.2968222,2016
Pingping Shang,Qunsheng Peng,10.1145/2968220.2968222,2016
Fan Zhang,Weri Chen,10.1145/2968220.2968222,2016
Fan Zhang,Qunsheng Peng,10.1145/2968220.2968222,2016
Weri Chen,Qunsheng Peng,10.1145/2968220.2968222,2016
Tobias Ruppert,Andreas Bannach,10.1145/2968220.2968223,2016
Tobias Ruppert,Jürgen Bernard,10.1145/2968220.2968223,2016
Tobias Ruppert,Hendrik Lücke-Tieke,10.1145/2968220.2968223,2016
Tobias Ruppert,Alex Ulmer,10.1145/2968220.2968223,2016
Tobias Ruppert,Jörn Kohlhammer,10.1145/2968220.2968223,2016
Andreas Bannach,Jürgen Bernard,10.1145/2968220.2968223,2016
Andreas Bannach,Hendrik Lücke-Tieke,10.1145/2968220.2968223,2016
Andreas Bannach,Alex Ulmer,10.1145/2968220.2968223,2016
Andreas Bannach,Jörn Kohlhammer,10.1145/2968220.2968223,2016
Jürgen Bernard,Hendrik Lücke-Tieke,10.1145/2968220.2968223,2016
Jürgen Bernard,Alex Ulmer,10.1145/2968220.2968223,2016
Jürgen Bernard,Jörn Kohlhammer,10.1145/2968220.2968223,2016
Hendrik Lücke-Tieke,Alex Ulmer,10.1145/2968220.2968223,2016
Hendrik Lücke-Tieke,Jörn Kohlhammer,10.1145/2968220.2968223,2016
Alex Ulmer,Jörn Kohlhammer,10.1145/2968220.2968223,2016
Jiangen He,Chaomei Chen,10.1145/2968220.2968244,2016
Wenqian Ji,Yan Tang,10.1145/2968220.2968246,2016
Wenqian Ji,Pengju Ma,10.1145/2968220.2968246,2016
Wenqian Ji,Shijie Tang,10.1145/2968220.2968246,2016
Wenqian Ji,Zhipeng Fang,10.1145/2968220.2968246,2016
Wenqian Ji,Xuan Li,10.1145/2968220.2968246,2016
Wenqian Ji,Tianjian Chen,10.1145/2968220.2968246,2016
Yan Tang,Pengju Ma,10.1145/2968220.2968246,2016
Yan Tang,Shijie Tang,10.1145/2968220.2968246,2016
Yan Tang,Zhipeng Fang,10.1145/2968220.2968246,2016
Yan Tang,Xuan Li,10.1145/2968220.2968246,2016
Yan Tang,Tianjian Chen,10.1145/2968220.2968246,2016
Pengju Ma,Shijie Tang,10.1145/2968220.2968246,2016
Pengju Ma,Zhipeng Fang,10.1145/2968220.2968246,2016
Pengju Ma,Xuan Li,10.1145/2968220.2968246,2016
Pengju Ma,Tianjian Chen,10.1145/2968220.2968246,2016
Shijie Tang,Zhipeng Fang,10.1145/2968220.2968246,2016
Shijie Tang,Xuan Li,10.1145/2968220.2968246,2016
Shijie Tang,Tianjian Chen,10.1145/2968220.2968246,2016
Zhipeng Fang,Xuan Li,10.1145/2968220.2968246,2016
Zhipeng Fang,Tianjian Chen,10.1145/2968220.2968246,2016
Xuan Li,Tianjian Chen,10.1145/2968220.2968246,2016
Lina Zhang,Kwan-Liu Ma,10.1145/2968220.2968228,2016
Lina Zhang,Jinhui Yu,10.1145/2968220.2968228,2016
Kwan-Liu Ma,Jinhui Yu,10.1145/2968220.2968228,2016
Lu Xiong,K. Zhang,10.1145/2968220.2968232,2016
Kai Sun,Yuhua Liu,10.1145/2968220.2968227,2016
Kai Sun,Zongchao Guo,10.1145/2968220.2968227,2016
Kai Sun,Changbo Wang,10.1145/2968220.2968227,2016
Yuhua Liu,Zongchao Guo,10.1145/2968220.2968227,2016
Yuhua Liu,Changbo Wang,10.1145/2968220.2968227,2016
Zongchao Guo,Changbo Wang,10.1145/2968220.2968227,2016
Iliesa S Delai,Meilan Jin,10.1145/2968220.2968231,2016
Iliesa S Delai,Geoffrey M Draper,10.1145/2968220.2968231,2016
Meilan Jin,Geoffrey M Draper,10.1145/2968220.2968231,2016
Seimei Matsusaki,Xi Han,10.1145/2968220.2968233,2016
Seimei Matsusaki,Alark Joshi,10.1145/2968220.2968233,2016
Seimei Matsusaki,Sophie Engle,10.1145/2968220.2968233,2016
Xi Han,Alark Joshi,10.1145/2968220.2968233,2016
Xi Han,Sophie Engle,10.1145/2968220.2968233,2016
Alark Joshi,Sophie Engle,10.1145/2968220.2968233,2016
Yinan Li,Jian Wang,10.1145/2968220.2968243,2016
Daniel Wilches,Amy Banić,10.1145/2968220.2968245,2016
Sarah Hong,Yuyi Liu,10.1145/2968220.2972225,2016
Sarah Hong,Zhao Xiao,10.1145/2968220.2972225,2016
Yuyi Liu,Zhao Xiao,10.1145/2968220.2972225,2016
Jie Wu,Guangxi Chen,10.1145/2968220.2972226,2016
Wang Qian,Xiao Bing,10.1145/2968220.2968234,2016
Vetria Laverne Byrd,Joseph A Cottam,10.1145/2968220.2968249,2016
Hanbyul Yeon,Yun Jang,10.1145/2801040.2801054,2015
Koji Kainou,Hotaka Takizawa,10.1145/2801040.2801043,2015
Koji Kainou,Mayumi Aoyagi,10.1145/2801040.2801043,2015
Koji Kainou,Nobuo Ezaki,10.1145/2801040.2801043,2015
Koji Kainou,Shinji Mizuno,10.1145/2801040.2801043,2015
Hotaka Takizawa,Mayumi Aoyagi,10.1145/2801040.2801043,2015
Hotaka Takizawa,Nobuo Ezaki,10.1145/2801040.2801043,2015
Hotaka Takizawa,Shinji Mizuno,10.1145/2801040.2801043,2015
Mayumi Aoyagi,Nobuo Ezaki,10.1145/2801040.2801043,2015
Mayumi Aoyagi,Shinji Mizuno,10.1145/2801040.2801043,2015
Nobuo Ezaki,Shinji Mizuno,10.1145/2801040.2801043,2015
Christoph Müller,Guido Reina,10.1145/2801040.2801055,2015
Christoph Müller,Thomas Ertl,10.1145/2801040.2801055,2015
Guido Reina,Thomas Ertl,10.1145/2801040.2801055,2015
Michael Krone,Christoph Müller,10.1145/2801040.2801057,2015
Michael Krone,Thomas Ertl,10.1145/2801040.2801057,2015
Christoph Müller,Thomas Ertl,10.1145/2801040.2801057,2015
Alexandros Panagiotidis,Guido Reina,10.1145/2801040.2801053,2015
Alexandros Panagiotidis,Michael Burch,10.1145/2801040.2801053,2015
Alexandros Panagiotidis,Tilo Pfannkuch,10.1145/2801040.2801053,2015
Alexandros Panagiotidis,Thomas Ertl,10.1145/2801040.2801053,2015
Guido Reina,Michael Burch,10.1145/2801040.2801053,2015
Guido Reina,Tilo Pfannkuch,10.1145/2801040.2801053,2015
Guido Reina,Thomas Ertl,10.1145/2801040.2801053,2015
Michael Burch,Tilo Pfannkuch,10.1145/2801040.2801053,2015
Michael Burch,Thomas Ertl,10.1145/2801040.2801053,2015
Tilo Pfannkuch,Thomas Ertl,10.1145/2801040.2801053,2015
Andrew Kennedy,Karsten Klein,10.1145/2801040.2801059,2015
Andrew Kennedy,An Nguyen,10.1145/2801040.2801059,2015
Karsten Klein,An Nguyen,10.1145/2801040.2801059,2015
Tingyu Chen,Sai Keung Wong,10.1145/2801040.2801046,2015
Chica Matsueda,Takayuki Itoh,10.1145/2801040.2801044,2015
John B McGhee,Angelica G Thompson-Butel,10.1145/2801040.2801051,2015
John B McGhee,Steven Faux,10.1145/2801040.2801051,2015
John B McGhee,Pascal Bou-Haidar,10.1145/2801040.2801051,2015
John B McGhee,John Bailey,10.1145/2801040.2801051,2015
Angelica G Thompson-Butel,Steven Faux,10.1145/2801040.2801051,2015
Angelica G Thompson-Butel,Pascal Bou-Haidar,10.1145/2801040.2801051,2015
Angelica G Thompson-Butel,John Bailey,10.1145/2801040.2801051,2015
Steven Faux,Pascal Bou-Haidar,10.1145/2801040.2801051,2015
Steven Faux,John Bailey,10.1145/2801040.2801051,2015
Pascal Bou-Haidar,John Bailey,10.1145/2801040.2801051,2015
Ajune Wanis Ismail,Mark Nathan Billinghurst,10.1145/2801040.2801058,2015
Ajune Wanis Ismail,Mohd Shahrizal Bin Sunar,10.1145/2801040.2801058,2015
Mark Nathan Billinghurst,Mohd Shahrizal Bin Sunar,10.1145/2801040.2801058,2015
Marco Angelini,Giuseppe Santucci,10.1145/2801040.2801052,2015
Jie Li,Zhaopeng Meng,10.1145/2801040.2801061,2015
Jie Li,Maolin Huang,10.1145/2801040.2801061,2015
Jie Li,K. Zhang,10.1145/2801040.2801061,2015
Zhaopeng Meng,Maolin Huang,10.1145/2801040.2801061,2015
Zhaopeng Meng,K. Zhang,10.1145/2801040.2801061,2015
Maolin Huang,K. Zhang,10.1145/2801040.2801061,2015
Eriko Koike,Takayuki Itoh,10.1145/2801040.2801041,2015
Aditeya Pandey,Kunal Ranjan,10.1145/2801040.2801049,2015
Aditeya Pandey,Geetika Sharma,10.1145/2801040.2801049,2015
Aditeya Pandey,Lipika Dey,10.1145/2801040.2801049,2015
Kunal Ranjan,Geetika Sharma,10.1145/2801040.2801049,2015
Kunal Ranjan,Lipika Dey,10.1145/2801040.2801049,2015
