e1,e2,value
Hanbyul Yeon,Yun Jang,3
Koji Kainou,Hotaka Takizawa,1
Koji Kainou,Mayumi Aoyagi,1
Koji Kainou,Nobuo Ezaki,1
Koji Kainou,Shinji Mizuno,1
Hotaka Takizawa,Mayumi Aoyagi,1
Hotaka Takizawa,Nobuo Ezaki,1
Hotaka Takizawa,Shinji Mizuno,1
Mayumi Aoyagi,Nobuo Ezaki,1
Mayumi Aoyagi,Shinji Mizuno,1
Nobuo Ezaki,Shinji Mizuno,1
Christoph Müller,Guido Reina,2
Christoph Müller,Thomas Ertl,3
Guido Reina,Thomas Ertl,3
Christoph Müller,Michael Krone,2
Michael Krone,Thomas Ertl,2
Alexandros Panagiotidis,Guido Reina,1
Alexandros Panagiotidis,Michael Burch,1
Alexandros Panagiotidis,Tilo Pfannkuch,1
Alexandros Panagiotidis,Thomas Ertl,1
Guido Reina,Michael Burch,1
Guido Reina,Tilo Pfannkuch,1
Michael Burch,Tilo Pfannkuch,1
Michael Burch,Thomas Ertl,1
Tilo Pfannkuch,Thomas Ertl,1
Andrew Kennedy,Karsten Klein,1
Andrew Kennedy,An Nguyen,1
Karsten Klein,An Nguyen,1
Tingyu Chen,Sai Keung Wong,1
Chica Matsueda,Takayuki Itoh,1
John B McGhee,Angelica G Thompson-Butel,1
John B McGhee,Steven Faux,1
John B McGhee,Pascal Bou-Haidar,1
John B McGhee,John Bailey,1
Angelica G Thompson-Butel,Steven Faux,1
Angelica G Thompson-Butel,Pascal Bou-Haidar,1
Angelica G Thompson-Butel,John Bailey,1
Steven Faux,Pascal Bou-Haidar,1
Steven Faux,John Bailey,1
Pascal Bou-Haidar,John Bailey,1
Ajune Wanis Ismail,Mark Nathan Billinghurst,1
Ajune Wanis Ismail,Mohd Shahrizal Bin Sunar,1
Mark Nathan Billinghurst,Mohd Shahrizal Bin Sunar,1
Marco Angelini,Giuseppe Santucci,1
Jie Li,Zhaopeng Meng,1
Jie Li,Maolin Huang,1
Jie Li,K. Zhang,4
Zhaopeng Meng,Maolin Huang,1
Zhaopeng Meng,K. Zhang,1
Maolin Huang,K. Zhang,1
Eriko Koike,Takayuki Itoh,1
Aditeya Pandey,Kunal Ranjan,1
Aditeya Pandey,Geetika Sharma,1
Aditeya Pandey,Lipika Dey,1
Kunal Ranjan,Geetika Sharma,1
Kunal Ranjan,Lipika Dey,1
Geetika Sharma,Lipika Dey,1
Yan Huang,Cui-Xia Ma,1
Yan Huang,Hong'an Wang,1
Cui-Xia Ma,Hong'an Wang,1
Yina Li,Dongjin Li,2
Yina Li,K. Zhang,1
Dongjin Li,K. Zhang,1
Christoph Müller,Katrin Scharnowski,1
Michael Krone,Katrin Scharnowski,1
Michael Krone,Guido Reina,1
Katrin Scharnowski,Guido Reina,1
Katrin Scharnowski,Thomas Ertl,1
Robert P. Biuk-Aghai,Muye Yang,2
Yukari Shirota,Yutaka Takahashi,2
Yukari Shirota,Nobuhide Tanaka,2
Yukari Shirota,Michiya Morita,2
Yutaka Takahashi,Nobuhide Tanaka,2
Yutaka Takahashi,Michiya Morita,2
Nobuhide Tanaka,Michiya Morita,2
Makiko Harada,Hidenori Watanave,1
Nozomi Tamaki,Masahito Hirakawa,1
Harrison Cook,Quang Vinh Nguyen,1
Harrison Cook,Simeon J Simoff,1
Antoine Trouvé,Kazuaki J Murakami,1
Sayaka Yagi,Takayuki Itoh,1
Sayaka Yagi,Masahiro Takatsuka,1
Takayuki Itoh,Masahiro Takatsuka,1
Hyoji Ha,Sungyun Bae,1
Hyoji Ha,Hyunwoo Han,1
Hyoji Ha,Kyungwon Lee,1
Sungyun Bae,Hyunwoo Han,1
Sungyun Bae,Kyungwon Lee,1
Hyunwoo Han,Kyungwon Lee,2
Shinya Tachihara,Takehiko Yamaguchi,1
Shinya Tachihara,Naoki Ishiura,1
Shinya Tachihara,Mickaël Dinomais,1
Shinya Tachihara,Paul Richard,1
Shinya Tachihara,Sylvie Nguyen,1
Takehiko Yamaguchi,Naoki Ishiura,1
Takehiko Yamaguchi,Mickaël Dinomais,1
Takehiko Yamaguchi,Paul Richard,1
Takehiko Yamaguchi,Sylvie Nguyen,1
Naoki Ishiura,Mickaël Dinomais,1
Naoki Ishiura,Paul Richard,1
Naoki Ishiura,Sylvie Nguyen,1
Mickaël Dinomais,Paul Richard,1
Mickaël Dinomais,Sylvie Nguyen,1
Paul Richard,Sylvie Nguyen,1
Tetsuji Takada,Katsuhiro Amako,1
Jiann Der Lee,Haoche Lee,1
Jiann Der Lee,Chunghung Hsieh,1
Jiann Der Lee,Chiehtsai Wu,1
Jiann Der Lee,Shintseng Lee,1
Haoche Lee,Chunghung Hsieh,1
Haoche Lee,Chiehtsai Wu,1
Haoche Lee,Shintseng Lee,1
Chunghung Hsieh,Chiehtsai Wu,1
Chunghung Hsieh,Shintseng Lee,1
Chiehtsai Wu,Shintseng Lee,1
Norio Katayama,Hiroshi Mo,1
Norio Katayama,Shin'ichi Satoh,1
Hiroshi Mo,Shin'ichi Satoh,1
Mengjia Zhang,Jie Li,1
Mengjia Zhang,K. Zhang,1
Francesco Paduano,Ronak Etemadpour,1
Francesco Paduano,Angus Graeme Forbes,1
Ronak Etemadpour,Angus Graeme Forbes,1
Yun Wang,Dongyu Liu,1
Yun Wang,Huamin Qu,1
Yun Wang,Qiong Luo,1
Yun Wang,Xiaojuan Ma,1
Dongyu Liu,Huamin Qu,1
Dongyu Liu,Qiong Luo,1
Dongyu Liu,Xiaojuan Ma,1
Huamin Qu,Qiong Luo,1
Huamin Qu,Xiaojuan Ma,1
Qiong Luo,Xiaojuan Ma,1
Yang Shi,Yaoxue Zhang,1
Yang Shi,Fangfang Zhou,1
Yang Shi,Ying Zhao,1
Yang Shi,Guojun Wang,1
Yang Shi,Ronghua Shi,1
Yang Shi,Xing Liang,1
Yaoxue Zhang,Fangfang Zhou,1
Yaoxue Zhang,Ying Zhao,1
Yaoxue Zhang,Guojun Wang,1
Yaoxue Zhang,Ronghua Shi,1
Yaoxue Zhang,Xing Liang,1
Fangfang Zhou,Guojun Wang,1
Fangfang Zhou,Ronghua Shi,1
Fangfang Zhou,Xing Liang,1
Ying Zhao,Guojun Wang,1
Ying Zhao,Ronghua Shi,1
Ying Zhao,Xing Liang,1
Guojun Wang,Ronghua Shi,1
Guojun Wang,Xing Liang,1
Ronghua Shi,Xing Liang,1
Rainer C Splechtna,Alexandra Diehl,1
Rainer C Splechtna,Mai H Elshehaly,1
Rainer C Splechtna,Claudio A Delrieux,1
Rainer C Splechtna,Denis Gracanin,1
Rainer C Splechtna,Krešimir Matković,1
Alexandra Diehl,Mai H Elshehaly,1
Alexandra Diehl,Claudio A Delrieux,1
Alexandra Diehl,Denis Gracanin,1
Alexandra Diehl,Krešimir Matković,1
Mai H Elshehaly,Claudio A Delrieux,1
Mai H Elshehaly,Denis Gracanin,1
Mai H Elshehaly,Krešimir Matković,1
Claudio A Delrieux,Denis Gracanin,1
Claudio A Delrieux,Krešimir Matković,1
Denis Gracanin,Krešimir Matković,1
Kouhei Yasuda,Shigeo Takahashi,1
Kouhei Yasuda,Hsiangyun Wu,1
Simeon J Simoff,Yu Qian,1
Martin Röhlig,H. Schumann,1
Ruth West,Meghan Kajihara,1
Ruth West,Max Parola,1
Ruth West,Kathryn Hays,1
Ruth West,Luke Hillard,1
Ruth West,Anne Carlew,1
Ruth West,Jeremey Deutsch,1
Ruth West,Brandon Lane,1
Ruth West,Michelle Holloway,1
Ruth West,Brendan John,1
Ruth West,Anahita Sanandaji,1
Ruth West,Cindy Marie Grimm,1
Meghan Kajihara,Max Parola,1
Meghan Kajihara,Kathryn Hays,1
Meghan Kajihara,Luke Hillard,1
Meghan Kajihara,Anne Carlew,1
Meghan Kajihara,Jeremey Deutsch,1
Meghan Kajihara,Brandon Lane,1
Meghan Kajihara,Michelle Holloway,1
Meghan Kajihara,Brendan John,1
Meghan Kajihara,Anahita Sanandaji,1
Meghan Kajihara,Cindy Marie Grimm,1
Max Parola,Kathryn Hays,1
Max Parola,Luke Hillard,1
Max Parola,Anne Carlew,1
Max Parola,Jeremey Deutsch,1
Max Parola,Brandon Lane,1
Max Parola,Michelle Holloway,1
Max Parola,Brendan John,1
Max Parola,Anahita Sanandaji,1
Max Parola,Cindy Marie Grimm,1
Kathryn Hays,Luke Hillard,1
Kathryn Hays,Anne Carlew,1
Kathryn Hays,Jeremey Deutsch,1
Kathryn Hays,Brandon Lane,1
Kathryn Hays,Michelle Holloway,1
Kathryn Hays,Brendan John,1
Kathryn Hays,Anahita Sanandaji,1
Kathryn Hays,Cindy Marie Grimm,1
Luke Hillard,Anne Carlew,1
Luke Hillard,Jeremey Deutsch,1
Luke Hillard,Brandon Lane,1
Luke Hillard,Michelle Holloway,1
Luke Hillard,Brendan John,1
Luke Hillard,Anahita Sanandaji,1
Luke Hillard,Cindy Marie Grimm,1
Anne Carlew,Jeremey Deutsch,1
Anne Carlew,Brandon Lane,1
Anne Carlew,Michelle Holloway,1
Anne Carlew,Brendan John,1
Anne Carlew,Anahita Sanandaji,1
Anne Carlew,Cindy Marie Grimm,1
Jeremey Deutsch,Brandon Lane,1
Jeremey Deutsch,Michelle Holloway,1
Jeremey Deutsch,Brendan John,1
Jeremey Deutsch,Anahita Sanandaji,1
Jeremey Deutsch,Cindy Marie Grimm,1
Brandon Lane,Michelle Holloway,1
Brandon Lane,Brendan John,1
Brandon Lane,Anahita Sanandaji,1
Brandon Lane,Cindy Marie Grimm,1
Michelle Holloway,Brendan John,1
Michelle Holloway,Anahita Sanandaji,1
Michelle Holloway,Cindy Marie Grimm,1
Brendan John,Anahita Sanandaji,1
Brendan John,Cindy Marie Grimm,1
Anahita Sanandaji,Cindy Marie Grimm,1
Zheng Huang,Jed Limke,1
Zheng Huang,Jun Kong,1
Jed Limke,Jun Kong,1
Robert P. Biuk-Aghai,Patrick Cheong-Iao Pang,2
Patrick Cheong-Iao Pang,Muye Yang,1
Casey Haber,Lyndonong Yiu,1
Casey Haber,Alark Joshi,1
Casey Haber,Sophie Engle,1
Lyndonong Yiu,Alark Joshi,1
Lyndonong Yiu,Sophie Engle,1
Alark Joshi,Sophie Engle,2
Hui Lei,Cong Xie,1
Hui Lei,Pingping Shang,1
Hui Lei,Fan Zhang,1
Hui Lei,Weri Chen,1
Hui Lei,Qunsheng Peng,1
Cong Xie,Pingping Shang,1
Cong Xie,Fan Zhang,1
Cong Xie,Weri Chen,1
Cong Xie,Qunsheng Peng,1
Pingping Shang,Fan Zhang,1
Pingping Shang,Weri Chen,1
Pingping Shang,Qunsheng Peng,1
Fan Zhang,Weri Chen,1
Fan Zhang,Qunsheng Peng,1
Weri Chen,Qunsheng Peng,1
Tobias Ruppert,Andreas Bannach,1
Tobias Ruppert,Jürgen Bernard,1
Tobias Ruppert,Hendrik Lücke-Tieke,1
Tobias Ruppert,Alex Ulmer,1
Tobias Ruppert,Jörn Kohlhammer,1
Andreas Bannach,Jürgen Bernard,1
Andreas Bannach,Hendrik Lücke-Tieke,1
Andreas Bannach,Alex Ulmer,1
Andreas Bannach,Jörn Kohlhammer,1
Jürgen Bernard,Hendrik Lücke-Tieke,1
Jürgen Bernard,Alex Ulmer,1
Jürgen Bernard,Jörn Kohlhammer,1
Hendrik Lücke-Tieke,Alex Ulmer,1
Hendrik Lücke-Tieke,Jörn Kohlhammer,1
Alex Ulmer,Jörn Kohlhammer,1
Jiangen He,Chaomei Chen,1
Wenqian Ji,Yan Tang,1
Wenqian Ji,Pengju Ma,1
Wenqian Ji,Shijie Tang,1
Wenqian Ji,Zhipeng Fang,1
Wenqian Ji,Xuan Li,1
Wenqian Ji,Tianjian Chen,1
Yan Tang,Pengju Ma,1
Yan Tang,Shijie Tang,1
Yan Tang,Zhipeng Fang,1
Yan Tang,Xuan Li,1
Yan Tang,Tianjian Chen,1
Pengju Ma,Shijie Tang,1
Pengju Ma,Zhipeng Fang,1
Pengju Ma,Xuan Li,1
Pengju Ma,Tianjian Chen,1
Shijie Tang,Zhipeng Fang,1
Shijie Tang,Xuan Li,1
Shijie Tang,Tianjian Chen,1
Zhipeng Fang,Xuan Li,1
Zhipeng Fang,Tianjian Chen,1
Xuan Li,Tianjian Chen,1
Lina Zhang,Kwan-Liu Ma,1
Lina Zhang,Jinhui Yu,1
Kwan-Liu Ma,Jinhui Yu,1
Lu Xiong,K. Zhang,1
Kai Sun,Yuhua Liu,1
Kai Sun,Zongchao Guo,1
Kai Sun,Changbo Wang,1
Yuhua Liu,Zongchao Guo,1
Zongchao Guo,Changbo Wang,1
Iliesa S Delai,Meilan Jin,1
Iliesa S Delai,Geoffrey M Draper,1
Meilan Jin,Geoffrey M Draper,1
Seimei Matsusaki,Xi Han,1
Seimei Matsusaki,Alark Joshi,1
Seimei Matsusaki,Sophie Engle,1
Xi Han,Alark Joshi,1
Xi Han,Sophie Engle,1
Yinan Li,Jian Wang,1
Daniel Wilches,Amy Banić,1
Sarah Hong,Yuyi Liu,1
Sarah Hong,Zhao Xiao,1
Yuyi Liu,Zhao Xiao,1
Jie Wu,Guangxi Chen,1
Wang Qian,Xiao Bing,1
Vetria Laverne Byrd,Joseph A Cottam,1
Zana Vosough,Dietrich Kammer,1
Zana Vosough,Mandy Keck,1
Zana Vosough,Rainer Groh,1
Mandy Keck,Dietrich Kammer,2
Dietrich Kammer,Rainer Groh,2
Mandy Keck,Rainer Groh,2
Fangfang Zhou,Minghui Chen,1
Fangfang Zhou,Zeyu Wang,1
Fangfang Zhou,Feng Luo,1
Fangfang Zhou,Xiaobo Luo,1
Fangfang Zhou,Wei Huang,1
Fangfang Zhou,Yi Chen,1
Minghui Chen,Zeyu Wang,1
Minghui Chen,Feng Luo,1
Minghui Chen,Xiaobo Luo,1
Minghui Chen,Wei Huang,1
Minghui Chen,Yi Chen,1
Minghui Chen,Ying Zhao,1
Zeyu Wang,Feng Luo,1
Zeyu Wang,Xiaobo Luo,1
Zeyu Wang,Wei Huang,1
Zeyu Wang,Yi Chen,1
Zeyu Wang,Ying Zhao,1
Feng Luo,Xiaobo Luo,1
Feng Luo,Wei Huang,1
Feng Luo,Yi Chen,1
Feng Luo,Ying Zhao,1
Xiaobo Luo,Wei Huang,1
Xiaobo Luo,Yi Chen,1
Xiaobo Luo,Ying Zhao,1
Wei Huang,Yi Chen,1
Wei Huang,Ying Zhao,1
Yi Chen,Ying Zhao,1
Yang Zou,Yufeng Liu,2
Yang Zou,Huiyi Liu,1
Xiaoqin Zeng,Yufeng Liu,2
Xiaoqin Zeng,Huiyi Liu,1
Yufeng Liu,Huiyi Liu,1
Yuhua Liu,Hanfei Lin,1
Yuhua Liu,Yitao Liang,1
Hanfei Lin,Yitao Liang,1
Hanfei Lin,Changbo Wang,1
Yitao Liang,Changbo Wang,1
Sangbong Yoo,Hongryeol Ryu,1
Sangbong Yoo,Hanbyul Yeon,1
Sangbong Yoo,Taekyoung ‘Taekyoung’ Kwon,1
Sangbong Yoo,Yun Jang,1
Hongryeol Ryu,Hanbyul Yeon,1
Hongryeol Ryu,Taekyoung ‘Taekyoung’ Kwon,1
Hongryeol Ryu,Yun Jang,1
Hanbyul Yeon,Taekyoung ‘Taekyoung’ Kwon,1
Taekyoung ‘Taekyoung’ Kwon,Yun Jang,1
Nils Rodrigues,Rudolf Netzel,1
Nils Rodrigues,Kazi Riaz Ullah,1
Nils Rodrigues,Michael Burch,1
Nils Rodrigues,Alexander Schultz,1
Nils Rodrigues,Bruno Burger,1
Nils Rodrigues,Daniel Weiskopf,1
Rudolf Netzel,Kazi Riaz Ullah,1
Rudolf Netzel,Michael Burch,1
Rudolf Netzel,Alexander Schultz,1
Rudolf Netzel,Bruno Burger,1
Rudolf Netzel,Daniel Weiskopf,1
Kazi Riaz Ullah,Michael Burch,1
Kazi Riaz Ullah,Alexander Schultz,1
Kazi Riaz Ullah,Bruno Burger,1
Kazi Riaz Ullah,Daniel Weiskopf,1
Michael Burch,Alexander Schultz,1
Michael Burch,Bruno Burger,1
Alexander Schultz,Bruno Burger,1
Alexander Schultz,Daniel Weiskopf,1
Bruno Burger,Daniel Weiskopf,1
Kumaripaba Athukorala,Luana Micallef,1
Kumaripaba Athukorala,Chao An,1
Kumaripaba Athukorala,Aki Reijonen,1
Kumaripaba Athukorala,Jaakko Peltonen,1
Kumaripaba Athukorala,Tuukka Ruotsalo,1
Kumaripaba Athukorala,Giulio Iacucci,1
Luana Micallef,Chao An,1
Luana Micallef,Aki Reijonen,1
Luana Micallef,Jaakko Peltonen,1
Luana Micallef,Tuukka Ruotsalo,2
Luana Micallef,Giulio Iacucci,2
Chao An,Aki Reijonen,1
Chao An,Jaakko Peltonen,1
Chao An,Tuukka Ruotsalo,1
Chao An,Giulio Iacucci,1
Aki Reijonen,Jaakko Peltonen,1
Aki Reijonen,Tuukka Ruotsalo,1
Aki Reijonen,Giulio Iacucci,1
Jaakko Peltonen,Tuukka Ruotsalo,1
Jaakko Peltonen,Giulio Iacucci,1
Tuukka Ruotsalo,Giulio Iacucci,2
Christian Bors,Markus Bögl,1
Christian Bors,Theresia Gschwandtner,1
Christian Bors,Silvia Miksch,1
Markus Bögl,Theresia Gschwandtner,1
Markus Bögl,Silvia Miksch,1
Theresia Gschwandtner,Silvia Miksch,1
Kazuo Misue,Kosuke Otake,1
Kazuo Misue,Takahiro Saito,1
Kosuke Otake,Takahiro Saito,1
Jieliang Luo,Donghao Ren,1
Jieliang Luo,George Legrady,1
Donghao Ren,George Legrady,1
Congmin Li,Jie Li,1
Boyi Li,Amontep Wijitcharoen,1
Boyi Li,Jonathan Hoyin Chan,1
Amontep Wijitcharoen,Jonathan Hoyin Chan,1
Simon James Fong,Robert P. Biuk-Aghai,1
Simon James Fong,Scarlet Tin,1
Robert P. Biuk-Aghai,Scarlet Tin,1
K. Zhang,Yihang Bo,1
K. Zhang,Yi Yang,1
Yihang Bo,Yi Yang,1
Xianglei Zhu,Shuai Zhao,1
Xianglei Zhu,Quan Wen,1
Xianglei Zhu,Jie Li,1
Shuai Zhao,Quan Wen,1
Shuai Zhao,Jie Li,1
Quan Wen,Jie Li,1
Wenjun Guo,Seungwook Kim,1
Wenjun Guo,Sangjoon Son,1
Wenjun Guo,Changhyung Hong,1
Wenjun Guo,Hyunjung (Helen) Shin,1
Wenjun Guo,Kyungwon Lee,1
Seungwook Kim,Sangjoon Son,1
Seungwook Kim,Changhyung Hong,1
Seungwook Kim,Hyunjung (Helen) Shin,1
Seungwook Kim,Kyungwon Lee,1
Sangjoon Son,Changhyung Hong,1
Sangjoon Son,Hyunjung (Helen) Shin,1
Sangjoon Son,Kyungwon Lee,1
Changhyung Hong,Hyunjung (Helen) Shin,1
Changhyung Hong,Kyungwon Lee,1
Hyunjung (Helen) Shin,Kyungwon Lee,1
Thanyathorn Thanapattheerakul,Jaturong Kongmanee,1
Thanyathorn Thanapattheerakul,Jonathan Hoyin Chan,1
Jaturong Kongmanee,Jonathan Hoyin Chan,1
Saila Shama,Philip Lu,1
Saila Shama,Narumol Doungpan,1
Saila Shama,Asawin Meechai,1
Saila Shama,Jonathan Hoyin Chan,1
Philip Lu,Narumol Doungpan,1
Philip Lu,Asawin Meechai,1
Philip Lu,Jonathan Hoyin Chan,1
Narumol Doungpan,Asawin Meechai,1
Narumol Doungpan,Jonathan Hoyin Chan,1
Asawin Meechai,Jonathan Hoyin Chan,1
Jiafan Li,Changbo Wang,1
Jiafan Li,Yuhua Liu,1
Jiafan Li,Zhijie Qiao,1
Jiafan Li,Junjie Wang,1
Changbo Wang,Zhijie Qiao,1
Changbo Wang,Junjie Wang,1
Yuhua Liu,Zhijie Qiao,1
Yuhua Liu,Junjie Wang,1
Zhijie Qiao,Junjie Wang,1
Wutthipong Kongburan,Praisan Padungweang,1
Wutthipong Kongburan,Worarat Krathu,1
Wutthipong Kongburan,Jonathan Hoyin Chan,1
Praisan Padungweang,Worarat Krathu,1
Praisan Padungweang,Jonathan Hoyin Chan,1
Worarat Krathu,Jonathan Hoyin Chan,1
Barış Serim,Luca Chech,1
Barış Serim,Marta Vasilieva,1
Barış Serim,Lorenzo Papa,1
Barış Serim,Luciano Gamberini,1
Barış Serim,Giulio Iacucci,2
Luca Chech,Marta Vasilieva,1
Luca Chech,Lorenzo Papa,1
Luca Chech,Luciano Gamberini,1
Luca Chech,Giulio Iacucci,1
Marta Vasilieva,Lorenzo Papa,1
Marta Vasilieva,Luciano Gamberini,1
Marta Vasilieva,Giulio Iacucci,1
Lorenzo Papa,Luciano Gamberini,1
Lorenzo Papa,Giulio Iacucci,1
Luciano Gamberini,Giulio Iacucci,1
Jiajing Zhang,K. Zhang,1
Jiajing Zhang,Ren Peng,1
Jiajing Zhang,Jinhui Yu,1
K. Zhang,Ren Peng,1
K. Zhang,Jinhui Yu,1
Ren Peng,Jinhui Yu,2
Michael Burch,Uwe Kloos,3
Michael Burch,Denise Junger,1
Michael Burch,Isabel Hagen,1
Michael Burch,Robin Horst,1
Michael Burch,Lukas Brand,1
Michael Burch,Armin Müller,1
Michael Burch,Benjamin Weinert,1
Uwe Kloos,Denise Junger,1
Uwe Kloos,Isabel Hagen,1
Uwe Kloos,Robin Horst,1
Uwe Kloos,Lukas Brand,1
Uwe Kloos,Armin Müller,1
Uwe Kloos,Benjamin Weinert,1
Denise Junger,Isabel Hagen,1
Denise Junger,Robin Horst,1
Denise Junger,Lukas Brand,1
Denise Junger,Armin Müller,1
Denise Junger,Benjamin Weinert,1
Isabel Hagen,Robin Horst,1
Isabel Hagen,Lukas Brand,1
Isabel Hagen,Armin Müller,1
Isabel Hagen,Benjamin Weinert,1
Robin Horst,Lukas Brand,1
Robin Horst,Armin Müller,1
Robin Horst,Benjamin Weinert,1
Lukas Brand,Armin Müller,1
Lukas Brand,Benjamin Weinert,1
Armin Müller,Benjamin Weinert,1
Robert P. Biuk-Aghai,Bin Pang,1
Patrick Cheong-Iao Pang,Bin Pang,1
Dominique Tranquille,Gem Stapleton,1
Dominique Tranquille,Jim Burton,1
Dominique Tranquille,Peter J Rodgers,1
Gem Stapleton,Jim Burton,1
Jim Burton,Peter J Rodgers,1
Mandy Keck,Thomas Gründer,1
Mandy Keck,Thomas Thom,1
Mandy Keck,Martin Kleinsteuber,1
Mandy Keck,Alexander Maasch,1
Dietrich Kammer,Thomas Gründer,1
Dietrich Kammer,Thomas Thom,1
Dietrich Kammer,Martin Kleinsteuber,1
Dietrich Kammer,Alexander Maasch,1
Thomas Gründer,Thomas Thom,1
Thomas Gründer,Martin Kleinsteuber,1
Thomas Gründer,Alexander Maasch,1
Thomas Gründer,Rainer Groh,1
Thomas Thom,Martin Kleinsteuber,1
Thomas Thom,Alexander Maasch,1
Thomas Thom,Rainer Groh,1
Martin Kleinsteuber,Alexander Maasch,1
Martin Kleinsteuber,Rainer Groh,1
Alexander Maasch,Rainer Groh,1
Yuri Sato,Gem Stapleton,1
Yuri Sato,Mateja Jamnik,1
Yuri Sato,Zohreh Shams,1
Yuri Sato,Andrew Blake,1
Gem Stapleton,Mateja Jamnik,1
Gem Stapleton,Zohreh Shams,1
Mateja Jamnik,Zohreh Shams,1
Mateja Jamnik,Andrew Blake,1
Zohreh Shams,Andrew Blake,1
Rohan Goel,Samiha Fadloun,1
Rohan Goel,Sarah Valentin,1
Rohan Goel,Arnaud Sallaberry,1
Rohan Goel,Mathieu Roche,1
Rohan Goel,Pascal Poncelet,1
Samiha Fadloun,Sarah Valentin,1
Samiha Fadloun,Arnaud Sallaberry,1
Samiha Fadloun,Mathieu Roche,1
Samiha Fadloun,Pascal Poncelet,1
Sarah Valentin,Arnaud Sallaberry,1
Sarah Valentin,Mathieu Roche,1
Sarah Valentin,Pascal Poncelet,1
Arnaud Sallaberry,Mathieu Roche,1
Arnaud Sallaberry,Pascal Poncelet,1
Mathieu Roche,Pascal Poncelet,1
Humphrey O Obie,Caslon Chua,1
Humphrey O Obie,Iman Avazpour,1
Humphrey O Obie,Mohamed Almorsy Abdelrazek,1
Humphrey O Obie,John C. Grundy,1
Humphrey O Obie,Tomasz P Bednarz,1
Caslon Chua,Iman Avazpour,1
Caslon Chua,Mohamed Almorsy Abdelrazek,1
Caslon Chua,John C. Grundy,1
Caslon Chua,Tomasz P Bednarz,1
Iman Avazpour,Mohamed Almorsy Abdelrazek,1
Iman Avazpour,Tomasz P Bednarz,1
Mohamed Almorsy Abdelrazek,John C. Grundy,1
Mohamed Almorsy Abdelrazek,Tomasz P Bednarz,1
John C. Grundy,Tomasz P Bednarz,1
Yaru Du,Changbo Wang,1
Yaru Du,Chenhui Li,1
Yaru Du,Hong Yin,1
Changbo Wang,Chenhui Li,2
Hong Yin,Changbo Wang,3
Hong Yin,Chenhui Li,2
Liang Zhou,Daniel Weiskopf,1
Michael Burch,Hansjörg Schmauder,1
Xiaoyu Wang,Yufeng Liu,1
Xiaoyu Wang,Jie Li,1
Xiaoyu Wang,K. Zhang,1
Yufeng Liu,Jie Li,1
Yufeng Liu,K. Zhang,1
Daniel Limberger,Matthias Trapp,4
Daniel Limberger,Jürgen Döllner,8
Matthias Trapp,Jürgen Döllner,6
Daniil Rodin,Gershon Elber,1
Mehmood Ghaffar,Niklas Biere,1
Mehmood Ghaffar,Daniel Jäger,1
Mehmood Ghaffar,Karsten Klein,1
Mehmood Ghaffar,Falk Schreiber,1
Mehmood Ghaffar,Olaf Kruse,1
Mehmood Ghaffar,Björn Sommer,1
Niklas Biere,Daniel Jäger,1
Niklas Biere,Karsten Klein,1
Niklas Biere,Falk Schreiber,1
Niklas Biere,Olaf Kruse,1
Niklas Biere,Björn Sommer,1
Daniel Jäger,Karsten Klein,1
Daniel Jäger,Falk Schreiber,1
Daniel Jäger,Olaf Kruse,1
Daniel Jäger,Björn Sommer,1
Karsten Klein,Falk Schreiber,3
Karsten Klein,Olaf Kruse,1
Karsten Klein,Björn Sommer,2
Falk Schreiber,Olaf Kruse,1
Björn Sommer,Falk Schreiber,2
Olaf Kruse,Björn Sommer,1
Luca Marzialetti,Massimo Candela,1
Luca Marzialetti,Giuseppe Di Battista,1
Massimo Candela,Giuseppe Di Battista,1
Michael Burch,Gerald Baulig,1
Michael Burch,Tobias Boley,1
Michael Burch,Arjana Mehmeti,1
Michael Burch,Dina Kurbanismailova,1
Michael Burch,Marc Roswag,1
Michael Burch,Oliver Streicher,1
Michael Burch,Steffen Wittig,1
Gerald Baulig,Tobias Boley,1
Gerald Baulig,Arjana Mehmeti,1
Gerald Baulig,Dina Kurbanismailova,1
Gerald Baulig,Marc Roswag,1
Gerald Baulig,Oliver Streicher,1
Gerald Baulig,Steffen Wittig,1
Gerald Baulig,Uwe Kloos,1
Tobias Boley,Arjana Mehmeti,1
Tobias Boley,Dina Kurbanismailova,1
Tobias Boley,Marc Roswag,1
Tobias Boley,Oliver Streicher,1
Tobias Boley,Steffen Wittig,1
Tobias Boley,Uwe Kloos,1
Arjana Mehmeti,Dina Kurbanismailova,1
Arjana Mehmeti,Marc Roswag,1
Arjana Mehmeti,Oliver Streicher,1
Arjana Mehmeti,Steffen Wittig,1
Arjana Mehmeti,Uwe Kloos,1
Dina Kurbanismailova,Marc Roswag,1
Dina Kurbanismailova,Oliver Streicher,1
Dina Kurbanismailova,Steffen Wittig,1
Dina Kurbanismailova,Uwe Kloos,1
Marc Roswag,Oliver Streicher,1
Marc Roswag,Steffen Wittig,1
Marc Roswag,Uwe Kloos,1
Oliver Streicher,Steffen Wittig,1
Oliver Streicher,Uwe Kloos,1
Steffen Wittig,Uwe Kloos,1
Nico Reski,Aris Alissandrakis,1
Kostiantyn Kucher,Rafael Messias Martins,1
Kostiantyn Kucher,Andreas Kerren,2
Rafael Messias Martins,Andreas Kerren,1
Kostiantyn Kucher,Maria Skeppstedt,1
Maria Skeppstedt,Andreas Kerren,1
