author_id,author_name,author2_id,author2_name,paper_doi,date
a09_1,Andrew Vande Moere,a09_1,Andrew Vande Moere,10.1007/978-1-4419-0312-9_1,2009
a09_1,Andrew Vande Moere,a09_2,Stephanie Patel,10.1007/978-1-4419-0312-9_1,2009
a09_2,Stephanie Patel,a09_2,Stephanie Patel,10.1007/978-1-4419-0312-9_1,2009
a09_3,Adel Ahmed,a09_3,Adel Ahmed,10.1007/978-1-4419-0312-9_2,2009
a09_3,Adel Ahmed,a09_4,Xiaoyan Fu,10.1007/978-1-4419-0312-9_2,2009
a09_3,Adel Ahmed,a09_5,Seok-Hee Hong,10.1007/978-1-4419-0312-9_2,2009
a09_3,Adel Ahmed,a09_6,Quan Hoang Nguyen,10.1007/978-1-4419-0312-9_2,2009
a09_3,Adel Ahmed,a09_7,Kai Xu,10.1007/978-1-4419-0312-9_2,2009
a09_4,Xiaoyan Fu,a09_4,Xiaoyan Fu,10.1007/978-1-4419-0312-9_2,2009
a09_4,Xiaoyan Fu,a09_5,Seok-Hee Hong,10.1007/978-1-4419-0312-9_2,2009
a09_4,Xiaoyan Fu,a09_6,Quan Hoang Nguyen,10.1007/978-1-4419-0312-9_2,2009
a09_4,Xiaoyan Fu,a09_7,Kai Xu,10.1007/978-1-4419-0312-9_2,2009
a09_5,Seok-Hee Hong,a09_5,Seok-Hee Hong,10.1007/978-1-4419-0312-9_2,2009
a09_5,Seok-Hee Hong,a09_6,Quan Hoang Nguyen,10.1007/978-1-4419-0312-9_2,2009
a09_5,Seok-Hee Hong,a09_7,Kai Xu,10.1007/978-1-4419-0312-9_2,2009
a09_6,Quan Hoang Nguyen,a09_6,Quan Hoang Nguyen,10.1007/978-1-4419-0312-9_2,2009
a09_6,Quan Hoang Nguyen,a09_7,Kai Xu,10.1007/978-1-4419-0312-9_2,2009
a09_7,Kai Xu,a09_7,Kai Xu,10.1007/978-1-4419-0312-9_2,2009
a09_8,Pushpa Kumar,a09_8,Pushpa Kumar,10.1007/978-1-4419-0312-9_3,2009
a09_8,Pushpa Kumar,99660626111,Kang Zhang,10.1007/978-1-4419-0312-9_3,2009
a09_8,Pushpa Kumar,a09_10,Mao Lin Huang,10.1007/978-1-4419-0312-9_3,2009
99660626111,Kang Zhang,99660626111,Kang Zhang,10.1007/978-1-4419-0312-9_3,2009
99660626111,Kang Zhang,a09_10,Mao Lin Huang,10.1007/978-1-4419-0312-9_3,2009
a09_10,Mao Lin Huang,a09_10,Mao Lin Huang,10.1007/978-1-4419-0312-9_3,2009
a09_11,Steffen Bogen,a09_11,Steffen Bogen,10.1007/978-1-4419-0312-9_4,2009
a09_11,Steffen Bogen,a09_12,Ulrik Brandes,10.1007/978-1-4419-0312-9_4,2009
a09_11,Steffen Bogen,a09_13,Hendrik Ziezold,10.1007/978-1-4419-0312-9_4,2009
a09_12,Ulrik Brandes,a09_12,Ulrik Brandes,10.1007/978-1-4419-0312-9_4,2009
a09_12,Ulrik Brandes,a09_13,Hendrik Ziezold,10.1007/978-1-4419-0312-9_4,2009
a09_13,Hendrik Ziezold,a09_13,Hendrik Ziezold,10.1007/978-1-4419-0312-9_4,2009
81552904056,Lei Ren,81552904056,Lei Ren,10.1007/978-1-4419-0312-9_5,2009
81552904056,Lei Ren,a09_53,Lin Zhang,10.1007/978-1-4419-0312-9_5,2009
81552904056,Lei Ren,81384607002,Dongxing Teng,10.1007/978-1-4419-0312-9_5,2009
81552904056,Lei Ren,81100172122,Guozhong Dai,10.1007/978-1-4419-0312-9_5,2009
81552904056,Lei Ren,a09_18,Qian Li,10.1007/978-1-4419-0312-9_5,2009
a09_53,Lin Zhang,a09_53,Lin Zhang,10.1007/978-1-4419-0312-9_5,2009
a09_53,Lin Zhang,81384607002,Dongxing Teng,10.1007/978-1-4419-0312-9_5,2009
a09_53,Lin Zhang,81100172122,Guozhong Dai,10.1007/978-1-4419-0312-9_5,2009
a09_53,Lin Zhang,a09_18,Qian Li,10.1007/978-1-4419-0312-9_5,2009
81384607002,Dongxing Teng,81384607002,Dongxing Teng,10.1007/978-1-4419-0312-9_5,2009
81384607002,Dongxing Teng,81100172122,Guozhong Dai,10.1007/978-1-4419-0312-9_5,2009
81384607002,Dongxing Teng,a09_18,Qian Li,10.1007/978-1-4419-0312-9_5,2009
81100172122,Guozhong Dai,81100172122,Guozhong Dai,10.1007/978-1-4419-0312-9_5,2009
81100172122,Guozhong Dai,a09_18,Qian Li,10.1007/978-1-4419-0312-9_5,2009
a09_18,Qian Li,a09_18,Qian Li,10.1007/978-1-4419-0312-9_5,2009
81453614419,Jiawan Zhang,81453614419,Jiawan Zhang,10.1007/978-1-4419-0312-9_6,2009
81453614419,Jiawan Zhang,a09_20,Yuan Wen,10.1007/978-1-4419-0312-9_6,2009
81453614419,Jiawan Zhang,81100511332,Quang Vinh Nguyen,10.1007/978-1-4419-0312-9_6,2009
81453614419,Jiawan Zhang,a09_46,Liang Fu Lu,10.1007/978-1-4419-0312-9_6,2009
81453614419,Jiawan Zhang,a09_56,Mao Lin Huang,10.1007/978-1-4419-0312-9_6,2009
81453614419,Jiawan Zhang,a09_24,Jiadong Yang,10.1007/978-1-4419-0312-9_6,2009
81453614419,Jiawan Zhang,a09_25,Jizhou Sun,10.1007/978-1-4419-0312-9_6,2009
a09_20,Yuan Wen,a09_20,Yuan Wen,10.1007/978-1-4419-0312-9_6,2009
a09_20,Yuan Wen,81100511332,Quang Vinh Nguyen,10.1007/978-1-4419-0312-9_6,2009
a09_20,Yuan Wen,a09_46,Liang Fu Lu,10.1007/978-1-4419-0312-9_6,2009
a09_20,Yuan Wen,a09_56,Mao Lin Huang,10.1007/978-1-4419-0312-9_6,2009
a09_20,Yuan Wen,a09_24,Jiadong Yang,10.1007/978-1-4419-0312-9_6,2009
a09_20,Yuan Wen,a09_25,Jizhou Sun,10.1007/978-1-4419-0312-9_6,2009
81100511332,Quang Vinh Nguyen,81100511332,Quang Vinh Nguyen,10.1007/978-1-4419-0312-9_6,2009
81100511332,Quang Vinh Nguyen,a09_46,Liang Fu Lu,10.1007/978-1-4419-0312-9_6,2009
81100511332,Quang Vinh Nguyen,a09_56,Mao Lin Huang,10.1007/978-1-4419-0312-9_6,2009
81100511332,Quang Vinh Nguyen,a09_24,Jiadong Yang,10.1007/978-1-4419-0312-9_6,2009
81100511332,Quang Vinh Nguyen,a09_25,Jizhou Sun,10.1007/978-1-4419-0312-9_6,2009
a09_46,Liang Fu Lu,a09_46,Liang Fu Lu,10.1007/978-1-4419-0312-9_6,2009
a09_46,Liang Fu Lu,a09_56,Mao Lin Huang,10.1007/978-1-4419-0312-9_6,2009
a09_46,Liang Fu Lu,a09_24,Jiadong Yang,10.1007/978-1-4419-0312-9_6,2009
a09_46,Liang Fu Lu,a09_25,Jizhou Sun,10.1007/978-1-4419-0312-9_6,2009
a09_56,Mao Lin Huang,a09_56,Mao Lin Huang,10.1007/978-1-4419-0312-9_6,2009
a09_56,Mao Lin Huang,a09_24,Jiadong Yang,10.1007/978-1-4419-0312-9_6,2009
a09_56,Mao Lin Huang,a09_25,Jizhou Sun,10.1007/978-1-4419-0312-9_6,2009
a09_24,Jiadong Yang,a09_24,Jiadong Yang,10.1007/978-1-4419-0312-9_6,2009
a09_24,Jiadong Yang,a09_25,Jizhou Sun,10.1007/978-1-4419-0312-9_6,2009
a09_25,Jizhou Sun,a09_25,Jizhou Sun,10.1007/978-1-4419-0312-9_6,2009
a09_26,Ping Xiao,a09_26,Ping Xiao,10.1007/978-1-4419-0312-9_7,2009
a09_26,Ping Xiao,a09_27,Ernesto Arroyo,10.1007/978-1-4419-0312-9_7,2009
a09_26,Ping Xiao,a09_28,Josep Blat,10.1007/978-1-4419-0312-9_7,2009
a09_27,Ernesto Arroyo,a09_27,Ernesto Arroyo,10.1007/978-1-4419-0312-9_7,2009
a09_27,Ernesto Arroyo,a09_28,Josep Blat,10.1007/978-1-4419-0312-9_7,2009
a09_28,Josep Blat,a09_28,Josep Blat,10.1007/978-1-4419-0312-9_7,2009
99659194214,Yang Zou,99659194214,Yang Zou,10.1007/978-1-4419-0312-9_8,2009
99659194214,Yang Zou,a09_30,Jian Lü,10.1007/978-1-4419-0312-9_8,2009
99659194214,Yang Zou,81319505316,Xiaoqin Zeng,10.1007/978-1-4419-0312-9_8,2009
99659194214,Yang Zou,a09_32,Xiaoxing Ma,10.1007/978-1-4419-0312-9_8,2009
99659194214,Yang Zou,a09_33,Qiliang Yang,10.1007/978-1-4419-0312-9_8,2009
a09_30,Jian Lü,a09_30,Jian Lü,10.1007/978-1-4419-0312-9_8,2009
a09_30,Jian Lü,81319505316,Xiaoqin Zeng,10.1007/978-1-4419-0312-9_8,2009
a09_30,Jian Lü,a09_32,Xiaoxing Ma,10.1007/978-1-4419-0312-9_8,2009
a09_30,Jian Lü,a09_33,Qiliang Yang,10.1007/978-1-4419-0312-9_8,2009
81319505316,Xiaoqin Zeng,81319505316,Xiaoqin Zeng,10.1007/978-1-4419-0312-9_8,2009
81319505316,Xiaoqin Zeng,a09_32,Xiaoxing Ma,10.1007/978-1-4419-0312-9_8,2009
81319505316,Xiaoqin Zeng,a09_33,Qiliang Yang,10.1007/978-1-4419-0312-9_8,2009
a09_32,Xiaoxing Ma,a09_32,Xiaoxing Ma,10.1007/978-1-4419-0312-9_8,2009
a09_32,Xiaoxing Ma,a09_33,Qiliang Yang,10.1007/978-1-4419-0312-9_8,2009
a09_33,Qiliang Yang,a09_33,Qiliang Yang,10.1007/978-1-4419-0312-9_8,2009
a09_34,Yan-Peng Lim,a09_34,Yan-Peng Lim,10.1007/978-1-4419-0312-9_9,2009
a09_34,Yan-Peng Lim,a09_35,Peter Charles Woods,10.1007/978-1-4419-0312-9_9,2009
a09_35,Peter Charles Woods,a09_35,Peter Charles Woods,10.1007/978-1-4419-0312-9_9,2009
a09_36,Yain-Whar Si,a09_36,Yain-Whar Si,10.1007/978-1-4419-0312-9_10,2009
a09_36,Yain-Whar Si,a09_37,Kan-Ion Leong,10.1007/978-1-4419-0312-9_10,2009
a09_36,Yain-Whar Si,81100203521,Robert P. Biuk-Aghai,10.1007/978-1-4419-0312-9_10,2009
a09_36,Yain-Whar Si,a09_39,Simon Fong,10.1007/978-1-4419-0312-9_10,2009
a09_37,Kan-Ion Leong,a09_37,Kan-Ion Leong,10.1007/978-1-4419-0312-9_10,2009
a09_37,Kan-Ion Leong,81100203521,Robert P. Biuk-Aghai,10.1007/978-1-4419-0312-9_10,2009
a09_37,Kan-Ion Leong,a09_39,Simon Fong,10.1007/978-1-4419-0312-9_10,2009
81100203521,Robert P. Biuk-Aghai,81100203521,Robert P. Biuk-Aghai,10.1007/978-1-4419-0312-9_10,2009
81100203521,Robert P. Biuk-Aghai,a09_39,Simon Fong,10.1007/978-1-4419-0312-9_10,2009
a09_39,Simon Fong,a09_39,Simon Fong,10.1007/978-1-4419-0312-9_10,2009
a09_40,Cui Xie,a09_40,Cui Xie,10.1007/978-1-4419-0312-9_11,2009
a09_40,Cui Xie,a09_41,Lihua Xing,10.1007/978-1-4419-0312-9_11,2009
a09_40,Cui Xie,a09_42,Cunna Liu,10.1007/978-1-4419-0312-9_11,2009
a09_40,Cui Xie,a09_43,Xiaocong Li,10.1007/978-1-4419-0312-9_11,2009
a09_41,Lihua Xing,a09_41,Lihua Xing,10.1007/978-1-4419-0312-9_11,2009
a09_41,Lihua Xing,a09_42,Cunna Liu,10.1007/978-1-4419-0312-9_11,2009
a09_41,Lihua Xing,a09_43,Xiaocong Li,10.1007/978-1-4419-0312-9_11,2009
a09_42,Cunna Liu,a09_42,Cunna Liu,10.1007/978-1-4419-0312-9_11,2009
a09_42,Cunna Liu,a09_43,Xiaocong Li,10.1007/978-1-4419-0312-9_11,2009
a09_43,Xiaocong Li,a09_43,Xiaocong Li,10.1007/978-1-4419-0312-9_11,2009
81453614419,Jiawan Zhang,81453614419,Jiawan Zhang,10.1007/978-1-4419-0312-9_12,2009
81453614419,Jiawan Zhang,a09_45,Guoqiang Yang,10.1007/978-1-4419-0312-9_12,2009
81453614419,Jiawan Zhang,a09_46,Liang Fu Lu,10.1007/978-1-4419-0312-9_12,2009
81453614419,Jiawan Zhang,81100079792,MaoLin Huang,10.1007/978-1-4419-0312-9_12,2009
81453614419,Jiawan Zhang,a09_48,Ming Che,10.1007/978-1-4419-0312-9_12,2009
a09_45,Guoqiang Yang,a09_45,Guoqiang Yang,10.1007/978-1-4419-0312-9_12,2009
a09_45,Guoqiang Yang,a09_46,Liang Fu Lu,10.1007/978-1-4419-0312-9_12,2009
a09_45,Guoqiang Yang,81100079792,MaoLin Huang,10.1007/978-1-4419-0312-9_12,2009
a09_45,Guoqiang Yang,a09_48,Ming Che,10.1007/978-1-4419-0312-9_12,2009
a09_46,Liang Fu Lu,a09_46,Liang Fu Lu,10.1007/978-1-4419-0312-9_12,2009
a09_46,Liang Fu Lu,81100079792,MaoLin Huang,10.1007/978-1-4419-0312-9_12,2009
a09_46,Liang Fu Lu,a09_48,Ming Che,10.1007/978-1-4419-0312-9_12,2009
81100079792,MaoLin Huang,81100079792,MaoLin Huang,10.1007/978-1-4419-0312-9_12,2009
81100079792,MaoLin Huang,a09_48,Ming Che,10.1007/978-1-4419-0312-9_12,2009
a09_48,Ming Che,a09_48,Ming Che,10.1007/978-1-4419-0312-9_12,2009
a09_49,Inessa Seifert,a09_49,Inessa Seifert,10.1007/978-1-4419-0312-9_13,2009
a09_49,Inessa Seifert,a09_50,Michael Kruppa,10.1007/978-1-4419-0312-9_13,2009
a09_50,Michael Kruppa,a09_50,Michael Kruppa,10.1007/978-1-4419-0312-9_13,2009
81552904056,Lei Ren,81552904056,Lei Ren,10.1007/978-1-4419-0312-9_14,2009
81552904056,Lei Ren,81100106876,Feng Tian,10.1007/978-1-4419-0312-9_14,2009
81552904056,Lei Ren,a09_53,Lin Zhang,10.1007/978-1-4419-0312-9_14,2009
81552904056,Lei Ren,81100172122,Guozhong Dai,10.1007/978-1-4419-0312-9_14,2009
81100106876,Feng Tian,81100106876,Feng Tian,10.1007/978-1-4419-0312-9_14,2009
81100106876,Feng Tian,a09_53,Lin Zhang,10.1007/978-1-4419-0312-9_14,2009
81100106876,Feng Tian,81100172122,Guozhong Dai,10.1007/978-1-4419-0312-9_14,2009
a09_53,Lin Zhang,a09_53,Lin Zhang,10.1007/978-1-4419-0312-9_14,2009
a09_53,Lin Zhang,81100172122,Guozhong Dai,10.1007/978-1-4419-0312-9_14,2009
81100172122,Guozhong Dai,81100172122,Guozhong Dai,10.1007/978-1-4419-0312-9_14,2009
81100511332,Quang Vinh Nguyen,81100511332,Quang Vinh Nguyen,10.1007/978-1-4419-0312-9_15,2009
81100511332,Quang Vinh Nguyen,81100079792,MaoLin Huang,10.1007/978-1-4419-0312-9_15,2009
81100079792,MaoLin Huang,81100079792,MaoLin Huang,10.1007/978-1-4419-0312-9_15,2009
a09_57,Sandro Varano,a09_57,Sandro Varano,10.1007/978-1-4419-0312-9_16,2009
a09_57,Sandro Varano,a09_58,Jean-Claude Bignon,10.1007/978-1-4419-0312-9_16,2009
a09_58,Jean-Claude Bignon,a09_58,Jean-Claude Bignon,10.1007/978-1-4419-0312-9_16,2009
81440610062,J. Joshua Thomas,81440610062,J. Joshua Thomas,10.1007/978-1-4419-0312-9_17,2009
81440610062,J. Joshua Thomas,a09_60,Ahamad Tajudin Abdul Khader,10.1007/978-1-4419-0312-9_17,2009
81440610062,J. Joshua Thomas,a09_61,Bahari Belaton,10.1007/978-1-4419-0312-9_17,2009
a09_60,Ahamad Tajudin Abdul Khader,a09_60,Ahamad Tajudin Abdul Khader,10.1007/978-1-4419-0312-9_17,2009
a09_60,Ahamad Tajudin Abdul Khader,a09_61,Bahari Belaton,10.1007/978-1-4419-0312-9_17,2009
a09_61,Bahari Belaton,a09_61,Bahari Belaton,10.1007/978-1-4419-0312-9_17,2009
a09_62,Brian N. Hilton,a09_62,Brian N. Hilton,10.1007/978-1-4419-0312-9_18,2009
a09_62,Brian N. Hilton,a09_63,Thomas A. Horan,10.1007/978-1-4419-0312-9_18,2009
a09_62,Brian N. Hilton,a09_64,Benjamin L. Schooley,10.1007/978-1-4419-0312-9_18,2009
a09_63,Thomas A. Horan,a09_63,Thomas A. Horan,10.1007/978-1-4419-0312-9_18,2009
a09_63,Thomas A. Horan,a09_64,Benjamin L. Schooley,10.1007/978-1-4419-0312-9_18,2009
a09_64,Benjamin L. Schooley,a09_64,Benjamin L. Schooley,10.1007/978-1-4419-0312-9_18,2009
a09_65,Chengying Mao,a09_65,Chengying Mao,10.1007/978-1-4419-0312-9_19,2009
a09_66,Li Zheng,a09_66,Li Zheng,10.1007/978-1-4419-0312-9_20,2009
a09_66,Li Zheng,a09_67,Chao Zhang,10.1007/978-1-4419-0312-9_20,2009
a09_66,Li Zheng,a09_68,Zhanwei Wu,10.1007/978-1-4419-0312-9_20,2009
a09_66,Li Zheng,a09_69,Yixin Yan,10.1007/978-1-4419-0312-9_20,2009
a09_67,Chao Zhang,a09_67,Chao Zhang,10.1007/978-1-4419-0312-9_20,2009
a09_67,Chao Zhang,a09_68,Zhanwei Wu,10.1007/978-1-4419-0312-9_20,2009
a09_67,Chao Zhang,a09_69,Yixin Yan,10.1007/978-1-4419-0312-9_20,2009
a09_68,Zhanwei Wu,a09_68,Zhanwei Wu,10.1007/978-1-4419-0312-9_20,2009
a09_68,Zhanwei Wu,a09_69,Yixin Yan,10.1007/978-1-4419-0312-9_20,2009
a09_69,Yixin Yan,a09_69,Yixin Yan,10.1007/978-1-4419-0312-9_20,2009
a09_70,Donggang Yu,a09_70,Donggang Yu,10.1007/978-1-4419-0312-9_21,2009
a09_70,Donggang Yu,a09_71,Jesse Sheng Jin,10.1007/978-1-4419-0312-9_21,2009
a09_70,Donggang Yu,a09_72,Suhuai Luo,10.1007/978-1-4419-0312-9_21,2009
a09_70,Donggang Yu,a09_73,Wei Lai,10.1007/978-1-4419-0312-9_21,2009
a09_70,Donggang Yu,a09_74,Qingming Huang,10.1007/978-1-4419-0312-9_21,2009
a09_71,Jesse Sheng Jin,a09_71,Jesse Sheng Jin,10.1007/978-1-4419-0312-9_21,2009
a09_71,Jesse Sheng Jin,a09_72,Suhuai Luo,10.1007/978-1-4419-0312-9_21,2009
a09_71,Jesse Sheng Jin,a09_73,Wei Lai,10.1007/978-1-4419-0312-9_21,2009
a09_71,Jesse Sheng Jin,a09_74,Qingming Huang,10.1007/978-1-4419-0312-9_21,2009
a09_72,Suhuai Luo,a09_72,Suhuai Luo,10.1007/978-1-4419-0312-9_21,2009
a09_72,Suhuai Luo,a09_73,Wei Lai,10.1007/978-1-4419-0312-9_21,2009
a09_72,Suhuai Luo,a09_74,Qingming Huang,10.1007/978-1-4419-0312-9_21,2009
a09_73,Wei Lai,a09_73,Wei Lai,10.1007/978-1-4419-0312-9_21,2009
a09_73,Wei Lai,a09_74,Qingming Huang,10.1007/978-1-4419-0312-9_21,2009
a09_74,Qingming Huang,a09_74,Qingming Huang,10.1007/978-1-4419-0312-9_21,2009
a09_75,Zhuo Li,a09_75,Zhuo Li,10.1007/978-1-4419-0312-9_22,2009
a09_75,Zhuo Li,a09_76,Jian Chen,10.1007/978-1-4419-0312-9_22,2009
a09_75,Zhuo Li,a09_77,Xiaoning Jiang,10.1007/978-1-4419-0312-9_22,2009
a09_75,Zhuo Li,a09_78,Xian-Ting Zeng,10.1007/978-1-4419-0312-9_22,2009
a09_75,Zhuo Li,a09_79,Xuezeng Pan,10.1007/978-1-4419-0312-9_22,2009
a09_76,Jian Chen,a09_76,Jian Chen,10.1007/978-1-4419-0312-9_22,2009
a09_76,Jian Chen,a09_77,Xiaoning Jiang,10.1007/978-1-4419-0312-9_22,2009
a09_76,Jian Chen,a09_78,Xian-Ting Zeng,10.1007/978-1-4419-0312-9_22,2009
a09_76,Jian Chen,a09_79,Xuezeng Pan,10.1007/978-1-4419-0312-9_22,2009
a09_77,Xiaoning Jiang,a09_77,Xiaoning Jiang,10.1007/978-1-4419-0312-9_22,2009
a09_77,Xiaoning Jiang,a09_78,Xian-Ting Zeng,10.1007/978-1-4419-0312-9_22,2009
a09_77,Xiaoning Jiang,a09_79,Xuezeng Pan,10.1007/978-1-4419-0312-9_22,2009
a09_78,Xian-Ting Zeng,a09_78,Xian-Ting Zeng,10.1007/978-1-4419-0312-9_22,2009
a09_78,Xian-Ting Zeng,a09_79,Xuezeng Pan,10.1007/978-1-4419-0312-9_22,2009
a09_79,Xuezeng Pan,a09_79,Xuezeng Pan,10.1007/978-1-4419-0312-9_22,2009
a09_80,Mingjing Ai,a09_80,Mingjing Ai,10.1007/978-1-4419-0312-9_23,2009
a09_80,Mingjing Ai,a09_81,Lili Zhao,10.1007/978-1-4419-0312-9_23,2009
a09_80,Mingjing Ai,a09_82,Yongmei Zhu,10.1007/978-1-4419-0312-9_23,2009
a09_80,Mingjing Ai,a09_83,Qinping Zhao,10.1007/978-1-4419-0312-9_23,2009
a09_81,Lili Zhao,a09_81,Lili Zhao,10.1007/978-1-4419-0312-9_23,2009
a09_81,Lili Zhao,a09_82,Yongmei Zhu,10.1007/978-1-4419-0312-9_23,2009
a09_81,Lili Zhao,a09_83,Qinping Zhao,10.1007/978-1-4419-0312-9_23,2009
a09_82,Yongmei Zhu,a09_82,Yongmei Zhu,10.1007/978-1-4419-0312-9_23,2009
a09_82,Yongmei Zhu,a09_83,Qinping Zhao,10.1007/978-1-4419-0312-9_23,2009
a09_83,Qinping Zhao,a09_83,Qinping Zhao,10.1007/978-1-4419-0312-9_23,2009
a09_84,Huaiqing He,a09_84,Huaiqing He,10.1007/978-1-4419-0312-9_24,2009
a09_84,Huaiqing He,a09_85,Tianbao Wang,10.1007/978-1-4419-0312-9_24,2009
a09_84,Huaiqing He,a09_86,Qing Xu,10.1007/978-1-4419-0312-9_24,2009
a09_84,Huaiqing He,a09_87,Yaoyu Xing,10.1007/978-1-4419-0312-9_24,2009
a09_85,Tianbao Wang,a09_85,Tianbao Wang,10.1007/978-1-4419-0312-9_24,2009
a09_85,Tianbao Wang,a09_86,Qing Xu,10.1007/978-1-4419-0312-9_24,2009
a09_85,Tianbao Wang,a09_87,Yaoyu Xing,10.1007/978-1-4419-0312-9_24,2009
a09_86,Qing Xu,a09_86,Qing Xu,10.1007/978-1-4419-0312-9_24,2009
a09_86,Qing Xu,a09_87,Yaoyu Xing,10.1007/978-1-4419-0312-9_24,2009
a09_87,Yaoyu Xing,a09_87,Yaoyu Xing,10.1007/978-1-4419-0312-9_24,2009
99659583267,René Cutura,99659583267,René Cutura,10.1145/3481549.3481569,2021
99659583267,René Cutura,99660233714,Cristina Morariu,10.1145/3481549.3481569,2021
99659583267,René Cutura,99659275761,Zhanglin Cheng,10.1145/3481549.3481569,2021
99659583267,René Cutura,82658976157,Yunhai Wang,10.1145/3481549.3481569,2021
99659583267,René Cutura,81100214723,Daniel Weiskopf,10.1145/3481549.3481569,2021
99659583267,René Cutura,81375621529,Michael Sedlmair,10.1145/3481549.3481569,2021
99660233714,Cristina Morariu,99660233714,Cristina Morariu,10.1145/3481549.3481569,2021
99660233714,Cristina Morariu,99659275761,Zhanglin Cheng,10.1145/3481549.3481569,2021
99660233714,Cristina Morariu,82658976157,Yunhai Wang,10.1145/3481549.3481569,2021
99660233714,Cristina Morariu,81100214723,Daniel Weiskopf,10.1145/3481549.3481569,2021
99660233714,Cristina Morariu,81375621529,Michael Sedlmair,10.1145/3481549.3481569,2021
99659275761,Zhanglin Cheng,99659275761,Zhanglin Cheng,10.1145/3481549.3481569,2021
99659275761,Zhanglin Cheng,82658976157,Yunhai Wang,10.1145/3481549.3481569,2021
99659275761,Zhanglin Cheng,81100214723,Daniel Weiskopf,10.1145/3481549.3481569,2021
99659275761,Zhanglin Cheng,81375621529,Michael Sedlmair,10.1145/3481549.3481569,2021
82658976157,Yunhai Wang,82658976157,Yunhai Wang,10.1145/3481549.3481569,2021
82658976157,Yunhai Wang,81100214723,Daniel Weiskopf,10.1145/3481549.3481569,2021
82658976157,Yunhai Wang,81375621529,Michael Sedlmair,10.1145/3481549.3481569,2021
81100214723,Daniel Weiskopf,81100214723,Daniel Weiskopf,10.1145/3481549.3481569,2021
81100214723,Daniel Weiskopf,81375621529,Michael Sedlmair,10.1145/3481549.3481569,2021
81375621529,Michael Sedlmair,81375621529,Michael Sedlmair,10.1145/3481549.3481569,2021
81100329777,Takayuki Itoh,81100329777,Takayuki Itoh,10.1145/3481549.3481553,2021
81100329777,Takayuki Itoh,99659915690,Asuka Nakabayashi,10.1145/3481549.3481553,2021
81100329777,Takayuki Itoh,81100399955,Mariko Hagita,10.1145/3481549.3481553,2021
99659915690,Asuka Nakabayashi,99659915690,Asuka Nakabayashi,10.1145/3481549.3481553,2021
99659915690,Asuka Nakabayashi,81100399955,Mariko Hagita,10.1145/3481549.3481553,2021
81100399955,Mariko Hagita,81100399955,Mariko Hagita,10.1145/3481549.3481553,2021
99659915368,Maath Musleh,99659915368,Maath Musleh,10.1145/3481549.3481557,2021
99659915368,Maath Musleh,99659465677,Angelos Chatzimparmpas,10.1145/3481549.3481557,2021
99659915368,Maath Musleh,81472654517,Ilir Jusufi,10.1145/3481549.3481557,2021
99659465677,Angelos Chatzimparmpas,99659465677,Angelos Chatzimparmpas,10.1145/3481549.3481557,2021
99659465677,Angelos Chatzimparmpas,81472654517,Ilir Jusufi,10.1145/3481549.3481557,2021
81472654517,Ilir Jusufi,81472654517,Ilir Jusufi,10.1145/3481549.3481557,2021
99659248999,Alexander Achberger,99659248999,Alexander Achberger,10.1145/3481549.3481563,2021
99659248999,Alexander Achberger,99659583503,Frank Heyen,10.1145/3481549.3481563,2021
99659248999,Alexander Achberger,99659915852,Kresimir Vidakovic,10.1145/3481549.3481563,2021
99659248999,Alexander Achberger,81375621529,Michael Sedlmair,10.1145/3481549.3481563,2021
99659583503,Frank Heyen,99659583503,Frank Heyen,10.1145/3481549.3481563,2021
99659583503,Frank Heyen,99659915852,Kresimir Vidakovic,10.1145/3481549.3481563,2021
99659583503,Frank Heyen,81375621529,Michael Sedlmair,10.1145/3481549.3481563,2021
99659915852,Kresimir Vidakovic,99659915852,Kresimir Vidakovic,10.1145/3481549.3481563,2021
99659915852,Kresimir Vidakovic,81375621529,Michael Sedlmair,10.1145/3481549.3481563,2021
81375621529,Michael Sedlmair,81375621529,Michael Sedlmair,10.1145/3481549.3481563,2021
99659915755,Martin Büßemeyer,99659915755,Martin Büßemeyer,10.1145/3481549.3481568,2021
99659915755,Martin Büßemeyer,82458918757,Daniel Limberger,10.1145/3481549.3481568,2021
99659915755,Martin Büßemeyer,99659051346,Willy Scheibel,10.1145/3481549.3481568,2021
99659915755,Martin Büßemeyer,81100019985,Jürgen Döllner,10.1145/3481549.3481568,2021
82458918757,Daniel Limberger,82458918757,Daniel Limberger,10.1145/3481549.3481568,2021
82458918757,Daniel Limberger,99659051346,Willy Scheibel,10.1145/3481549.3481568,2021
82458918757,Daniel Limberger,81100019985,Jürgen Döllner,10.1145/3481549.3481568,2021
99659051346,Willy Scheibel,99659051346,Willy Scheibel,10.1145/3481549.3481568,2021
99659051346,Willy Scheibel,81100019985,Jürgen Döllner,10.1145/3481549.3481568,2021
81100019985,Jürgen Döllner,81100019985,Jürgen Döllner,10.1145/3481549.3481568,2021
82458918757,Daniel Limberger,82458918757,Daniel Limberger,10.1145/3481549.3481570,2021
82458918757,Daniel Limberger,99659051346,Willy Scheibel,10.1145/3481549.3481570,2021
82458918757,Daniel Limberger,99659916274,Jan van Dieken,10.1145/3481549.3481570,2021
82458918757,Daniel Limberger,81100019985,Jürgen Döllner,10.1145/3481549.3481570,2021
99659051346,Willy Scheibel,99659051346,Willy Scheibel,10.1145/3481549.3481570,2021
