e1,e2,value
oceania,oceania,30
middle east,oceania,1
asia,north america,22
oceania,north america,4
asia,oceania,12
europe,europe,32
asia,asia,123
north america,north america,34
,north america,1
,,1
asia,europe,2
europe,oceania,2
europe,north america,2
europe,south america,1
south america,north america,1
south america,south america,1
